go .	가다 .
i have a canadian wife .	나에겐 캐나다인 아내가 있어요 .
i have a bad pain here .	여기가 너무 아파요 .
i have a bad toothache .	나는 치통이 심해요 .
i have a business visa .	나는 사업 비자를 가지고 있습니다 .
i have a full-time job .	나는 풀타임 직업을 갖고 있어요 .
i have a heart problem .	나는 심장에 문제가 있어요 .
i have a large bedroom .	나에겐 큰 침실이 있어요 .
i have a lot of dreams .	나는 꿈이 많아요 .
i have a loving family .	나에게는 사랑하는 가족이 있습니다 .
i have a part-time job .	나는 아르바이트를 하고 있어요 .
i have a poor appetite .	나는 식욕이 좋지 않습니다 .
i have a right to know .	나는 알 권리가 있습니다 .
i have a terrible pain .	나 정말 고통스러워요 .
i have a test tomorrow .	나 내일 시험이 있어 .
i have a wife and kids .	나에겐 아내와 아이들이 있어요 .
i have already done it .	나는 이미 그것을 했어 .
i have an announcement .	공지사항이 있어요
i have another job now .	지금은 다른 직업이 있어요 .
i have been busy today .	나 오늘 바빴어 .
i have heard the story .	나는 그 이야기를 들었다 .
i have lots of friends .	나에겐 친구가 많아요 .
i have many model cars .	나는 모델 자동차를 많이 가지고 있어요 .
i have no energy today .	오늘은 기운이 없어 .
i have nothing to lose .	나는 잃을 것이 없다 .
i have often been here .	나는 여기에 자주 왔습니다 .
i have only just begun .	나는 이제 막 시작했어요 .
i have only one sister .	나에겐 여동생이 한 명뿐이에요 .
i have plenty of ideas .	나에겐 아이디어가 많아요 .
i have plenty of money .	나는 돈이 많다 .
i have seen her before .	나는 전에 그녀를 본 적이 있어요 .
i have someplace to go .	나 갈 곳이 있어 .
i have to be impartial .	나는 공정해야 해요 .
i have to change tires .	타이어를 바꿔야 해요 .
i have to comb my hair .	머리를 빗어야 해요 .
i have to do it myself .	내가 직접 해야 해 .
i have to get up early .	나 일찍 일어나야 해 .
i have to leave school .	나 학교를 그만둬야 해 .
i have to open my shop .	내 가게를 열어야 해요 .
i have to study french .	나는 프랑스어를 공부해야 해요 .
i have to take an exam .	나 시험을 봐야 해 .
i have to tell someone .	누군가에게 말해야 해요 .
i haven't given up yet .	난 아직 포기하지 않았어요 .
i haven't got a chance .	나에겐 기회가 없어 .
i haven't said yes yet .	난 아직 그렇다고 대답하지 않았어요 .
i hear a phone ringing .	전화벨 소리가 들립니다 .
i hear someone singing .	누군가 노래하는 소리가 들립니다 .
i heard a woman scream .	여자의 비명 소리가 들렸어요 .
i heard my name called .	내 이름이 이라고 불리는 걸 들었어요 .
i heard someone scream .	누군가 비명을 지르는 걸 들었어요 .
i heard that he'd died .	그 사람이 죽었다는 소식을 들었어요 .
i heard the door close .	문이 닫히는 소리가 들렸어요 .
i helped him yesterday .	내가 어제 그 사람을 도와줬어요 .
i hit him in the belly .	내가 그 사람 배를 때렸어요 .
i hope tom is mistaken .	톰이 틀렸으면 좋겠어 .
i hope everyone agrees .	모두가 동의하길 바랍니다 .
i hope it was worth it .	그만한 가치가 있었기를 바랍니다 .
i hope that it'll work .	나는 그것이 효과가 있기를 바랍니다 .
i hope that they're ok .	그 사람들이 괜찮기를 바라요 .
i hope that's not true .	나는 그것이 사실이 아니기를 바란다 .
i hope to see it again .	나는 그것을 다시 볼 수 있기를 바랍니다 .
i hope to see you soon .	곧 만나길 바랍니다 .
i hope we achieve that .	나는 우리가 그것을 달성하기를 바랍니다 .
i hope we can fix that .	우리가 그 문제를 해결할 수 있기를 바랍니다 .
i inherited his estate .	나는 그의 재산을 물려받았어요 .
i just came from there .	난 방금 거기 에서 왔어 .
i just couldn't say no .	나는 단지 거절할 수 없었다 .
i just didn't know how .	난 그냥 방법을 몰랐어요 .
i just got a new phone .	나 방금 새 전화기 를 샀어 .
i just got a promotion .	방금 승진했어요 .
i just got out of jail .	나 방금 감옥에서 나왔어 .
i just had a bad dream .	방금 나쁜 꿈을 꿨어요 .
i just heard something .	방금 뭔가 들었어 .
i just needed a minute .	잠시만 시간이 필요했어요 .
i just needed some air .	난 단지 공기가 좀 필요했을 뿐이야 .
i just want a vacation .	난 그냥 휴가를 원해요 .
i just want to be sure .	난 단지 확신하고 싶을 뿐이야 .
i just want to go home .	난 그냥 집에 가고 싶어요 .
i just wanted to do it .	난 그냥 하고 싶었어 .
i knew before you knew .	나는 당신이 알기도 전에 알았습니다 .
i knew he would accept .	나는 그가 받아들일 것이라는 것을 알았습니다 .
i knew it would happen .	나는 그것이 일어날 것이라는 것을 알고 있었다 .
i knew what tom wanted .	나는 톰이 원하는 것이 무엇인지 알고 있었습니다 .
i knew you could do it .	나는 당신이 그것을 할 수 있다는 것을 알았습니다 .
i knew you'd be caught .	난 당신이 잡힐 줄 알았어 .
i know i can do better .	나는 내가 더 잘할 수 있다는 것을 안다 .
i know i can go faster .	나는 내가 더 빨리 갈 수 있다는 것을 안다 .
i know i can trust tom .	나도 톰을 믿을 수 있다는 걸 알아요 .
i know i can trust you .	나는 당신을 믿을 수 있다는 것을 압니다 .
i know i'm getting old .	나도 늙어가고 있다는 걸 알아요 .
i know i'm good enough .	나는 내가 충분히 괜찮은 사람이라는 것을 안다 .
i know i'm not perfect .	나도 내가 완벽하지 않다는 걸 알아요 .
i know i've helped you .	내가 당신을 도왔다는 걸 알아요 .
i know tom is a doctor .	나는 톰이 의사라는 것을 안다 .
i know tom is a farmer .	나는 톰이 농부인 것을 안다 .
i know tom is a genius .	나는 톰이 천재라는 것을 안다 .
i know tom is a grouch .	나도 톰이 투덜대는 사람이라는 걸 알아요 .
i know tom is a racist .	나는 톰이 인종차별주의자라는 것을 안다 .
i know tom is careless .	나도 톰이 부주의하다는 걸 알아요 .
i know tom is finished .	나는 톰이 끝났다는 걸 알아요 .
i know tom is flexible .	나는 톰이 융통성이 있다는 걸 알아요 .
i know tom is generous .	나는 톰이 관대하다는 것을 안다 .
i know tom is gullible .	나도 톰이 속기 쉬운 사람이라는 걸 알아요 .
i know tom is sensible .	나도 톰이 현명하다는 걸 알아요 .
i know tom is troubled .	톰이 고민하고 있다는 걸 알아요 .
i know tom understands .	나는 톰이 이해한다는 것을 안다 .
i know tom was stunned .	톰이 깜짝 놀랐다는 걸 알아요 .
i know a little french .	나는 프랑스어를 조금 알아요 .
i know all the details .	나는 모든 세부 사항을 알고 있습니다 .
i know each one of you .	나는 너희 각자를 알고 있다 .
i know how old you are .	나는 당신이 몇 살인지 알아요 .
i know how they did it .	나는 그들이 어떻게 했는지 알아요 .
i know how women think .	나는 여자들이 어떻게 생각하는지 알아요 .
i know it's a surprise .	나도 그게 놀라운 일이라는 걸 알아요 .
i know neither of them .	나는 그들 중 누구도 모른다 .
i know she is sleeping .	나는 그 사람이 자고 있다는 걸 알아요 .
i know that's not true .	나는 그것이 사실이 아니라는 것을 안다 .
i know this isn't hard .	나는 이것이 어렵지 않다는 것을 안다 .
i know what not to eat .	나는 무엇을 먹지 말아야 하는지 알아요 .
i know where tom lives .	나는 톰이 어디에 사는지 알아요 .
i know where she lives .	나는 그 사람이 어디에 사는지 알아요 .
i know who my enemy is .	나는 내 적이 누구인지 압니다 .
i know who that is now .	나는 지금 그 사람이 누구인지 압니다 .
i know why you're here .	나는 당신이 왜 여기 있는지 알아요 .
i know you can help us .	당신이 우리를 도와줄 수 있다는 걸 알아요 .
i know you can make it .	난 당신이 해낼 수 있다는 걸 알아요 .
i know you feel lonely .	당신이 외롭다는 걸 알아요 .
i know you like coffee .	나는 당신이 커피를 좋아한다는 것을 알고 있습니다 .
i know you're canadian .	나는 당신이 캐나다인이라는 것을 알고 있습니다 .
i know you're innocent .	나는 당신이 결백하다는 것을 알고 있습니다 .
i learned it in school .	나는 그것을 학교에서 배웠다 .
i leave in the morning .	나는 아침에 떠난다 .
i leave this afternoon .	나는 오늘 오후에 떠난다 .
i left it on the table .	내가 그걸 테이블 위에 놔뒀어 .
i left my card at home .	나 카드를 집에 두고 왔어 .
i left the window open .	나는 창문을 열어두었다 .
i like being a teacher .	나는 선생님이 되는 것을 좋아해요 .
i like being on my own .	나는 혼자 있는 것을 좋아한다 .
i like classical music .	나는 클래식 음악을 좋아해요 .
i like dark red better .	나는 진한 빨간색을 더 좋아해요 .
i like living with tom .	나는 톰과 함께 사는 것을 좋아해요 .
i like music very much .	나는 음악을 아주 좋아해요 .
i like my steak medium .	나는 내 스테이크 미디엄을 좋아해요 .
i like neither of them .	나는 그들 중 어느 것도 좋아하지 않습니다 .
i like pink grapefruit .	나는 핑크 자몽을 좋아해요 .
i like pizza very much .	나는 피자를 아주 좋아해요 .
i like solving puzzles .	나는 퍼즐 푸는 걸 좋아해요 .
i like speaking french .	나는 프랑스어를 말하는 것을 좋아해요 .
i like spring the best .	나는 봄을 가장 좋아해요 .
i like studying french .	나는 프랑스어 공부하는 것을 좋아해요 .
i like summer the best .	나는 여름을 제일 좋아해요 .
i like that it is soft .	나는 그것이 부드러운 것을 좋아한다 .
i like that one better .	난 그게 더 마음에 들어요 .
i like the black shoes .	나는 검은색 신발을 좋아해요 .
i like the color green .	나는 녹색을 좋아해요 .
i like to be surprised .	나는 놀라는 것을 좋아한다 .
i like to grow flowers .	나는 꽃을 키우는 것을 좋아해요 .
i like to study french .	나는 프랑스어 공부를 좋아해요 .
i like to travel alone .	나는 혼자 여행하는 것을 좋아해요 .
i like walking to work .	나는 걸어서 출근하는 걸 좋아해요 .
i like watching people .	나는 사람들을 관찰하는 것을 좋아합니다 .
i like you as a friend .	나는 당신을 친구로 좋아합니다 .
i live across the hall .	나는 복도 건너편에 살아요 .
i live in a rural area .	나는 시골 지역에 살고 있습니다 .
i live in an apartment .	나는 아파트에 산다 .
i live there by myself .	나 거기 혼자 살아요 .
i live with my parents .	나는 부모님과 함께 살고 있습니다 .
i looked in the window .	나는 창문을 들여다 보았다 .
i looked the other way .	나는 다른 쪽을 바라보았다 .
i lost a bunch of keys .	나는 열쇠를 잔뜩 잃어버렸어요 .
i lost my favorite pen .	내가 가장 좋아하는 펜을 잃어버렸어요 .
i lost my handkerchief .	손수건을 잃어버렸어요 .
i lost my trust in him .	나는 그에 대한 신뢰를 잃었습니다 .
i lost my wedding ring .	결혼반지를 잃어버렸어요 .
i lost three kilograms .	나는 3킬로그램을 잃었다 .
i love american movies .	나는 미국 영화를 좋아해요 .
i love christmas music .	나는 크리스마스 음악을 좋아해요 .
i love christmas songs .	나는 크리스마스 노래를 좋아해요 .
i love being a teacher .	나는 선생님이 되는 것을 좋아해요 .
i love making desserts .	나는 디저트 만드는 것을 좋아해요 .
i love men with beards .	나는 수염을 기른 ​​남자를 사랑해요 .
i love that commercial .	나는 그 광고를 좋아한다 .
i love to eat scallops .	나는 가리비를 먹는 것을 좋아합니다 .
i love traveling alone .	나는 혼자 여행하는 것을 좋아합니다 .
i love visiting boston .	나는 보스턴을 방문하는 것을 좋아합니다 .
i made tom laugh today .	오늘 톰을 웃게 만들었어요 .
i made a judgment call .	나는 판단을 내렸다 .
i made my dog lie down .	나는 내 개를 눕혀 놓았습니다 .
i made the woman angry .	내가 그 여자를 화나게 했어요 .
i make lunch every day .	나는 매일 점심을 만든다 .
i may win if i'm lucky .	운이 좋으면 이길 수도 있어요 .
i meet him at the club .	나 그 사람을 클럽에서 만나요 .
i met an american girl .	나는 미국 여자를 만났습니다 .
i met him in the crowd .	나는 군중 속에서 그를 만났다 .
i moved here yesterday .	나 어제 여기로 이사왔어 .
i must get my hair cut .	머리를 잘라야 해요 .
i must leave on monday .	나는 월요일에 떠나야 해요 .
i must open the window .	창문을 열어야 해요 .
i need a few more days .	며칠이 더 필요해요 .
i need a first aid kit .	구급상자가 필요해요 .
i need a new usb cable .	새 USB 케이블이 필요해요 .
i need a pen and paper .	펜과 종이가 필요해요 .
i need a place to stay .	나는 머물 곳이 필요해요 .
i need an extra pillow .	나는 여분의 베개가 필요해요 .
i need colored pencils .	색연필이 필요해요 .
i need some alone time .	나 혼자만의 시간이 필요해 .
i need some blue paint .	파란색 페인트가 좀 필요해요 .
i need some volunteers .	자원봉사자가 좀 필요해요 .
i need those documents .	나한테는 그 서류가 필요해 .
i need time to breathe .	숨을 쉴 시간이 필요해요 .
i need to end this now .	이제 이걸 끝내야 해 .
i need to find tom now .	나 지금 톰을 찾아야 해 .
i need to get some air .	나 바람 좀 쐬야 해 .
i need to go into town .	나 시내로 가야 해 .
i need to pay the rent .	집세를 내야 해요 .
i need to speak to you .	너랑 얘기 좀 해야겠어 .
i need you to fix this .	이 문제를 해결해 줬으면 좋겠어 .
i need you to see this .	당신이 이걸 좀 봐줬으면 좋겠어 .
i never agree with him .	나는 결코 그 사람의 의견에 동의하지 않습니다 .
i never knew my father .	나는 아버지를 전혀 알지 못했습니다 .
i never read that book .	난 그 책을 읽은 적이 없어 .
i never think about it .	나는 그것에 대해 결코 생각하지 않습니다 .
i never was overweight .	난 과체중이었던 적이 없어 .
i no longer believe it .	나는 더 이상 그것을 믿지 않습니다 .
i only eat kosher food .	난 코셔 음식만 먹어요 .
i only have one sister .	나에겐 여동생이 한 명뿐이에요 .
i only have one so far .	지금까지 딱 하나밖에 없어요 .
i only need to buy one .	하나만 사면 돼 .
i only slept two hours .	난 두 시간밖에 못 잤어 .
i ordered chinese food .	나는 중국 음식을 주문했다 .
i play a little guitar .	나는 기타를 조금 쳐요 .
i prefer coffee to tea .	나는 차보다 커피를 더 좋아한다 .
i prefer tea to coffee .	나는 커피보다 차를 더 좋아해요 .
i prefer the black one .	나는 검은색을 더 좋아해요 .
i prefer to work alone .	나는 혼자 일하는 걸 더 좋아해요 .
i promise i won't bite .	물지 않겠다고 약속해요 .
i promise i won't tell .	말하지 않겠다고 약속해요 .
i promise to work hard .	열심히 일할 것을 약속드립니다 .
i promised not to tell .	나는 말하지 않기로 약속했다 .
i put it in the drawer .	나는 그것을 서랍에 넣었다 .
i quit a long time ago .	나는 오래 전에 그만뒀다 .
i quite agree with you .	나는 당신의 의견에 전적으로 동의합니다 .
i ran across the field .	나는 들판을 가로질러 달려갔다 .
i ran all the way home .	나는 집까지 달렸다 .
i ran out of the house .	나는 집에서 뛰쳐나갔다 .
i read a lot of novels .	나는 소설을 많이 읽었습니다 .
i read it in some book .	어떤 책에서 읽었어 .
i read it to my family .	나는 그것을 가족들에게 읽어 주었습니다 .
i read the entire book .	나는 책 전체를 읽었다 .
i really am interested .	정말 관심이 있어요 .
i really appreciate it .	정말 고마워요 .
i really can't be late .	나 정말 늦을 수가 없어 .
i really can't do that .	난 정말 그럴 수 없어 .
i really do have to go .	나 정말 가야 해 .
i really don't get you .	난 정말 당신을 이해할 수 없습니다 .
i really like that car .	나는 그 차를 정말 좋아해요 .
i really like that guy .	나는 그 사람을 정말 좋아해요 .
i really like this car .	나는 이 차를 정말 좋아해요 .
i really like this one .	나는 이것을 정말로 좋아한다 .
i really misjudged you .	내가 정말 당신을 잘못 판단했어요 .
i really must be going .	나 정말 가야 해 .
i really need to sleep .	나 정말 자야 해 .
i really want to leave .	정말 떠나고 싶어요 .
i recently had surgery .	나는 최근에 수술을 받았습니다 .
i refuse to allow this .	나는 이것을 허용하지 않습니다 .
i regret that decision .	나는 그 결정을 후회한다 .
i remember both of you .	나는 너희 둘 다 기억한다 .
i remember many things .	나는 많은 것을 기억한다 .
i remember saying that .	내가 그렇게 말한 기억이 나요 .
i remember that speech .	나는 그 연설을 기억한다 .
i remember your father .	나는 당신의 아버지를 기억합니다 .
i remembered everybody .	나는 모두를 기억했다 .
i respect your opinion .	나는 당신의 의견을 존중합니다 .
i ride my bike to work .	나는 자전거를 타고 출근해요 .
i run a small business .	저는 소규모 사업체를 운영하고 있습니다 .
i run five miles a day .	나는 하루에 5마일을 달린다 .
i sat down next to him .	나는 그 옆에 앉았다 .
i saw tom a minute ago .	나 좀 전에 톰을 봤어 .
i saw tom hitting mary .	톰이 메리를 때리는 걸 봤어요 .
i saw a beautiful bird .	나는 아름다운 새를 보았다 .
i saw a flock of sheep .	나는 양 떼를 보았다 .
i saw a light far away .	나는 멀리서 빛을 보았다 .
i saw a woman in black .	나는 검은 옷을 입은 여자를 보았다 .
i saw fear in his eyes .	나는 그의 눈에서 두려움을 보았다 .
i saw him wash the car .	나는 그가 세차하는 것을 봤어요 .
i see how you did that .	당신이 어떻게 그랬는지 알겠어요 .
i see something moving .	뭔가 움직이는 게 보여요 .
i seem to have a fever .	나 열이 있는 것 같아 .
i seldom do that alone .	나 혼자 그런 일을 하는 경우는 거의 없어요 .
i seldom hear from him .	나는 그 사람의 소식을 거의 듣지 못합니다 .
i seldom make mistakes .	나는 실수를 거의 하지 않는다 .
i sell clothing online .	나는 온라인으로 옷을 팔아요 .
i sent an email to you .	내가 당신에게 이메일을 보냈어요 .
i shook hands with tom .	나는 톰과 악수를 했어요 .
i should call a doctor .	의사에게 전화해야겠어요 .
i should get back home .	나 집에 돌아가야 해 .
i should get some rest .	좀 쉬어야겠어 .
i should read the book .	나는 책을 읽어야 해요 .
i should've known this .	난 이걸 알았어야 했는데…
i should've warned you .	내가 너한테 경고했어야 했는데 .
i should've worn a hat .	모자를 썼어야 했는데 .
i sincerely doubt that .	나는 진심으로 그것을 의심합니다 .
i slept for nine hours .	나는 9시간 동안 잤다 .
i slept just two hours .	난 딱 2시간만 잤어 .
i speak french at home .	나는 집에서 프랑스어를 해요 .
i speak for all people .	나는 모든 사람을 대변합니다 .
i speak only the truth .	나는 진실만을 말한다 .
i spoke with tom today .	오늘 톰이랑 얘기했어요 .
i spoke with my family .	나는 가족들과 이야기를 나눴다 .
i squeezed the trigger .	나는 방아쇠를 당겼다 .
i stayed with my uncle .	나는 삼촌과 함께 머물렀다 .
i studied for one hour .	나는 한 시간 동안 공부했어요 .
i study french at home .	나는 집에서 프랑스어를 공부해요 .
i study at the library .	나는 도서관에서 공부해요 .
i study hard at school .	나는 학교에서 열심히 공부해요 .
i support the proposal .	나는 그 제안을 지지한다 .
i suppose you like her .	내 생각엔 당신이 그 사람을 좋아하는 것 같아요 .
i suppose you like him .	내 생각엔 당신이 그 사람을 좋아하는 것 같아요 .
i suppose you love her .	내 생각엔 당신이 그녀를 사랑하는 것 같아요 .
i suppose you love him .	내 생각엔 당신이 그 사람을 사랑하는 것 같아요 .
i suppose you're right .	당신 말이 맞는 것 같아요 .
i sure miss my friends .	나는 내 친구들이 정말 그리워요 .
i suspect you're right .	당신 말이 맞는 것 같아요 .
i suspect you're wrong .	나는 당신이 틀린 것 같아요 .
i take everything back .	나는 모든 것을 되찾는다 .
i taught myself french .	나는 프랑스어를 스스로 가르쳤다 .
i think god is a woman .	내 생각엔 신은 여자인 것 같아 .
i think i broke my leg .	내 생각엔 다리가 부러진 것 같아 .
i think i can fix this .	내 생각엔 내가 이 문제를 고칠 수 있을 것 같아 .
i think i can help tom .	내 생각엔 내가 톰을 도와줄 수 있을 것 같아 .
i think i can prove it .	나는 그것을 증명할 수 있을 것 같아요 .
i think i have an idea .	나한테 생각이 있는 것 같아 .
i think i lost my keys .	내 생각엔 열쇠를 잃어버린 것 같아 .
i think i'll go skiing .	나 스키 타러 갈 것 같아 .
i think i'm in trouble .	내 생각엔 내가 곤경에 처한 것 같아 .
i think i've done well .	내 생각엔 내가 잘한 것 같아 .
i think tom got scared .	내 생각엔 톰이 겁을 먹은 것 같아 .
i think tom has a plan .	내 생각엔 톰에게 계획이 있는 것 같아 .
i think tom is amusing .	내 생각엔 톰이 재미있을 것 같아 .
i think tom is in love .	내 생각엔 톰이 사랑에 빠진 것 같아 .
i think tom is nervous .	내 생각엔 톰이 긴장한 것 같아 .
i think tom is selfish .	내 생각엔 톰이 이기적인 것 같아 .
i think tom is serious .	내 생각엔 톰이 진지한 것 같아 .
i think tom is unlucky .	내 생각엔 톰이 운이 좋지 않은 것 같아 .
i think tom loves mary .	내 생각엔 톰이 메리를 사랑하는 것 같아 .
i think tom slept here .	내 생각엔 톰이 여기서 잤던 것 같아 .
i think tom wants more .	내 생각엔 톰이 더 원하는 것 같아 .
i think tom will be ok .	내 생각엔 톰은 괜찮을 것 같아 .
i think about it often .	나는 그것에 대해 자주 생각한다 .
i think he is a doctor .	내 생각엔 그 사람이 의사인 것 같아 .
i think he's competent .	내 생각엔 그 사람이 유능하다고 생각해 .
i think he's too young .	내 생각엔 그 사람이 너무 어린 것 같아 .
i think it makes sense .	내 생각엔 그게 말이 되는 것 같아 .
i think it's dangerous .	내 생각엔 그건 위험한 것 같아 .
i think it's too risky .	내 생각엔 그건 너무 위험해 .
i think it's very nice .	내 생각엔 아주 좋은 것 같아 .
i think it's wonderful .	나는 그것이 훌륭하다고 생각한다 .
i think she'll succeed .	내 생각엔 그 사람이 성공할 것 같아 .
i think she's innocent .	내 생각엔 그 사람은 결백한 것 같아 .
i think that went well .	내 생각엔 그게 잘 된 것 같아 .
i think that's correct .	내 생각엔 그게 맞는 것 같아 .
i think this will work .	내 생각엔 이게 효과가 있을 것 같아 .
i think we can do that .	내 생각엔 우리가 그렇게 할 수 있을 것 같아 .
i think we should quit .	내 생각엔 우리 그만둬야 할 것 같아 .
i think we should talk .	내 생각엔 우리 얘기 좀 해야 할 것 같아 .
i think we should wait .	내 생각엔 우리 좀 기다려야 할 것 같아 .
i think we're too late .	내 생각엔 우리가 너무 늦은 것 같아 .
i think you lied to me .	내 생각엔 당신이 나한테 거짓말을 한 것 같아요 .
i think you look great .	내 생각엔 당신이 정말 멋져 보이는 것 같아요 .
i think you were right .	내 생각엔 당신 말이 옳았다고 생각해요 .
i think you'll find it .	내 생각엔 당신이 그것을 찾을 것 같아요 .
i think you're jealous .	내 생각엔 당신이 질투하는 것 같아요 .
i thought i got it all .	난 다 얻은 줄 알았는데 .
i thought i'd lost you .	난 당신을 잃었다고 생각했어요 .
i thought tom was sick .	내 생각엔 톰이 아픈 줄 알았어 .
i thought he was there .	난 그 사람이 거기 있는 줄 알았는데 .
i thought it was funny .	나는 그것이 재미있다고 생각했다 .
i thought she was cute .	나는 그녀가 귀엽다고 생각했다 .
i thought she was sick .	내 생각엔 그 사람이 아픈 줄 알았어 .
i thought you hated me .	나는 당신이 나를 싫어한다고 생각했습니다 .
i thought you liked me .	나는 당신이 나를 좋아한다고 생각했습니다 .
i told tom i loved him .	나는 톰에게 그를 사랑한다고 말했다 .
i told tom not to come .	내가 톰에게 오지 말라고 했어 .
i told him to be quiet .	나는 그에게 조용히 하라고 말했다 .
i told them everything .	나는 그들에게 모든 것을 말했다 .
i took a trip to tokyo .	나는 도쿄로 여행을 갔다 .
i tried to act natural .	나는 자연스럽게 행동하려고 노력했다 .
i tried to protect you .	나는 당신을 보호하려고 노력했습니다 .
i tripped over a stone .	나는 돌에 걸려 넘어졌다 .
i trust tom's judgment .	나는 톰의 판단을 믿는다 .
i trust him completely .	나는 그를 완전히 신뢰합니다 .
i try to be aggressive .	나는 공격적으로 행동하려고 노력합니다 .
i try to do what i can .	나는 내가 할 수 있는 일을 하려고 노력한다 .
i turned off the light .	나는 불을 껐다 .
i turned off the radio .	나는 라디오를 껐다 .
i turned on the lights .	나는 불을 켰다 .
i understand perfectly .	나는 완벽하게 이해합니다 .
i understand the risks .	나는 위험을 이해합니다 .
i use google every day .	나는 매일 구글을 사용한다 .
i used to keep a diary .	나는 일기를 쓰곤 했어요 .
i used to wear glasses .	나는 안경을 썼어요 .
i usually wake up at 6 .	나는 보통 6시에 일어난다 .
i value our friendship .	나는 우리의 우정을 소중히 여깁니다 .
i value their opinions .	나는 그들의 의견을 소중히 여깁니다 .
i wake up at 7 o'clock .	나는 7시에 일어난다 .
i want a piece of cake .	나는 케이크 한 조각을 원해요 .
i want a quart of milk .	나는 우유 1쿼트를 원해요 .
i want a status report .	나는 상태 보고서를 원해요 .
i want a word with you .	나는 당신과 한마디 하고 싶습니다 .
i want my bicycle back .	내 자전거를 돌려받고 싶어요 .
i want something sweet .	나는 뭔가 달콤한 것을 원해요 .
i want this one myself .	나도 이걸 원해 .
i want this to be over .	난 이게 끝났으면 좋겠어 .
i want to be a teacher .	나는 선생님이 되고 싶어 .
i want to be an artist .	나는 예술가가 되고 싶다 .
i want to buy them all .	다 사고 싶어요 .
i want to check it out .	나는 그것을 확인하고 싶다 .
i want to cheer you up .	나는 당신을 응원하고 싶습니다 .
i want to cook for you .	나는 당신을 위해 요리하고 싶습니다 .
i want to do it myself .	나는 그것을 스스로 하고 싶다 .
i want to go back home .	나는 집으로 돌아가고 싶다 .
i want to go into town .	나는 시내로 가고 싶다 .
i want to go right now .	나는 지금 당장 가고 싶다 .
i want to go to boston .	나는 보스턴에 가고 싶다 .
i want to go to sweden .	스웨덴에 가고 싶어요 .
i want to hear who won .	누가 이겼는지 듣고 싶어요 .
i want to learn french .	나는 프랑스어를 배우고 싶어요 .
i want to learn hebrew .	나는 히브리어를 배우고 싶어요 .
i want to learn korean .	나는 한국어를 배우고 싶어요 .
i want to learn karate .	나는 가라테를 배우고 싶다 .
i want to leave school .	나는 학교를 그만두고 싶다 .
i want to live forever .	나는 영원히 살고 싶다 .
i want to ride a horse .	나는 말을 타고 싶어요 .
i want to stay outside .	나는 밖에 머물고 싶어 .
i want to study french .	나는 프랑스어를 공부하고 싶어요 .
i want to study german .	나는 독일어를 공부하고 싶어요 .
i want to study abroad .	나는 해외에서 공부하고 싶다 .
i want to surprise him .	나는 그를 놀라게 하고 싶다 .
i want to teach french .	나는 프랑스어를 가르치고 싶어요 .
i want to write a book .	나는 책을 쓰고 싶다 .
i want to write to tom .	톰에게 편지를 쓰고 싶어요 .
i want you out of here .	난 당신이 여기서 나가길 원해요 .
i want you to be quiet .	조용히 해주세요 .
i want you to find out .	나는 당신이 알아내길 바랍니다 .
i want you to see this .	나는 당신이 이것을 보길 바랍니다 .
i wanted to rent a bus .	버스를 빌리고 싶었어요 .
i was able to help her .	나는 그녀를 도울 수 있었다 .
i was absolutely right .	나는 절대적으로 옳았다 .
i was bored , so i left .	심심해서 떠났어요 .
i was born prematurely .	나는 조산했다 .
i was following orders .	나는 명령을 따르고 있었습니다 .
i was forced to resign .	나는 사임할 수밖에 없었다 .
i was happy to see him .	나는 그를 만나서 기뻤습니다 .
i was having a bad day .	나는 나쁜 하루를 보내고 있었다 .
i was hungry and angry .	나는 배고프고 화가 났다 .
i was in the mountains .	나는 산에 있었다 .
i was incredibly bored .	나는 엄청나게 지루했다 .
i was invited to lunch .	나는 점심에 초대받았다 .
i was just making sure .	난 그냥 확인하고 있었어 .
i was lying on my back .	나는 등을 대고 누워 있었다 .
i was no match for him .	나는 그와 어울리지 않았습니다 .
i was not feeling well .	기분이 좋지 않았어요 .
i was really emotional .	나는 정말 감정적이었습니다 .
i was really surprised .	정말 놀랐어요 .
i was really very busy .	나는 정말로 매우 바빴다 .
i was right behind tom .	내가 톰 바로 뒤에 있었어 .
i was right behind you .	내가 바로 당신 뒤에 있었어요 .
i was terribly worried .	나는 몹시 걱정했다 .
i was the last in line .	나는 줄의 마지막이었다 .
i was the last to know .	내가 마지막으로 알았어 .
i was there a year ago .	나는 1년 전에 거기에 있었다 .
i was there last night .	나 어젯밤에 거기 있었어 .
i was there three days .	나는 거기에 3일 동안 있었다 .
i was thrown off guard .	나는 방심했다 .
i was told to be quiet .	나한테는 조용히 하라고 했어요 .
i was totally isolated .	나는 완전히 고립되어 있었어요 .
i was very tired today .	오늘은 매우 피곤했어요 .
i was very , very lucky .	난 아주 아주 운이 좋았어 .
i was watching tv then .	그때 나는 TV를 보고 있었어요 .
i was worried to death .	나는 죽을만큼 걱정했다 .
i was wrong about that .	나는 그것에 대해 틀렸다 .
i was young and stupid .	나는 어리고 멍청했다 .
i wash clothes by hand .	나는 손으로 옷을 세탁한다 .
i wasn't aware of that .	나는 그것을 몰랐다 .
i wasn't fired . i quit .	나는 해고되지 않았습니다. 나는 그만두었다 .
i wasn't hungry anyway .	어쨌든 난 배가 고프지 않았어 .
