go .	가다 .
you're the teacher .	당신은 선생님이에요 .
you're touching me .	당신이 나를 만지고 있어요 .
you're trustworthy .	당신은 믿을 만한 사람이에요 .
you're turning red .	너 빨개지고 있어 .
you're unambitious .	당신은 야망이 없습니다 .
you're very astute .	당신은 매우 기민해요 .
you're very clever .	당신은 매우 영리해요 .
you're very direct .	당신은 매우 직접적입니다 .
you're very lonely .	당신은 매우 외로워요 .
you're very pretty .	당신은 정말 예뻐요 .
you're wrong again .	당신이 또 틀렸어요 .
you've been warned .	당신은 경고를 받았습니다 .
you've betrayed us .	당신은 우리를 배신했습니다 .
you've done enough .	당신은 할 만큼 했습니다 .
you've got a fever .	당신은 열이 있어요 .
you've got nothing .	당신은 아무것도 가지고 있지 않습니다 .
you've got to hide .	당신은 숨어야합니다 .
you've got to move .	움직여야 해 .
you've got to wait .	기다려야 해 .
you've said enough .	당신은 충분히 말했다 .
you've seen enough .	당신은 충분히 보았습니다 .
you've worked hard .	당신은 열심히 일했습니다 .
your bath is ready .	목욕이 준비되었습니다 .
your car's on fire .	당신 차에 불이 났어요 .
your face is dirty .	얼굴이 더러워요 .
your lips are blue .	네 입술은 파랗다 .
your place or mine ?	당신 집 아니면 내 집 ?
your room is ready .	네 방은 준비됐어 .
"trust me ," he said .	"나를 믿으세요"라고 그는 말했다 .
a dog has four legs .	개는 다리가 네 개 있어요 .
a nap would be good .	낮잠 자는 게 좋을 것 같아요 .
a noise woke her up .	소음이 그녀를 깨웠다 .
a nurse wears white .	간호사는 흰색 옷을 입는다 .
a rose smells sweet .	장미는 달콤한 냄새가 난다 .
a storm is imminent .	폭풍이 임박했습니다 .
a truck hit the dog .	트럭이 개를 쳤습니다 .
a whale is a mammal .	고래는 포유동물이다 .
acid acts on metals .	산은 금속에 작용합니다 .
advice is like salt .	조언은 소금과 같다 .
all i have is books .	내가 가진 건 책뿐이에요 .
all i want is money .	내가 원하는 건 돈뿐이에요 .
all is well with me .	나는 모두 잘 지내요 .
all of us are happy .	우리 모두는 행복합니다 .
all sales are final .	모든 판매는 최종적입니다 .
all share the blame .	모두가 책임을 공유합니다 .
all you do is party .	당신이하는 일은 파티뿐입니다 .
allow me to explain .	내가 설명할 수 있게 해주세요 .
am i disturbing you ?	내가 당신을 방해하고 있나요 ?
am i going too fast ?	내가 너무 빨리 가는 걸까 ?
america is very big .	미국은 매우 크다 .
answer me right now .	지금 당장 대답해 주세요 .
answer the question .	질문에 대답하십시오 .
anybody can do that .	누구든지 그렇게 할 수 있습니다 .
anybody can read it .	누구든지 읽을 수 있습니다 .
anybody want a beer ?	맥주 마실 사람 있어 ?
anybody want a lift ?	엘리베이터 타고 싶은 사람 있어 ?
anything can happen .	무슨 일이든 일어날 수 있습니다 .
are seats available ?	좌석이 있나요 ?
are there any risks ?	위험이 있나요 ?
are there survivors ?	생존자가 있나요 ?
are they all strong ?	다들 강해요 ?
are we just friends ?	우리 그냥 친구야 ?
are we leaving soon ?	우리 곧 떠날 거야 ?
are you a policeman ?	당신은 경찰입니까 ?
are you almost here ?	거의 다 왔어 ?
are you avoiding me ?	나를 피하는 거야 ?
are you by yourself ?	너 혼자야 ?
are you comfortable ?	당신은 편해요 ?
are you coming down ?	내려오나요 ?
are you enjoying it ?	즐기고 있어 ?
are you even trying ?	너도 노력하고 있어 ?
are you hungry , too ?	너도 배고프니 ?
are you kids hungry ?	애들 배고프니 ?
are you leaving now ?	지금 떠나는 거야 ?
are you lying to me ?	너 나한테 거짓말하는 거야 ?
are you on facebook ?	너는 페이스북을 하고 있니 ?
are you on the list ?	당신은 목록에 있습니까 ?
are you people lost ?	당신들은 길을 잃었나요 ?
are you proud of me ?	너는 내가 자랑스러워 ?
are you ready to go ?	갈 준비됐어 ?
are you really sick ?	너 정말 아프니 ?
are you resourceful ?	당신은 수완이 있습니까 ?
are you settling in ?	당신은 정착하고 있습니까 ?
are you still awake ?	아직도 깨어있니 ?
are you still happy ?	아직도 행복해요 ?
are you still there ?	아직도 거기 있어 ?
are you that stupid ?	너 그렇게 멍청하니 ?
are you the manager ?	당신이 매니저야 ?
are you the prophet ?	당신은 선지자입니까 ?
aren't you a banker ?	당신은 은행원이 아니신가요 ?
ask tom to be quiet .	톰에게 조용히 해달라고 부탁해요 .
ask tom to help you .	톰에게 도와달라고 부탁해 .
baby ducks are cute .	아기 오리는 귀여워요 .
bad habits die hard .	나쁜 습관은 죽기 어렵습니다 .
be polite , but firm .	정중하면서도 단호하게 행동하십시오 .
be quiet and listen .	조용히 하고 들어라 .
best of luck to you .	행운을 빕니다 .
beware of jellyfish .	해파리를 조심하세요 .
black absorbs light .	검정색은 빛을 흡수합니다 .
breakfast is served .	아침 식사가 제공됩니다 .
bring me my glasses .	내 안경을 가져오세요 .
bring me some water .	물 좀 가져와 .
bunnies are so cute .	토끼는 너무 귀여워요 .
but i wasn't afraid .	하지만 난 두렵지 않았어요 .
button your coat up .	코트 단추를 채우세요 .
call if you need me .	내가 필요하면 전화해 .
can i call you back ?	다시 전화해도 될까요 ?
can i do this later ?	나중에 해도 돼 ?
can i eat this cake ?	나 이 케이크 먹어도 돼 ?
can i go to bed now ?	나 이제 자러 가도 돼 ?
can i have a coffee ?	커피 한잔 해도 될까요 ?
can i have a second ?	잠깐 시간 좀 가질 수 있을까요 ?
can i have some tea ?	차 좀 마실 수 있나요 ?
can i pay on credit ?	신용으로 결제할 수 있나요 ?
can i see you again ?	다시 만날 수 있나요 ?
can i take a shower ?	나 샤워해도 돼 ?
can i talk with you ?	너랑 얘기 좀 할 수 있을까 ?
can i use this bike ?	나 이 자전거 써도 돼 ?
can he speak french ?	그는 프랑스어를 할 수 있나요 ?
can we believe that ?	우리는 그것을 믿을 수 있습니까 ?
can we change rooms ?	방을 바꿀 수 있나요 ?
can we do that here ?	여기서 할 수 있나요 ?
can we just drop it ?	그냥 버리면 안 될까 ?
can we just go home ?	우리 그냥 집에 갈 수 있을까 ?
can we recycle this ?	우리 이거 재활용할 수 있어 ?
can we speak french ?	우리 프랑스어 할 수 있어요 ?
can you answer this ?	이것에 대답할 수 있나요 ?
can you describe it ?	그것을 설명할 수 있나요 ?
can you drive a car ?	당신은 차를 운전할 수 있나요 ?
can you read arabic ?	아랍어를 읽을 수 있나요 ?
can you read french ?	프랑스어를 읽을 수 있나요 ?
can you really swim ?	너 정말 수영할 수 있니 ?
can you repair this ?	이거 고칠 수 있어 ?
can you tell me how ?	어떻게 하는지 알려줄 수 있어 ?
can you verify that ?	그걸 확인할 수 있나요 ?
catch me if you can .	가능하다면 나를 잡아주세요 .
change is important .	변화가 중요합니다 .
change your clothes .	옷을 갈아입으세요 .
chew your food well .	음식을 잘 씹으세요 .
chivalry isn't dead .	기사도는 죽지 않았습니다 .
christmas drew near .	크리스마스가 가까워졌다 .
christmas is coming .	크리스마스가 다가오고 있습니다 .
clear off the table .	테이블을 치우세요 .
come again tomorrow .	내일 또 오세요 .
come here right now .	지금 당장 여기로 오세요 .
come meet everybody .	다들 만나러 오세요 .
come on , talk to me .	어서, 나한테 얘기 좀 해봐 .
contact me tomorrow .	내일 저에게 연락주세요 .
cookie needs a walk .	쿠키는 산책이 필요합니다 .
could you sign here ?	여기에 서명해주시겠어요 ?
crime is increasing .	범죄가 증가하고 있습니다 .
cyprus is an island .	키프로스는 섬이다 .
day will break soon .	곧 날이 밝아올 것입니다 .
death is inevitable .	죽음은 불가피하다 .
did i embarrass you ?	내가 당신을 당황하게 만들었나요 ?
did i forget anyone ?	내가 누구 잊었나요 ?
did i have a choice ?	나에게 선택권이 있었나요 ?
did i just say that ?	내가 방금 그렇게 말했나 ?
did i lock the door ?	내가 문을 잠갔나 ?
did i make the team ?	내가 팀을 만들었나요 ?
did i mess up again ?	내가 또 망쳤어 ?
did i miss anything ?	내가 놓친 게 있었나요 ?
did i miss the turn ?	내가 차례를 놓쳤나 ?
did i pass the test ?	내가 시험에 합격했나요 ?
did i show you this ?	내가 너한테 이걸 보여줬지 ?
did i tell you that ?	내가 너한테 그런 말을 했었지 ?
did i touch a nerve ?	내가 신경 건드렸나 ?
did i wake you guys ?	내가 너희들을 깨웠니 ?
did i win something ?	내가 뭔가 이겼나요 ?
did tom like boston ?	톰은 보스턴을 좋아했나요 ?
did anybody see you ?	누구 봤어요 ?
did you ask tom why ?	톰에게 왜 그러냐고 물어봤어 ?
did you buy flowers ?	꽃 샀어 ?
did you do all this ?	이걸 다 했어 ?
did you get my gift ?	내 선물 받았어 ?
did you give him up ?	너 그 사람 포기했어 ?
did you hear it too ?	너도 들었어 ?
did you hug anybody ?	누구라도 안아줬어 ?
did you leave a tip ?	팁을 남겼나요 ?
did you like boston ?	보스턴 좋아했어 ?
did you lose weight ?	살이 빠졌나요 ?
did you read it all ?	다 읽었어 ?
did you see anybody ?	누구 본 적 있어 ?
did you take a bath ?	목욕했어요 ?
disconnect the plug .	플러그를 뽑으세요 .
do i curse too much ?	내가 너무 욕하는 걸까 ?
do i detect sarcasm ?	내가 풍자를 감지하나요 ?
do exactly as i say .	내가 말하는 대로 하세요 .
do we have a choice ?	우리에게 선택권이 있나요 ?
do we need a plan b ?	플랜 B가 필요한가요 ?
do you drink coffee ?	커피를 마시나요 ?
do you enjoy losing ?	당신은 지는 것을 좋아합니까 ?
do you feel it , too ?	너도 그걸 느끼니 ?
do you go out a lot ?	너 밖에 많이 나가니 ?
do you go to church ?	당신은 교회에 가나요 ?
do you have a fever ?	열이 나나요 ?
do you have a hobby ?	취미가 있나요 ?
do you have a house ?	집이 있나요 ?
do you have a knife ?	칼 있어요 ?
do you have a match ?	일치하는 것이 있나요 ?
do you have a phone ?	당신은 전화를 가지고 있나요 ?
do you have any cds ?	CD 있어요 ?
do you have my book ?	내 책 있어요 ?
do you have to stay ?	계속 머물러야 해 ?
do you know my name ?	내 이름 알아 ?
do you know my wife ?	내 아내를 아시나요 ?
do you know the way ?	길을 아시나요 ?
do you like english ?	당신은 영어를 좋아합니까 ?
do you like bananas ?	바나나 좋아해요 ?
do you like bowling ?	볼링 좋아해요 ?
do you like cooking ?	당신은 요리를 좋아하나요 ?
do you like dancing ?	당신은 춤추는 것을 좋아합니까 ?
do you like fishing ?	당신은 낚시를 좋아하나요 ?
do you like it then ?	그러면 마음에 드나요 ?
do you like me , too ?	너도 내가 좋아 ?
do you like oysters ?	굴 좋아해요 ?
do you like singing ?	노래하는 걸 좋아해요 ?
do you like to sing ?	노래하는 걸 좋아해요 ?
do you like waffles ?	와플 좋아해 ?
do you like waffles ?	와플 좋아해요 ?
do you like writing ?	당신은 글쓰기를 좋아합니까 ?
do you mind if i go ?	내가 가도 괜찮아 ?
do you need a spoon ?	숟가락 필요해요 ?
do you need the key ?	열쇠가 필요해요 ?
do you own research .	당신은 자신의 연구를합니까 ?
do you realize that ?	당신은 그것을 알고 있습니까 ?
do you see anything ?	뭔가 보이나요 ?
do you share a room ?	방을 같이 쓰나요 ?
do you smoke cigars ?	시가를 피우나요 ?
do you speak french ?	프랑스어를 할 수 있나요 ?
do you study french ?	프랑스어를 공부해요 ?
do you take plastic ?	플라스틱을 가져가나요 ?
do you travel a lot ?	여행을 많이 하시나요 ?
do you travel often ?	여행을 자주 가시나요 ?
do you trust anyone ?	당신은 누구를 믿나요 ?
do you want a salad ?	샐러드 먹을래 ?
do you want dessert ?	디저트 먹을래 ?
do you want popcorn ?	팝콘 먹을래 ?
do you want to pray ?	기도하고 싶나요 ?
do you want to stay ?	머물고 싶니 ?
do you want to stop ?	그만하고 싶니 ?
do you want to talk ?	얘기하고 싶니 ?
do you wear glasses ?	안경을 쓰나요 ?
does tom have a job ?	톰은 직업이 있나요 ?
does it even matter ?	그게 상관있나요 ?
does she play piano ?	그녀는 피아노를 연주하니 ?
does that seem wise ?	그게 현명한 것 같나요 ?
does your head hurt ?	머리 아파 ?
does your wife know ?	당신 아내는 알고 있나요 ?
doesn't anyone care ?	아무도 신경 안 써 ?
don't act like that .	그런 식으로 행동하지 마세요 .
don't act surprised .	놀란 척하지 마세요 .
don't ask for money .	돈을 요구하지 마십시오 .
don't be a stranger .	낯선 사람처럼 굴지 마세요 .
don't be disgusting .	역겹게 굴지 마 .
don't be ridiculous !	말도 안되는 소리 하지마 !
don't be ridiculous .	말도 안 되는 소리 하지 마 .
don't burn yourself .	화상을 입지 마십시오 .
don't climb on this !	이것에 올라가지 마세요 !
don't count on them .	그들을 믿지 마십시오 .
don't cut that wire .	그 전선을 자르지 마세요 .
don't do that to me .	나한테 그러지 마 .
don't drop that cup .	그 컵을 떨어뜨리지 마세요 .
don't drop the soap .	비누를 떨어뜨리지 마세요 .
don't get any ideas .	아무 아이디어도 얻지 마세요 .
don't go in my room .	내 방에 들어가지 마세요 .
don't leave it open .	열어 두지 마십시오 .
don't leave me here .	나를 여기에 남겨두지 마세요 .
don't listen to her .	그녀의 말을 듣지 마세요 .
don't make it worse .	상황을 악화시키지 마십시오 .
don't make me angry .	나를 화나게 하지 마세요 .
don't make me blush .	나를 부끄럽게 만들지 마세요 .
don't make me do it .	내가 그렇게 하도록 만들지 마세요 .
don't make me laugh !	나를 웃게 만들지 마세요 !
don't make me laugh .	나를 웃게 만들지 마세요 .
don't make me leave .	나를 떠나게 만들지 마세요 .
don't obey that man .	그 사람 말을 따르지 마세요 .
don't open the door .	문을 열지 마세요 .
don't open this box .	이 상자를 열지 마세요 .
don't phone her now .	지금은 그녀에게 전화하지 마세요 .
don't read my diary .	내 일기를 읽지 마세요 .
don't rock the boat .	보트를 흔들지 마십시오 .
don't say that word .	그 말은 하지 마세요 .
don't scribble here .	여기에 낙서하지 마세요 .
don't slam the door .	문을 쾅 닫지 마세요 .
don't speak so fast .	너무 빨리 말하지 마세요 .
don't stand near me .	내 근처에 서지 마세요 .
don't take the bait .	미끼를 물지 마십시오 .
don't talk about me .	나에 대해 얘기하지 마세요 .
don't talk nonsense !	말도 안되는 소리 하지마 !
don't talk nonsense .	말도 안되는 소리 하지 마세요 .
don't tell your dad .	아버지한테는 말하지 마세요 .
don't trust anybody .	누구도 믿지 마세요 .
don't use that word .	그 단어를 사용하지 마십시오 .
don't wait too long .	너무 오래 기다리지 마십시오 .
don't work too hard !	너무 열심히 일하지 마세요 !
don't you all agree ?	다들 동의하지 않나요 ?
don't you feel cold ?	춥지 않아 ?
don't you like fish ?	너는 생선을 좋아하지 않니 ?
draw a small circle .	작은 원을 그립니다 .
eat more vegetables .	야채를 더 많이 먹어라 .
eat your vegetables .	야채를 먹어라 .
enjoy your holidays .	휴일을 즐기십시오 .
enjoy your vacation .	휴가를 즐기세요 .
every minute counts .	매 순간이 중요합니다 .
every seat was full .	모든 좌석이 꽉 찼습니다 .
everybody applauded .	모두가 박수를 쳤다 .
everybody does that .	다들 그렇게 해요 .
everybody hates tom .	다들 톰을 싫어해요 .
everybody hates you .	다들 당신을 싫어해요 .
everybody liked tom .	다들 톰을 좋아했어요 .
everybody likes tom .	다들 톰을 좋아해요 .
everybody likes her .	모두가 그녀를 좋아해요 .
everybody likes him .	모두가 그를 좋아해요 .
everybody likes you .	모두가 당신을 좋아해요 .
everybody loved tom .	모두가 톰을 사랑했어요 .
everybody loves her .	모두가 그녀를 사랑해요 .
everybody loves him .	모두가 그를 사랑해요 .
everybody needs one .	모두가 하나 필요합니다 .
everybody's so busy .	다들 너무 바빠요 .
everyone has faults .	모든 사람에게는 결점이 있습니다 .
everyone is special .	모두가 특별해요 .
everyone kept quiet .	다들 조용히 지냈어요 .
everyone knows that .	모두가 그것을 알고 있습니다 .
everyone likes them .	모두가 좋아해요 .
everyone wants that .	모두가 그것을 원해요 .
everyone was asleep .	모두들 자고 있었어요 .
everyone was hungry .	모두가 배가 고팠습니다 .
everyone was killed .	모두가 죽었습니다 .
everyone's a winner .	모두가 승자입니다 .
everyone's laughing .	모두가 웃고 있어요 .
everyone's relieved .	다들 안심했어요 .
everyone's standing .	모두들 서 있어요 .
everyone's watching .	모두가 보고 있어요 .
everyone , follow me .	여러분 , 나를 따라오세요 .
everything is great .	모든 것이 훌륭합니다 .
everything is quiet .	모든 것이 조용해요 .
everything is ready .	모든 것이 준비되었습니다 .
everything is tough .	모든 것이 힘들다 .
everything's ok now .	이제 다 괜찮아요 .
evil sometimes wins .	악은 때때로 승리합니다 .
excuse me , i'm lost .	실례합니다. 길을 잃었어요 .
family is important .	가족은 중요합니다 .
few people think so .	그렇게 생각하는 사람은 거의 없습니다 .
fish is cheap today .	오늘 생선이 싸네요 .
forget your sorrows .	슬픔을 잊어라 .
freedom is not free .	자유는 공짜가 아니다 .
gambling is a curse .	도박은 저주입니다 .
gambling is illegal .	도박은 불법입니다 .
get tom to help you .	톰에게 도움을 요청하세요 .
get away from there .	거기에서 떠나세요 .
get back in the van .	밴으로 돌아가세요 .
get down from there .	거기에서 내려라 .
get dressed quickly .	빨리 옷을 입으세요 .
get me the evidence .	증거를 가져오세요 .
get out of here now !	지금 당장 여기서 나가세요 !
get out of my chair .	내 의자에서 일어나요 .
get out of my house .	내 집에서 나가 .
get out of my sight .	내 눈에서 사라져라 .
get out of this car .	이 차에서 내리세요 .
get your clothes on .	옷을 입으세요 .
give tom some water .	톰에게 물 좀 주세요 .
give grandma a kiss .	할머니에게 뽀뽀해 주세요 .
give me a toothpick .	이쑤시개 좀 주세요 .
give me back my bag .	내 가방 돌려줘 .
give me back my hat .	내 모자 돌려줘 .
give me back my pen .	내 펜 돌려줘 .
give me my pen back .	내 펜 돌려줘
give me that samosa .	그 사모사 주세요 .
give me two minutes .	2분만 시간을 주세요 .
give the keys to me .	나에게 열쇠를 줘 .
give us the details .	우리에게 세부 사항을 알려주십시오 .
glass breaks easily .	유리는 쉽게 깨집니다 .
go and wake mary up .	가서 메리를 깨워라 .
go brush your teeth .	가서 양치를 해라 .
go jump in the lake .	가서 호수에 뛰어들어라 .
go to your room now !	지금 네 방으로 가 !
good luck with that .	행운을 빕니다 .
grief drove her mad .	슬픔이 그녀를 미치게 만들었다 .
hand in your papers .	서류를 제출하세요 .
has tom calmed down ?	톰은 진정됐나요 ?
has tom noticed yet ?	톰은 아직 눈치채지 못했나요 ?
has anyone seen tom ?	톰 본 사람 있어 ?
has he failed again ?	그 사람 또 실패했나요 ?
has he gone already ?	그 사람 벌써 갔나요 ?
have i lost my mind ?	내가 정신을 잃었나 ?
have a beer with me .	나랑 맥주 한잔 해요 .
have a good weekend !	좋은 주말 보내세요 !
have a good weekend .	좋은 주말 보내세요 .
have a nice holiday .	즐거운 휴가 보내세요 .
have a nice weekend !	좋은 주말 보내세요 !
have a nice weekend .	좋은 주말 보내세요 .
have a piece of pie .	파이 한 조각 먹어라 .
have a safe journey .	안전한 여행 되세요 .
have they responded ?	그 사람들이 응답했나요 ?
have you got it yet ?	아직 안 받았어 ?
have you had dinner ?	저녁 먹었어 ?
have you tried this ?	이거 해봤어 ?
he abused our trust .	그는 우리의 신뢰를 남용했습니다 .
he accepted my idea .	그는 내 생각을 받아들였다 .
he accepted the job .	그는 그 일을 받아들였다 .
he adopted her idea .	그는 그녀의 생각을 채택했습니다 .
he asked for a beer .	그는 맥주를 달라고 했다 .
he averted his gaze .	그는 시선을 피했다 .
he became a pianist .	그는 피아니스트가 되었습니다 .
he became irritated .	그는 짜증이 났다 .
he boarded the ship .	그는 배에 탔다 .
he bought a new car .	그는 새 차를 샀다 .
he bought her a dog .	그는 그녀에게 개를 사주었다 .
he bragged about it .	그는 그것에 대해 자랑했다 .
he burst into tears .	그는 눈물을 흘렸다 .
he called me a taxi .	그는 나에게 택시를 불렀다 .
he came home at ten .	그는 10시에 집에 돌아왔다 .
he came to my house .	그 사람이 우리 집에 왔어 .
he can be relied on .	그는 의지할 수 있다 .
he can hardly speak .	그는 거의 말을 할 수 없습니다 .
he can help you out .	그 사람이 당신을 도와줄 수 있어요 .
he can play a flute .	그는 플루트를 연주할 수 있어요 .
he can't be trusted .	그는 믿을 수 없습니다 .
he cannot sing well .	그 사람은 노래를 잘 못해요 .
he caught a big one .	그는 큰 것을 잡았습니다 .
he changed his mind .	그는 마음을 바꾸었다 .
he chased the thief .	그는 도둑을 쫓았습니다 .
he comes from genoa .	그는 제노바 출신이다 .
he commited suicide .	그는 자살했습니다 .
he cooked me dinner .	그는 나에게 저녁을 요리해주었다 .
he cured my illness .	그는 내 병을 고쳐 주었습니다 .
he denied that fact .	그는 그 사실을 부인했다 .
he denied the rumor .	그는 소문을 부인했다 .
he did it willingly .	그는 기꺼이 그 일을 했습니다 .
he did the opposite .	그는 그 반대를 했다 .
he didn't know that .	그는 그것을 몰랐다 .
he died a sad death .	그는 슬픈 죽음을 맞이했습니다 .
he does not like us .	그 사람은 우리를 좋아하지 않아요 .
he doesn't know yet .	그는 아직 모른다 .
he drinks to excess .	그는 술을 너무 많이 마신다 .
he drives a ferrari .	그는 페라리를 운전한다 .
he drives very fast .	그는 아주 빨리 운전해요 .
he dropped in on me .	그는 나에게 들렀다 .
he entered his room .	그는 그의 방에 들어갔다 .
he entered the army .	그는 군대에 입대했다 .
he entered the room .	그는 방에 들어갔다 .
he feels very happy .	그는 매우 행복하다고 느낍니다 .
he felt ill at ease .	그는 마음이 편치 않았다 .
he felt very lonely .	그는 매우 외로움을 느꼈습니다 .
he flew into a rage .	그는 분노에 빠졌다 .
he found his master .	그는 그의 주인을 찾았습니다 .
he found my bicycle .	그 사람이 내 자전거를 찾았어요 .
he gave a deep sigh .	그는 깊은 한숨을 쉬었다 .
he gave me an apple .	그는 나에게 사과를 주었다 .
he gave me his word .	그는 나에게 약속을 했습니다 .
he got on the train .	그는 기차를 탔어요 .
he greeted the lady .	그는 그 부인에게 인사했다 .
he grows a mustache .	그는 콧수염을 기른다 .
he had already gone .	그는 이미 갔습니다 .
he had fun with her .	그는 그녀와 즐거운 시간을 보냈습니다 .
he had his hair cut .	그는 머리를 잘랐어요 .
he had just arrived .	그는 방금 도착했어요 .
he had no objection .	그는 이의가 없었습니다 .
he had one daughter .	그에게는 딸이 하나 있었다 .
he has a funny name .	그 사람 이름이 재미있어요 .
he has a loud voice .	그는 목소리가 크다 .
he has a nose bleed .	그는 코피가 나요 .
he has a round face .	그 사람은 얼굴이 둥글어요 .
he has a square jaw .	그는 사각턱을 갖고 있어요 .
he has acted wisely .	그는 현명하게 행동했습니다 .
he has big problems .	그는 큰 문제가 있습니다 .
he has enough money .	그 사람은 돈이 충분해요 .
he has gone too far .	그는 너무 멀리 갔다 .
he has his own room .	그 사람은 자기 방이 있어요 .
he has left already .	그 사람은 이미 떠났어요 .
he has little money .	그 사람은 돈이 거의 없어요 .
he has many talents .	그는 많은 재능을 가지고 있습니다 .
he has mutton chops .	그 사람은 양고기 갈비를 갖고 있어요 .
he hates air travel .	그는 비행기 여행을 싫어한다 .
he held her tightly .	그는 그녀를 꽉 안았다 .
he himself tried it .	그 자신도 그것을 시도했다 .
he hoped to succeed .	그는 성공하기를 바랐다 .
he is a born artist .	그는 타고난 예술가입니다 .
he is a fast runner .	그는 빠른 주자입니다 .
he is a good doctor .	그는 좋은 의사예요 .
he is a good singer .	그는 좋은 가수입니다 .
he is a good writer .	그는 좋은 작가입니다 .
he is a hard worker .	그는 열심히 일하는 사람이에요 .
he is a jealous man .	그는 질투심이 많은 사람이에요 .
he is a lazy fellow .	그는 게으른 사람이에요 .
he is a learned man .	그는 배운 사람이다 .
he is a nice person .	그는 좋은 사람이에요 .
he is a rude person .	그 사람은 무례한 사람이에요 .
he is about my size .	그 사람은 내 사이즈 정도야 .
he is always joking .	그는 항상 농담을 해요 .
he is an honest man .	그는 정직한 사람이에요 .
he is apt to forget .	그는 잊어버리기 쉽다 .
he is at his office .	그는 사무실에 있어요 .
he is at home today .	그 사람 오늘 집에 있어요 .
he is at the office .	그는 사무실에 있어요 .
he is clever indeed .	그는 정말로 영리하다 .
he is far from rich .	그는 부자와는 거리가 멀다 .
he is good at rugby .	그 사람은 럭비를 잘해요 .
he is my old friend .	그 사람은 내 오랜 친구예요 .
he is not available .	그는 시간이 없습니다 .
he is not religious .	그는 종교적이지 않습니다 .
he is over 80 kilos .	그는 80킬로그램이 넘었어요 .
he is playing music .	그는 음악을 틀고 있어요 .
he is playing there .	그 사람은 거기서 놀고 있어요 .
he is probably dead .	그 사람은 아마 죽었을 거예요 .
he is ready to work .	그는 일할 준비가 되었습니다 .
he is taking a walk .	그는 산책을 하고 있어요 .
he is tall and lean .	그는 키가 크고 날씬해요 .
he is telling a lie .	그는 거짓말을 하고 있어요 .
he is too sensitive .	그 사람은 너무 예민해요 .
he is very handsome .	그는 매우 잘생겼어요 .
he is very sociable .	그는 매우 사교적이에요 .
he is very talented .	그는 매우 재능이 있습니다 .
he is washing a car .	그 사람이 세차를 하고 있어요 .
he is wearing a hat .	그는 모자를 쓰고 있어요 .
he jimmied the lock .	그는 자물쇠를 지미했다 .
he kept his promise .	그는 약속을 지켰다 .
he kissed her again .	그는 그녀에게 다시 키스했다 .
he knows everything .	그는 모든 것을 알고 있습니다 .
he knows how to bet .	그는 내기하는 방법을 알고 있습니다 .
he knows the secret .	그는 그 비밀을 알고 있습니다 .
he lacks confidence .	그 사람은 자신감이 부족해요 .
he lacks experience .	그 사람은 경험이 부족해요 .
he lacks motivation .	그는 동기가 부족합니다 .
he laid on his back .	그는 등을 대고 누웠다 .
he lays on his back .	그는 등을 대고 누워 있다 .
he left a while ago .	그 사람은 얼마 전에 떠났어요 .
he left immediately .	그는 즉시 떠났다 .
he left me the keys .	그는 나에게 열쇠를 남겼습니다 .
he likes adventures .	그는 모험을 좋아해요 .
he likes air travel .	그는 비행기 여행을 좋아해요 .
he lives by begging .	그는 구걸하며 산다 .
he lives by himself .	그는 혼자 산다 .
he lives in morocco .	그는 모로코에 산다 .
he lives in his car .	그는 그의 차에 산다 .
he lives off campus .	그는 캠퍼스 밖에서 살아요 .
he looked surprised .	그는 놀란 표정을 지었다 .
he looks like a bug .	그는 벌레처럼 보입니다 .
he looks suspicious .	그는 의심스러워 보인다 .
he made a wisecrack .	그는 재치 있는 말을 했다 .
he made no response .	그는 아무런 반응도 하지 않았다 .
he made up his mind .	그는 결심했다 .
he may have said so .	그 사람이 그렇게 말했을 수도 있어요 .
he may have seen it .	그 사람은 그것을 본 것 같아요 .
he may not be happy .	그 사람은 행복하지 않을 수도 있어요 .
he must be homesick .	그 사람은 향수병에 걸린 게 틀림없어요 .
he muttered a curse .	그는 욕을 중얼거렸다 .
he needed the money .	그에게는 돈이 필요했다 .
he never loses hope .	그는 결코 희망을 잃지 않습니다 .
he never tells lies .	그는 결코 거짓말을 하지 않습니다 .
he often comes late .	그는 종종 늦게 온다 .
he opened the cages .	그는 우리를 열었습니다 .
he parties too much .	그 사람은 파티를 너무 많이 해요 .
he pushed me gently .	그는 나를 부드럽게 밀었다 .
he raised his hands .	그는 손을 들었다 .
he ran out of money .	그는 돈이 떨어졌다 .
he reached his goal .	그는 목표에 도달했습니다 .
he really got to me .	그 사람이 정말 나한테 마음이 끌렸어요 .
he refused to do so .	그는 그렇게 하기를 거부했습니다 .
he retired at sixty .	그는 60세에 은퇴했다 .
he runs a shoe shop .	그는 신발 가게를 운영하고 있어요 .
he said he was poor .	그는 자신이 가난하다고 말했다 .
he saluted the lady .	그는 그 부인에게 경의를 표했다 .
he sat on the bench .	그는 벤치에 앉았다 .
he says it's urgent .	그는 긴급하다고 말합니다 .
he seemed to be ill .	그는 아픈 것 같았다 .
he seems to be rich .	그 사람은 부자인 것 같아요 .
he seems to be sick .	그 사람 아픈 것 같아요 .
he seems to know us .	그 사람은 우리를 아는 것 같아요 .
he set off to paris .	그는 파리로 출발했다 .
he shined his shoes .	그는 신발을 닦았습니다 .
he should have come .	그 사람이 왔어야 했어 .
he signed the check .	그는 수표에 서명했습니다 .
