go .	가다 .
what'll we do ?	우리는 무엇을 할 것인가 ?
what's inside ?	안에는 무엇이 있나요 ?
when was that ?	그게 언제였지 ?
where are you ?	어디세요 ?
where were we ?	우리는 어디에 있었나요 ?
which is mine ?	어느 것이 내 거야 ?
who hates you ?	누가 당신을 싫어해요 ?
who helps her ?	누가 그녀를 도와주나요 ?
who hired you ?	누가 당신을 고용했어요 ?
who is absent ?	결석한 사람은 누구입니까 ?
who is hungry ?	배고픈 사람은 누구입니까 ?
who said that ?	누가 그런 말을 했어 ?
who says that ?	누가 그런 말을 합니까 ?
who wants tea ?	누가 차 먹을래 ?
who washed it ?	누가 씻었어 ?
who won today ?	오늘은 누가 이겼나요 ?
who's at home ?	집에 누구 있어 ?
who's dieting ?	누가 다이어트 중이야 ?
who's driving ?	운전하는 사람은 누구야 ?
who's talking ?	누가 말하는거야 ?
who's winning ?	누가 이기고 있나요 ?
who's with me ?	나와 함께 있는 사람은 누구입니까 ?
whose is this ?	이건 누구야 ?
will she come ?	그 사람이 올까 ?
you all right ?	괜찮아 ?
you are crazy .	당신은 미쳤어요 .
you are drunk !	너 취했어 !
you are early .	당신은 일찍입니다 .
you are lying .	당신은 거짓말을하고 있습니다 .
you are wrong .	당신은 틀렸어 .
you can do it .	할 수 있어요 .
you have mail .	당신은 메일을 가지고 있습니다 .
you look busy .	너 바빠 보여요 .
you look fine .	당신은 괜찮아 보인다 .
you look pale .	창백해 보여요 .
you look sick .	너 아픈 것 같아 .
you must come .	당신은 와야합니다 .
you must rest .	쉬어야 해 .
you must stay .	당신은 머물러야합니다 .
you need this .	당신은 이것이 필요합니다 .
you needed me .	당신은 내가 필요했습니다 .
you seem busy .	당신은 바쁜 것 같아요 .
you should go .	너는 가야 해 .
you stay here .	너는 여기 있어라 .
you want this ?	너 이거 원해 ?
you were mine .	당신은 내 것이었어 .
you work hard .	당신은 열심히 일합니다 .
you'd love it .	당신은 그것을 좋아할 것입니다 .
you'll go far .	당신은 멀리 갈 것입니다 .
you're a doll !	너는 인형이야 !
you're a liar .	당신은 거짓말쟁이입니다 .
you're a nerd .	당신은 괴짜입니다 .
you're a slob .	너는 멍청이야 .
you're a snob .	당신은 속물이에요 .
you're a star .	당신은 스타입니다 .
you're biased .	당신은 편견이 있어요 .
you're boring .	너 지루해 .
you're bright .	당신은 밝습니다 .
you're clever .	당신은 영리해요 .
you're crafty .	당신은 교활해요 .
you're creepy .	당신은 소름 끼치는군요 .
you're famous .	당신은 유명해요 .
you're greedy .	당신은 욕심이 많아요 .
you're grumpy .	당신은 심술쟁이입니다 .
you're insane .	당신은 미쳤어요 .
you're joking !	농담하는 거야 !
you're loaded .	당신은로드되었습니다 .
you're losing .	당신은지고 있어요 .
you're no fun .	당신은 재미 없어 .
you're pretty .	당신은 예뻐요 .
you're single .	당신은 싱글이에요 .
you're skinny .	당신은 말랐어요 .
you're sleepy .	당신은 졸려요 .
you're sneaky .	당신은 교활해요 .
you're stupid .	당신은 바보입니다 .
you're unfair .	당신은 불공평해요 .
you've failed .	당신은 실패했습니다 .
a beer , please .	맥주 한 잔 주세요 .
a coke , please .	콜라 주세요 .
act like a man .	남자답게 행동해 .
ain't she cute ?	그 사람 귀엽지 않아 ?
allow me to go .	내가 갈 수 있게 해주세요 .
am i intruding ?	내가 방해하고 있는 걸까 ?
am i not right ?	내가 맞지 않니 ?
am i qualified ?	내가 자격이 있나요 ?
apples are red .	사과는 빨갛다 .
are there kids ?	아이들이 있나요 ?
are we friends ?	우리는 친구인가요 ?
are we leaving ?	우리 떠나는 거야 ?
are we sinking ?	우리 가라앉고 있어 ?
are you afraid ?	두렵나요 ?
are you coming ?	당신은 오고 있나요 ?
are you crying ?	너 울고 있니 ?
are you famous ?	당신은 유명합니까 ?
are you hiring ?	당신은 채용 중입니까 ?
are you honest ?	당신은 정직합니까 ?
are you hungry ?	배고프니 ?
are you insane ?	너 미쳤어 ?
are you joking ?	농담하는 거야 ?
are you lonely ?	외로워요 ?
are you single ?	당신은 싱글인가요 ?
are you sleepy ?	너 졸려 ?
aren't you hot ?	너 안 덥니 ?
autumn is here .	가을이 왔습니다 .
be a good girl .	좋은 여자가 되십시오 .
be nice to her .	그녀에게 잘 대해주세요 .
blow your nose .	코를 풀어라 .
boats can sink .	보트가 가라앉을 수 있습니다 .
both are alive .	둘 다 살아 있어요 .
bring a camera .	카메라를 가져오세요 .
bring a shovel .	삽을 가져와 .
bring it to me .	나에게 가져와 .
bring the kids .	아이들을 데리고 와요 .
buy him a beer .	그에게 맥주를 사주세요 .
buy me a drink .	나한테 한잔 사줘 .
call a plumber .	배관공을 불러요 .
can i eat that ?	나 그거 먹어도 돼 ?
can i eat this ?	나 이거 먹어도 돼 ?
can i go first ?	나 먼저 가도 돼 ?
can i have one ?	하나 가질 수 있나요 ?
can i help you ?	내가 도와드릴까요 ?
can i join you ?	나도 같이 할 수 있어 ?
can i kiss you ?	키스해도 될까요 ?
can i see that ?	내가 그걸 볼 수 있나요 ?
can i see this ?	나 이거 볼 수 있어 ?
can i see , too ?	나도 볼 수 있나요 ?
can i sit down ?	나 앉아도 돼 ?
can i sit here ?	나 여기 앉아도 돼 ?
can i touch it ?	만져봐도 돼 ?
can tom see us ?	톰이 우리를 볼 수 있나요 ?
can we come in ?	우리 들어갈 수 있어 ?
can you cancel ?	취소할 수 있어 ?
can you juggle ?	저글링 할 수 있어 ?
can you see it ?	당신은 그것을 볼 수 있습니까 ?
cash is better .	현금이 더 좋습니다 .
catch the ball .	공을 잡아라 .
cats are smart .	고양이는 똑똑해요 .
change is good .	변화는 좋다 .
check that out .	확인해 보세요 .
check this out .	이것을 확인해 보세요 .
close the door .	문을 닫으세요 .
close the gate .	문을 닫으세요 .
coffee , please .	커피 주세요 .
come back here .	여기로 돌아오세요 .
come back home .	집으로 돌아오세요 .
come back soon .	곧 돌아오세요 .
come down here .	여기로 내려오세요 .
contact my son .	내 아들에게 연락해 .
cows eat grass .	소는 풀을 먹습니다 .
cows give milk .	소는 우유를 줍니다 .
cut it in half .	반으로 자르세요 .
did i break it ?	내가 그걸 깨뜨렸어 ?
did i hurt you ?	내가 당신을 다치게 했나 ?
did i say that ?	내가 그렇게 말했나 ?
did i wake you ?	내가 당신을 깨웠나요 ?
did tom buy it ?	톰이 그것을 샀나요 ?
did she say it ?	그 사람이 말했어 ?
did you forget ?	잊어버렸어 ?
did you get it ?	당신은 그것을 얻었나요 ?
did you go out ?	나갔어 ?
did you say 30 ?	30이라고 했어 ?
did you see it ?	봤어 ?
dinner's ready .	저녁 준비됐어 .
do i annoy you ?	내가 당신을 짜증나게 합니까 ?
do i need this ?	나한테 이게 필요해 ?
do as you like .	마음대로 하세요 .
do as you want .	원하는 대로 하세요 .
do it this way .	이렇게 하세요 .
do it tomorrow .	내일 하세요 .
do it yourself .	스스로 해보세요 .
do not do that .	그러지 마세요 .
do tigers purr ?	호랑이는 가르랑거리나요 ?
do we know you ?	우리는 당신을 알고 있나요 ?
do you deny it ?	당신은 그것을 부정합니까 ?
do you hate me ?	너 내가 싫어 ?
do you hear me ?	내 말 들려 ?
do you know me ?	너 나 알아 ?
do you know us ?	우리를 아시나요 ?
do you like it ?	당신은 그것을 좋아합니까 ?
do you love me ?	당신은 나를 사랑합니까 ?
do you mean us ?	우리 말인가요 ?
do you miss it ?	그리워요 ?
do you promise ?	약속해요 ?
do you read me ?	내 말 읽어 ?
do you recycle ?	당신은 재활용합니까 ?
does tom drink ?	톰은 술을 마시나요 ?
does tom smoke ?	톰은 담배를 피우나요 ?
does it matter ?	그게 중요해 ?
does this hurt ?	이거 아프니 ?
dogs are smart .	개는 똑똑하다 .
don't be angry .	화내지 마세요 .
don't be crazy .	미친 짓 하지 마 .
don't be crude .	거칠게 굴지 마세요 .
don't be naive .	순진하게 굴지 마세요 .
don't be silly .	바보 같은 소리 하지 마 .
don't be sorry .	미안해하지 마세요 .
don't be upset .	화내지 마세요 .
don't blame me .	나를 비난하지 마십시오 .
don't buy that .	그거 사지 마세요 .
don't complain .	불평하지 마세요 .
don't fall off !	떨어지지 마세요 !
don't force it .	강요하지 마십시오 .
don't judge me .	나를 판단하지 마십시오 .
don't leave me .	나를 떠나지 마십시오 .
don't leave us .	우리를 떠나지 마십시오 .
don't mind her .	그녀는 신경 쓰지 마세요 .
don't obey him .	그에게 복종하지 마십시오 .
don't run here .	여기서 뛰지 마세요 .
don't say that .	그런 말은 하지 마세요 .
don't show off .	과시하지 마십시오 .
don't stand up .	일어서지 마세요 .
don't stop him .	그를 막지 마세요 .
don't tease me .	나를 놀리지 마세요 .
don't tempt me .	나를 유혹하지 마십시오 .
don't touch it .	만지지 마세요 .
don't touch me !	나를 만지지 마세요 !
don't touch me .	나를 만지지 마세요 .
don't you care ?	상관없어 ?
drink some tea .	차 좀 마셔요 .
drop me a line .	나에게 전화를 걸어주세요 .
eat everything .	다 먹어라 .
eat more fruit .	과일을 더 먹어라 .
empty your bag .	가방을 비우세요 .
enjoy the game .	게임을 즐기세요 .
enjoy the show .	쇼를 즐기세요 .
enjoy your day .	즐거운 하루 보내세요 .
enter the room .	방에 들어가라 .
everybody knew .	모두가 알고 있었어요 .
everybody left .	모두가 떠났다 .
everybody lies .	모두가 거짓말을 해요 .
everybody paid .	모두가 지불했습니다 .
everyone gasps .	모두가 헐떡거린다 .
everyone's out .	다들 밖으로 나갔어 .
fight like men .	남자처럼 싸워라 .
fishing is fun .	낚시는 재미있어요 .
form two lines .	두 줄을 이룬다 .
get in the car .	차에 타세요 .
get in the van .	밴에 타세요 .
get off my car .	내 차에서 내려요 .
get on a horse .	말을 타세요 .
get on the bus .	버스를 타세요 .
get on with it .	계속하세요 .
get out of bed !	침대에서 일어나라 !
get out of bed .	침대에서 일어나라 .
get rid of her .	그녀를 제거하십시오 .
get some sleep .	좀 자요 .
get the camera .	카메라 가져와 .
give him a hug .	그를 안아주세요 .
give it a shot .	한번 시도해 보세요 .
give it to her .	그녀에게 줘 .
give it to him .	그에게 줘 .
give me a beer .	나에게 맥주를 줘 .
give me a hand .	나에게 도움을 주세요 .
give me a hint .	나에게 힌트를 줘 .
give me a kiss .	나에게 키스를 해주세요 .
give me a week .	나에게 일주일을 줘 .
go back to bed .	다시 자러 가세요 .
go get changed .	가서 갈아입으세요 .
go look for it .	가서 찾아보세요 .
go right ahead .	바로 가세요 .
go take a walk .	산책하러 가세요 .
go to the park .	공원에 가세요 .
good afternoon .	좋은 오후에요 .
grab your gear .	장비를 챙기세요 .
guess who i am .	내가 누구인지 맞춰보세요 .
hand me my mug .	내 머그잔을 건네주세요 .
happy new year !	새해 복 많이 받으세요 !
happy birthday !	생일 축하해요 !
happy holidays .	즐거운 휴일 보내세요 .
have you eaten ?	식사하셨나요 ?
have you slept ?	잤어 ?
he almost died .	그는 거의 죽을 뻔했습니다 .
he also saw it .	그는 또한 그것을 보았다 .
he asked me to .	그는 나에게 물었다 .
he became rich .	그는 부자가 되었습니다 .
he bit his lip .	그는 입술을 깨물었다 .
he came by bus .	그는 버스를 타고 왔어요 .
he came by car .	그는 차로 왔다 .
he can't count .	그는 셀 수 없습니다 .
he can't do it .	그는 그것을 할 수 없습니다 .
he can't drive .	그 사람은 운전을 못해요 .
he cannot swim .	그는 수영을 할 수 없습니다 .
he could do it .	그는 그것을 할 수 있었다 .
he counts fast .	그는 빨리 계산합니다 .
he deserved it .	그는 그럴 자격이 있었다 .
he dislikes me .	그 사람은 나를 싫어해요 .
he doesn't lie .	그는 거짓말을 하지 않습니다 .
he doesn't tan .	그는 태닝을 하지 않아요 .
he felt uneasy .	그는 불안감을 느꼈다 .
he flew a kite .	그는 연을 날렸다 .
he gazed at me .	그는 나를 쳐다보았다 .
he got the job .	그는 일자리를 얻었습니다 .
he has a beard .	그 사람은 수염이 있어요 .
he has a lunch .	그는 점심을 먹습니다 .
he has a point .	그는 요점이 있습니다 .
he has a video .	그는 비디오를 갖고 있어요 .
he has changed .	그는 변했다 .
he has left us .	그는 우리를 떠났습니다 .
he has no fear .	그는 두려움이 없습니다 .
he has to come .	그는 와야 해요 .
he hated lying .	그는 거짓말을 싫어했습니다 .
he is american .	그는 미국인이에요 .
he is canadian .	그는 캐나다 사람이에요 .
he is japanese .	그는 일본인이에요 .
he is a doctor .	그는 의사입니다 .
he is a genius .	그는 천재입니다 .
he is a writer .	그는 작가입니다 .
he is an actor .	그는 배우입니다 .
he is bankrupt .	그는 파산했습니다 .
he is in tokyo .	그는 도쿄에 있어요 .
he is my uncle .	그 사람은 내 삼촌이에요 .
he is outgoing .	그는 외향적이다 .
he is powerful .	그는 강력하다 .
he is well off .	그는 잘 지내요 .
he keeps a cat .	그는 고양이를 키우고 있어요 .
he lay face up .	그는 얼굴을 위로 하고 누워 있었다 .
he likes jelly .	그 사람은 젤리를 좋아해요 .
he likes money .	그 사람은 돈을 좋아해요 .
he lives alone .	그는 혼자 산다 .
he looked back .	그는 뒤를 돌아보았다 .
he looked well .	그는 괜찮아 보였다 .
he looks tired .	그 사람 피곤해 보여요 .
he looks young .	그는 젊어 보인다 .
he lost a book .	그는 책을 잃어버렸어요 .
he loves music .	그는 음악을 좋아해요 .
he makes sense .	그는 말이 된다 .
he needs money .	그 사람은 돈이 필요해요 .
he owes me one .	그 사람은 나에게 빚을 졌어요 .
he passed away .	그는 세상을 떠났습니다 .
he respects me .	그는 나를 존경합니다 .
he sang a song .	그는 노래를 불렀다 .
he saw it also .	그 사람도 그걸 봤어 .
he saw it , too .	그 사람도 그걸 봤어 .
he scolded her .	그는 그녀를 꾸짖었다 .
he seems angry .	그는 화난 것 같아요 .
he seems happy .	그는 행복해 보인다 .
he seems tired .	그는 피곤한 것 같아요 .
he sells fruit .	그는 과일을 팔아요 .
he should come .	그 사람이 와야 해 .
he slapped her .	그는 그녀를 때렸다 .
he sold us out .	그는 우리를 매진시켰어요 .
he surrendered .	그는 항복했다 .
he talks a lot .	그는 말을 많이 해요 .
he trusted you .	그는 당신을 믿었습니다 .
he walked away .	그는 떠났다 .
he wants to go .	그는 가고 싶어한다 .
he was english .	그는 영국인이었습니다 .
he was in pain .	그는 고통을 겪고 있었습니다 .
he was invited .	그는 초대받았습니다 .
he was panting .	그는 헐떡거렸다 .
he was patient .	그는 참을성이 있었습니다 .
he was perfect .	그는 완벽했어요 .
he was stunned .	그는 깜짝 놀랐다 .
he went skiing .	그는 스키를 타러 갔다 .
he went to bed .	그는 잠자리에 들었습니다 .
he will not go .	그는 가지 않을 것이다 .
he worked hard .	그는 열심히 일했습니다 .
he works a lot .	그는 일을 많이 해요 .
he's a big boy .	그는 큰 소년입니다 .
he's a bit shy .	그 사람은 좀 수줍어해요 .
he's a gambler .	그는 도박꾼이에요 .
he's a man now .	그는 이제 남자입니다 .
he's a slacker .	그는 게으른 사람이에요 .
he's all right .	그는 괜찮아요 .
he's an author .	그는 작가예요 .
he's an ex-con .	그 사람은 전과자야 .
he's an outlaw .	그는 무법자야 .
he's depressed .	그는 우울해요 .
he's henpecked .	그는 뾰루지가 났다 .
he's in danger .	그는 위험에 빠졌습니다 .
he's in prison .	그는 감옥에 있어요 .
he's not going .	그 사람은 안 갈 거야 .
he's not ready .	그는 아직 준비가 안 됐어요 .
he's so stupid .	그 사람은 정말 바보야 .
he's too drunk .	그 사람 너무 취했어요 .
he's very open .	그는 매우 개방적이에요 .
hello everyone !	여러분, 안녕하세요 !
here comes tom .	톰이 왔어요 .
here is a book .	여기 책이 있어요 .
here is my key .	여기 내 열쇠가 있어요 .
here she comes .	여기 그녀가 온다 .
here's my room .	여기 내 방이야 .
hey , what's up ?	안녕, 무슨 일이야 ?
hi ! what's new ?	안녕 ! 새로운 소식은 무엇입니까 ?
hide the money .	돈을 숨기세요 .
his head ached .	그의 머리가 아팠다 .
his name's tom .	그 사람 이름은 톰이에요 .
how can i help ?	어떻게 도와드릴까요 ?
how can i lose ?	내가 어떻게 잃을 수 있니 ?
how deep is it ?	얼마나 깊나요 ?
how did i look ?	나 어땠어 ?
how did it end ?	어떻게 끝났어 ?
how did you do ?	어떻게 지냈어 ?
how good is he ?	그 사람은 얼마나 좋은데 ?
how high is it ?	얼마나 높나요 ?
how long is it ?	얼마나 걸리나요 ?
how much is it ?	얼마입니까 ?
how old is tom ?	톰은 몇 살이에요 ?
how tall is he ?	그 사람 키가 얼마나 되니 ?
how was boston ?	보스턴은 어땠어 ?
how wide is it ?	얼마나 넓나요 ?
how's it going ?	잘 지내요 ?
how's your job ?	당신 직업은 어때요 ?
hurry up , guys .	서둘러 , 얘들아 .
i already know .	나는 이미 알고 있다 .
i am hungarian .	나는 헝가리 사람이에요 .
i am a shy boy .	나는 수줍음이 많은 소년이다 .
i am a student .	나는 학생입니다 .
i am a teacher .	나는 교사입니다 .
i am a tourist .	나는 관광객이다 .
i am an artist .	나는 예술가입니다 .
i am exhausted .	나는 지쳤어요 .
i am in london .	나는 런던에 있어요 .
i am in a spot .	나는 지금 한 자리에 있다 .
i am not happy .	나는 행복하지 않다 .
i am off today .	나 오늘 휴가야 .
i am too short .	나는 너무 키가 작아요 .
i am very tall .	나는 키가 아주 크다 .
i ate a banana .	나는 바나나를 먹었다 .
i ate too much .	나는 너무 많이 먹었다 .
i believe that .	나는 그것을 믿는다 .
i believed you .	나는 당신을 믿었습니다 .
i bike to work .	나는 자전거를 타고 출근한다 .
i borrow money .	나는 돈을 빌린다 .
i bought a hat .	나는 모자를 샀다 .
i broke a nail .	내가 손톱을 부러뜨렸어 .
i broke my arm .	팔이 부러졌어 .
i broke my leg .	나는 다리를 부러뜨렸다 .
i brought mine .	나는 내 것을 가져왔다 .
i brought wine .	내가 와인을 가져왔어 .
i called ahead .	내가 미리 전화했어 .
i came for you .	나는 당신을 위해 왔습니다 .
i can hear tom .	톰의 목소리가 들려요 .
i can hear you .	나는 당신의 말을들을 수 있습니다 .
i can help tom .	내가 톰을 도와줄 수 있어요 .
i can help you .	내가 도와드릴 수 있어요 .
i can prove it .	나는 그것을 증명할 수 있습니다 .
i can't get in .	난 들어갈 수 없어 .
i can't go out .	나는 나갈 수 없다 .
i can't see it .	나는 그것을 볼 수 없습니다 .
i can't use it .	나는 그것을 사용할 수 없습니다 .
i changed that .	내가 그걸 바꿨어 .
i corrected it .	나는 그것을 정정했다 .
i cut the rope .	나는 밧줄을 끊었다 .
i decorated it .	내가 장식했어 .
i deserve that .	난 그럴 자격이 있어 .
i deserve this .	난 그럴 자격이 있어 .
i did have fun .	나는 재미 있었다 .
i did warn you .	나는 당신에게 경고했다 .
i didn't argue .	나는 논쟁하지 않았다 .
i didn't cheat .	나는 속이지 않았습니다 .
i didn't do it .	나는 그것을하지 않았다 .
i didn't drive .	나는 운전하지 않았다 .
i didn't flunk .	나는 낙제하지 않았다 .
i didn't laugh .	나는 웃지 않았다 .
i didn't sleep .	나는 잠을 자지 않았다 .
i didn't speak .	나는 말을 하지 않았다 .
i dislike eggs .	나는 계란을 싫어해요 .
i do apologize .	나는 사과한다 .
i do know that .	나도 그걸 알아요 .
i don't belong .	나는 속하지 않습니다 .
i don't follow .	나는 따르지 않습니다 .
i don't gamble .	나는 도박을 하지 않습니다 .
i don't get it .	이해가 안 돼요 .
i don't gossip .	나는 험담하지 않습니다 .
i drank a beer .	나는 맥주를 마셨다 .
i enjoy movies .	나는 영화를 좋아해요 .
i fed the pigs .	나는 돼지에게 먹이를 주었다 .
i feel ashamed .	나는 부끄러움을 느낀다 .
i feel blessed .	나는 축복받은 것 같아요 .
i feel for you .	나는 당신을 위해 느낀다 .
i feel honored .	영광이라고 생각해요 .
i feel nothing .	나는 아무것도 느끼지 않는다 .
i feel so cold .	너무 추워요 .
i feel strange .	기분이 이상해요 .
i feel trapped .	나는 갇혀있는 것 같아요 .
i feel useless .	나는 쓸모없다고 느낀다 .
i fell in love .	나는 사랑에 빠졌다 .
i felt cheated .	나는 속았다는 것을 느꼈다 .
i felt excited .	나는 기분이 좋았다 .
i followed him .	나는 그를 따라 갔다 .
i followed you .	나는 당신을 따랐다 .
i gave it away .	나는 그것을 줬다 .
i gave it back .	나는 그것을 돌려주었다 .
i gave my word .	나는 약속했다 .
i gave up hope .	나는 희망을 포기했다 .
i get off here .	나 여기서 내리는데 .
i get the idea .	나는 아이디어를 얻습니다 .
i get up early .	나는 일찍 일어난다 .
i give my word .	나는 약속한다 .
i go to school .	나는 학교에 간다 .
i got a suntan .	나 선탠했어 .
i got arrested .	나는 체포됐다 .
i got confused .	나는 혼란스러워졌다 .
i got divorced .	나는 이혼했다 .
i got expelled .	나 퇴학당했어 .
i got nauseous .	메스꺼워 졌어 .
i grew up here .	나는 여기서 자랐다 .
i guarantee it .	나는 그것을 보장한다 .
i had a mishap .	나한테 사고가 났어 .
i had a stroke .	나는 뇌졸중을 앓았습니다 .
i had a vision .	나는 비전을 가지고 있었다 .
i had fun here .	난 여기서 즐거웠어 .
i had some fun .	나는 좀 재미있었다 .
i had to do it .	나는 그것을 해야 했다 .
i hate mondays .	나는 월요일을 싫어한다 .
i hate sundays .	나는 일요일을 싫어한다 .
i hate dancing .	나는 춤추는 것을 싫어한다 .
i hate dieting .	나는 다이어트를 싫어한다 .
i hate driving .	나는 운전을 싫어한다 .
i hate her now .	난 지금 그 사람이 싫어요 .
i hate insects .	나는 곤충을 싫어해요 .
i hate ironing .	나는 다림질을 싫어한다 .
i hate it here .	난 여기가 싫어 .
i hate karaoke .	나는 노래방을 싫어한다 .
i hate lawyers .	나는 변호사를 싫어한다 .
i hate my boss .	난 내 상사가 싫어 .
i hate my life .	난 내 인생이 싫어 .
i hate parties .	나는 파티를 싫어한다 .
i hate secrets .	나는 비밀을 싫어한다 .
i hate spiders .	나는 거미를 싫어한다 .
i hate spinach .	나는 시금치를 싫어한다 .
i hate to iron .	나는 다림질을 싫어한다 .
i hate to lose .	나는지는 것을 싫어한다 .
i hate to wait .	나는 기다리는 것을 싫어한다 .
i hate working .	나는 일하는 것을 싫어한다 .
i hate zealots .	나는 광신도를 싫어한다 .
i hated school .	나는 학교를 싫어했다 .
i have a dream .	나에겐 꿈이 있어요 .
i have a horse .	나에겐 말이 있다 .
i have a ranch .	나에겐 목장이 있어요 .
i have a table .	나한테는 테이블이 있어요 .
i have a truck .	나에겐 트럭이 있어요 .
i have amnesia .	나는 기억상실증이 있어요 .
i have an idea .	나한테 좋은 생각이 있어 .
i have hiccups .	나한테 딸꾹질이 있어 .
i have no clue .	나는 전혀 모른다 .
i have no food .	나에겐 음식이 없어요 .
i have no idea .	나는 모른다 .
i have no kids .	나는 아이가 없습니다 .
i have no time .	난 시간이 없어 .
i have nothing .	나는 아무것도 없다 .
i have sisters .	나에겐 자매가 있어요 .
i have the flu .	나 독감에 걸렸어 .
i have the key .	나한테 열쇠가 있어 .
i have to stop .	그만둬야 해 .
i have to wait .	나는 기다려야 한다 .
i heard a thud .	나는 쿵 하는 소리를 들었다 .
i heard voices .	나는 목소리를 들었다 .
i hiccup a lot .	나는 딸꾹질을 많이 한다 .
i hurried home .	나는 서둘러 집으로 돌아갔다 .
i hurt my foot .	발을 다쳤어요 .
i just gave up .	난 그냥 포기했어요 .
i just guessed .	그냥 추측했어요 .
i just met him .	방금 그 사람을 만났어요 .
i keep a diary .	나는 일기를 쓴다 .
i keep my word .	나는 약속을 지킨다 .
i kept my word .	나는 약속을 지켰다 .
i kept singing .	나는 계속 노래를 불렀다 .
i know the boy .	나는 그 소년을 안다 .
i left my wife .	나는 아내를 떠났다 .
i left on time .	나는 정시에 떠났다 .
i let you down .	나는 당신을 실망시켰다 .
i like english .	나는 영어를 좋아해요 .
i like castles .	나는 성을 좋아해요 .
i like cookies .	나는 쿠키를 좋아해요 .
i like cooking .	나는 요리를 좋아해요 .
i like fishing .	나는 낚시를 좋아해요 .
i like flowers .	나는 꽃을 좋아해요 .
i like history .	나는 역사를 좋아해요 .
i like jogging .	나는 조깅을 좋아해요 .
i like lobster .	나는 랍스터를 좋아해요 .
i like mahjong .	나는 마작을 좋아해요 .
i like my life .	나는 내 인생을 좋아한다 .
i like oysters .	나는 굴을 좋아해요 .
i like picnics .	나는 피크닉을 좋아해요 .
i like puzzles .	나는 퍼즐을 좋아해요 .
i like reading .	나는 독서를 좋아한다 .
i like running .	나는 달리기를 좋아한다 .
i like sashimi .	나는 회를 좋아해요 .
i like seafood .	나는 해산물을 좋아해요 .
i like singing .	나는 노래하는 것을 좋아해요 .
i like stories .	나는 이야기를 좋아해요 .
i like talking .	나는 말하는 것을 좋아한다 .
i like to sing .	나는 노래하는 것을 좋아해요 .
i like to swim .	나는 수영을 좋아해요 .
i like to talk .	나는 말하는 것을 좋아한다 .
i like turtles .	나는 거북이를 좋아해요 .
i like walking .	나는 걷는 것을 좋아한다 .
i like working .	나는 일하는 것을 좋아한다 .
i lit the fire .	내가 불을 붙였어 .
i lit the oven .	내가 오븐에 불을 붙였어 .
i live in kobe .	나는 고베에 살아요 .
i live in town .	나는 도시에 산다 .
i live upstate .	나는 북부에 산다 .
i lost control .	나는 통제력을 잃었습니다 .
i lost my keys .	열쇠를 잃어버렸어요 .
i lost the bet .	나는 내기를 잃었다 .
i love animals .	나는 동물을 사랑해요 .
i love bananas .	나는 바나나를 좋아해요 .
i love cookies .	나는 쿠키를 좋아해요 .
i love cooking .	나는 요리를 좋아해요 .
i love flowers .	나는 꽃을 좋아해요 .
i love it here .	나는 여기를 좋아한다 .
i love lasagna .	나는 라자냐를 좋아해요 .
i love my home .	나는 내 집을 사랑 해요 .
i love my kids .	나는 내 아이들을 사랑합니다 .
i love my life .	나는 내 인생을 사랑합니다 .
i love my work .	나는 내 일을 사랑합니다 .
i love parties .	나는 파티를 좋아해요 .
i love puzzles .	나는 퍼즐을 좋아해요 .
i love reading .	나는 독서를 좋아합니다 .
i love secrets .	나는 비밀을 좋아한다 .
i love sunsets .	나는 일몰을 좋아해요 .
i love the sun .	나는 태양을 사랑해요 .
i love to cook .	나는 요리하는 것을 좋아합니다 .
i love to read .	나는 읽는 것을 좋아합니다 .
i love to swim .	나는 수영을 좋아해요 .
i love winning .	나는 이기는 것을 좋아한다 .
i love you all .	나는 당신을 모두 사랑합니다 .
i made cookies .	나는 쿠키를 만들었습니다 .
i made her cry .	내가 그녀를 울게 만들었어요 .
i made him cry .	내가 그를 울게 만들었어요 .
i made muffins .	나는 머핀을 만들었어요 .
i may be wrong .	내가 틀렸을 수도 있습니다 .
i mean no harm .	내 말은 해를 끼치 지 않는다는 뜻입니다 .
i met a friend .	나는 친구를 만났습니다 .
i met him once .	나는 그를 한 번 만났어요 .
i miss college .	나는 대학이 그리워요 .
i missed a lot .	나는 많이 그리워했다 .
i must buy one .	나 하나 사야 해 .
i must decline .	거절해야 해요 .
i must protest .	나는 항의해야 한다 .
i must see you .	꼭 만나야 해요 .
i need a break .	난 휴식이 필요해 .
i need a drink .	나는 마실 것이 필요하다 .
i need a favor .	부탁이 필요해요 .
i need a knife .	칼이 필요해 .
i need a raise .	인상이 필요해요 .
i need a snack .	간식이 필요해 .
i need a stamp .	우표가 필요해요 .
i need answers .	나는 대답이 필요해요 .
i need friends .	나에겐 친구가 필요해 .
i need it asap .	최대한 빨리 필요해요 .
i need support .	나는 지원이 필요해요 .
i need surgery .	수술이 필요해 .
i need to know .	나는 알아야 해요 .
i need to stop .	그만둬야 해 .
i need you now .	난 지금 당신이 필요해요 .
i needed money .	나는 돈이 필요했다 .
i never go out .	난 절대 나가지 않아 .
i noticed that .	나는 그것을 알아 차렸다 .
i often hiccup .	나는 종종 딸꾹질을 한다 .
i often travel .	나는 여행을 자주 한다 .
i owe him $100 .	나는 그에게 100달러 빚을 졌어요 .
i own this car .	나는 이 차를 소유하고 있습니다 .
i paid in cash .	나는 현금으로 지불했다 .
