go .	行く 。
you seem depressed .	あなたは落ち込んでいるようですね 。
you seem different .	あなたは違うようです 。
you seem very busy .	とても忙しそうですね 。
you should do that .	そうすべきです 。
you should go home .	家に帰ったほうがいいよ 。
you should know it .	あなたはそれを知っているはずです 。
you smell terrible .	あなたはひどい臭いがします 。
you speak too much .	あなたは話しすぎます 。
you take the money .	あなたはお金を受け取ります 。
you taught me that .	あなたが私にそれを教えてくれました 。
you taught us that .	あなたは私たちにそれを教えてくれました 。
you were fantastic .	あなたは素晴らしかったです 。
you were in a coma .	あなたは昏睡状態にありました 。
you were in danger .	あなたは危険にさらされていました 。
you were my friend .	あなたは私の友達でした 。
you were so strong .	あなたはとても強かったです 。
you won everything .	あなたはすべてを勝ち取りました 。
you won't be fired .	あなたは解雇されません 。
you'd better hurry .	急いだほうがいいよ 。
you'll bounce back .	あなたは跳ね返ります 。
you'll feel better .	気分が良くなります 。
you'll get over it .	あなたはそれを乗り越えることができます 。
you're a big softy .	あなたはとても優しい人です 。
you're a funny gal .	あなたは面白い女の子です 。
you're a funny guy .	あなたは面白い人です 。
you're a funny man .	あなたは面白い人です 。
you're a good liar .	あなたは嘘が上手です 。
you're a great guy .	あなたは素晴らしい人です 。
you're a smart boy .	あなたは賢い子ですね 。
you're a weird kid .	あなたは変な子ですね 。
you're a woman now .	あなたは今女性です 。
you're about right .	あなたはほぼ正しいです 。
you're all cowards .	君たちは皆卑怯者だ 。
you're all invited .	皆さんもぜひご招待ください 。
you're all racists .	あなたたちは皆人種差別主義者です 。
you're annoying me .	あなたは私を悩ませています 。
you're avoiding me .	あなたは私を避けています 。
you're being silly .	あなたは愚かなことをしています 。
you're being weird .	あなたは変です 。
you're both pretty .	あなたは二人ともきれいです 。
you're considerate .	あなたは思いやりがあります 。
you're cooperating .	あなたは協力しています 。
you're extroverted .	あなたは外向的です 。
you're fascinating .	あなたは魅力的です 。
you're fashionable .	あなたはおしゃれですね 。
you're hurting him .	あなたは彼を傷つけています 。
you're influential .	あなたは影響力があります 。
you're lying to me .	あなたは私に嘘をついています 。
you're my daughter .	あなたは私の娘です 。
you're my princess .	あなたは私のプリンセスです 。
you're not a loser .	あなたは敗者ではありません 。
you're not bruised .	あざはありません 。
you're not dressed .	あなたは服を着ていません 。
you're not helping .	あなたは助けていない 。
you're not like me .	あなたは私とは違います 。
you're not my type .	あなたは私のタイプではありません 。
you're not special .	あなたは特別ではありません 。
you're on the list .	あなたはリストに載っています 。
you're out of luck .	あなたは運が悪いです 。
you're out of time .	もう時間がありません 。
you're pretty good .	あなたはとても上手です 。
you're quite smart .	あなたはとても賢いですね 。
you're replaceable .	あなたは取り替え可能です 。
you're resourceful .	あなたは機知に富んでいます 。
you're so paranoid .	あなたはとても偏執的です 。
you're so pathetic .	あなたはとても哀れです 。
you're so talented .	あなたはとても才能があります 。
you're still alive .	あなたはまだ生きています 。
you're still green .	あなたはまだ緑色です 。
you're still young .	あなたはまだ若いです 。
you're such a jerk .	あなたは本当にバカだね 。
you're such a liar .	あなたは本当に嘘つきです 。
you're such a wimp .	あなたは本当に弱虫です 。
you're the experts .	あなたは専門家です 。
you're the teacher .	あなたは先生です 。
you're touching me .	あなたは私に触れています 。
you're trustworthy .	あなたは信頼できます 。
you're turning red .	あなたは赤くなっています 。
you're unambitious .	あなたには野心がありません 。
you're very astute .	あなたはとても鋭いですね 。
you're very clever .	あなたはとても賢いですね 。
you're very direct .	あなたはとても率直です 。
you're very lonely .	あなたはとても孤独です 。
you're very pretty .	あなたはとてもきれいです 。
you're wrong again .	あなたはまた間違っています 。
you've been warned .	あなたは警告を受けました 。
you've betrayed us .	あなたは私たちを裏切りました 。
you've done enough .	あなたは十分にやり遂げました 。
you've got a fever .	熱があります 。
you've got nothing .	あなたには何もありません 。
you've got to hide .	隠さなければなりません 。
you've got to move .	移動しなければなりません 。
you've got to wait .	待たなければなりません 。
you've said enough .	あなたはもう十分に言いました 。
you've seen enough .	もう十分見ました 。
you've worked hard .	あなたは一生懸命働きました 。
your bath is ready .	お風呂の準備ができました 。
your car's on fire .	あなたの車が燃えています 。
your face is dirty .	あなたの顔は汚れています 。
your lips are blue .	あなたの唇は青いです 。
your place or mine ?	あなたの場所ですか、それとも私の場所ですか ？
your room is ready .	あなたの部屋は準備ができています 。
"trust me ," he said .	「信じてください」と彼は言いました 。
a dog has four legs .	犬には 4 本の足があります 。
a nap would be good .	昼寝は良いでしょう 。
a noise woke her up .	物音で彼女は目が覚めた 。
a nurse wears white .	看護師は白い服を着ています 。
a rose smells sweet .	バラは甘い香りがします 。
a storm is imminent .	嵐が差し迫っています 。
a truck hit the dog .	トラックが犬を轢いた 。
a whale is a mammal .	クジラは哺乳類です 。
acid acts on metals .	酸は金属に作用します 。
advice is like salt .	アドバイスは塩のようなものです 。
all i have is books .	私が持っているのは本だけです 。
all i want is money .	私が欲しいのはお金だけです 。
all is well with me .	すべて順調です 。
all of us are happy .	私たち全員が幸せです 。
all sales are final .	すべての販売は最終的なものです 。
all share the blame .	全員が責任を共有します 。
all you do is party .	あなたがするのはパーティーだけです 。
allow me to explain .	説明させてください 。
am i disturbing you ?	私は邪魔ですか ？
am i going too fast ?	私が急ぎすぎているでしょうか ？
america is very big .	アメリカはとても大きいです 。
answer me right now .	今すぐ答えてください 。
answer the question .	質問に答えてください 。
anybody can do that .	誰でもそれができます 。
anybody can read it .	誰でも読むことができます 。
anybody want a beer ?	誰かビールが欲しい人はいますか ？
anybody want a lift ?	誰かエレベーターが欲しい人はいますか ？
anything can happen .	何が起こっても構いません 。
are seats available ?	席は空いていますか ？
are there any risks ?	リスクはありますか ？
are there survivors ?	生存者はいますか ？
are they all strong ?	みんな強いですか ？
are we just friends ?	私たちはただの友達ですか ？
are we leaving soon ?	もうすぐ出発しますか ？
are you a policeman ?	あなたは警察官ですか ？
are you almost here ?	もうすぐそこですか ？
are you avoiding me ?	私を避けているのですか ？
are you by yourself ?	あなたは一人ですか ？
are you comfortable ?	快適ですか ？
are you coming down ?	降りてくるの ？
are you enjoying it ?	楽しんでいますか ？
are you even trying ?	あなたも努力していますか ？
are you hungry , too ?	あなたもお腹が空いていますか ？
are you kids hungry ?	子供たちはお腹が空いていますか ？
are you leaving now ?	今出発しますか ？
are you lying to me ?	あなたは私に嘘をついていますか ？
are you on facebook ?	Facebookは使ってますか ？
are you on the list ?	あなたはリストに載っていますか ？
are you people lost ?	あなたたちは迷っていますか ？
are you proud of me ?	私のことを誇りに思っていますか ？
are you ready to go ?	準備はできていますか ？
are you really sick ?	本当に病気ですか ？
are you resourceful ?	あなたは機知に富んでいますか ？
are you settling in ?	落ち着いていますか ？
are you still awake ?	まだ起きていますか ？
are you still happy ?	あなたはまだ幸せですか ？
are you still there ?	まだそこにいますか ？
are you that stupid ?	そんなにバカなの ？
are you the manager ?	あなたはマネージャーですか ？
are you the prophet ?	あなたは預言者ですか ？
aren't you a banker ?	あなたは銀行家ではありませんか ？
ask tom to be quiet .	トムに静かにするように頼んでください 。
ask tom to help you .	トムに手伝ってもらってください 。
baby ducks are cute .	アヒルの赤ちゃんはかわいいです 。
bad habits die hard .	悪い習慣は頑固です 。
be polite , but firm .	丁寧ですがしっかりと 。
be quiet and listen .	静かに聞いてください 。
best of luck to you .	幸運を祈ります 。
beware of jellyfish .	クラゲに注意してください 。
black absorbs light .	黒は光を吸収します 。
breakfast is served .	朝食を提供しています 。
bring me my glasses .	メガネを持ってきてください 。
bring me some water .	水を持ってきてください 。
bunnies are so cute .	ウサギはとてもかわいいです 。
but i wasn't afraid .	でも怖くなかった 。
button your coat up .	コートのボタンを留めてください 。
call if you need me .	必要な場合は電話してください 。
can i call you back ?	折り返し電話してもいいですか ？
can i do this later ?	後でやってもいいですか ？
can i eat this cake ?	このケーキを食べてもいいですか ？
can i go to bed now ?	もう寝てもいいですか ？
can i have a coffee ?	コーヒーを飲んでもいいですか ？
can i have a second ?	ちょっといいですか ？
can i have some tea ?	お茶を飲んでもいいですか ？
can i pay on credit ?	クレジットで支払うことはできますか ?
can i see you again ?	また会えますか ？
can i take a shower ?	シャワーを浴びてもいいですか ？
can i talk with you ?	話してもいいですか ？
can i use this bike ?	この自転車を使ってもいいですか ？
can he speak french ?	彼はフランス語を話せますか ？
can we believe that ?	それを信じてもいいでしょうか ？
can we change rooms ?	部屋を変えてもいいですか ？
can we do that here ?	ここでそれをしてもいいですか ？
can we just drop it ?	落としてもいいですか ？
can we just go home ?	家に帰ってもいいですか ？
can we recycle this ?	これをリサイクルしてもいいですか ？
can we speak french ?	フランス語を話せますか ？
can you answer this ?	これに答えられますか ？
can you describe it ?	それを説明してもらえますか ？
can you drive a car ?	車を運転できますか ？
can you read arabic ?	アラビア語を読めますか ？
can you read french ?	フランス語を読めますか ？
can you really swim ?	本当に泳げるの ？
can you repair this ?	これを修理してもらえますか ？
can you tell me how ?	方法を教えていただけますか ？
can you verify that ?	それを確認できますか ？
catch me if you can .	できれば捕まえてください 。
change is important .	変化は重要です 。
change your clothes .	服を着替えてください 。
chew your food well .	食べ物をよく噛んでください 。
chivalry isn't dead .	騎士道は死んでいません 。
christmas drew near .	クリスマスが近づいてきました 。
christmas is coming .	クリスマスがやって来ます 。
clear off the table .	テーブルから片付けてください 。
come again tomorrow .	明日また来てください 。
come here right now .	今すぐここに来てください 。
come meet everybody .	みんなに会いに来てね 。
come on , talk to me .	さあ、話してください 。
contact me tomorrow .	明日連絡してください 。
cookie needs a walk .	クッキーには散歩が必要です 。
could you sign here ?	ここにサインしてもらえますか ？
crime is increasing .	犯罪が増えています 。
cyprus is an island .	キプロスは島です 。
day will break soon .	もうすぐ日が明けます 。
death is inevitable .	死は避けられない 。
did i embarrass you ?	私はあなたを当惑させましたか ？
did i forget anyone ?	誰か忘れてた ？
did i have a choice ?	私に選択肢はありましたか ？
did i just say that ?	私は今それを言いましたか ？
did i lock the door ?	ドアに鍵をかけましたか ？
did i make the team ?	私がチームを作りましたか ？
did i mess up again ?	また失敗してしまったか ？
did i miss anything ?	何か見逃したでしょうか ？
did i miss the turn ?	順番を逃したのか ？
did i pass the test ?	私はテストに合格しましたか ？
did i show you this ?	これを見せましたか ？
did i tell you that ?	私がそれを言いましたか ？
did i touch a nerve ?	神経に触れたのか ？
did i wake you guys ?	私はあなたたちを起こしましたか ？
did i win something ?	私は何かを勝ちましたか ？
did tom like boston ?	トムはボストンが好きでしたか ？
did anybody see you ?	誰かあなたを見ましたか ？
did you ask tom why ?	トムに理由を聞きましたか ？
did you buy flowers ?	花を買いましたか ？
did you do all this ?	これ全部やったの ？
did you get my gift ?	私のプレゼントは届きましたか ？
did you give him up ?	あなたは彼をあきらめましたか ？
did you hear it too ?	あなたも聞きましたか ？
did you hug anybody ?	誰かを抱きしめましたか ？
did you leave a tip ?	チップを残しましたか ？
did you like boston ?	ボストンは好きでしたか ？
did you lose weight ?	痩せましたか ？
did you read it all ?	全部読みましたか ？
did you see anybody ?	誰かを見ましたか ？
did you take a bath ?	お風呂に入りましたか ？
disconnect the plug .	プラグを外します 。
do i curse too much ?	私は呪いすぎますか ？
do i detect sarcasm ?	皮肉を察知できますか ？
do exactly as i say .	私の言うとおりにしてください 。
do we have a choice ?	私たちに選択肢はありますか ？
do we need a plan b ?	プランBが必要ですか ？
do you drink coffee ?	コーヒーを飲みますか ?
do you enjoy losing ?	負けて楽しいですか ？
do you feel it , too ?	あなたもそれを感じますか ？
do you go out a lot ?	よく出かけますか ？
do you go to church ?	あなたは教会に行っていますか ？
do you have a fever ?	熱はありますか ？
do you have a hobby ?	趣味はありますか ？
do you have a house ?	家はありますか ？
do you have a knife ?	ナイフを持っていますか ？
do you have a match ?	マッチはありますか ？
do you have a phone ?	電話はありますか ？
do you have any cds ?	CDはありますか ？
do you have my book ?	私の本を持っていますか ？
do you have to stay ?	滞在しなければなりませんか ？
do you know my name ?	私の名前を知っていますか ？
do you know my wife ?	私の妻を知っていますか ？
do you know the way ?	道を知っていますか ？
do you like english ?	英語は好きですか ？
do you like bananas ?	バナナは好きですか ？
do you like bowling ?	ボウリングは好きですか ？
do you like cooking ?	料理は好きですか ？
do you like dancing ?	ダンスは好きですか ？
do you like fishing ?	釣りは好きですか ？
do you like it then ?	それで好きですか ？
do you like me , too ?	あなたも私のことが好きですか ？
do you like oysters ?	牡蠣は好きですか ？
do you like singing ?	歌うのは好きですか ？
do you like to sing ?	歌うのは好きですか ？
do you like waffles ?	ワッフルは好きですか ？
do you like writing ?	書くのは好きですか ？
do you mind if i go ?	行ってもいいですか ？
do you need a spoon ?	スプーンが必要ですか ？
do you need the key ?	鍵が必要ですか ？
do you own research .	あなた自身の研究をしてください 。
do you realize that ?	あなたはそれを理解していますか ？
do you see anything ?	何か見えますか ？
do you share a room ?	ルームシェアしますか ？
do you smoke cigars ?	葉巻を吸いますか ？
do you speak french ?	フランス語はできますか ？
do you study french ?	あなたはフランス語を勉強しますか ？
do you take plastic ?	プラスチックは摂取しますか ？
do you travel a lot ?	よく旅行しますか ?
do you travel often ?	よく旅行しますか ?
do you trust anyone ?	あなたは誰かを信頼しますか ？
do you want a salad ?	サラダは食べますか ？
do you want dessert ?	デザートは食べますか ？
do you want popcorn ?	ポップコーンは食べますか ？
do you want to pray ?	祈りたいですか ？
do you want to stay ?	滞在したいですか ？
do you want to stop ?	やめたいですか ？
do you want to talk ?	話したいですか ？
do you wear glasses ?	メガネをかけていますか ？
does tom have a job ?	トムは仕事をしていますか ?
does it even matter ?	それは問題でもありますか ？
does she play piano ?	彼女はピアノを弾きますか ?
does that seem wise ?	それは賢明だと思いますか ？
does your head hurt ?	頭が痛いですか ？
does your wife know ?	あなたの妻は知っていますか ？
doesn't anyone care ?	誰も気にしませんか ？
don't act like that .	そのような行動をしないでください 。
don't act surprised .	驚いたふりをしないでください 。
don't ask for money .	お金を要求しないでください 。
don't be a stranger .	見知らぬ人にならないでください 。
don't be disgusting .	嫌なことは言わないでください 。
don't be ridiculous !	ばかげてはいけません ！
don't be ridiculous .	ばかげてはいけません 。
don't burn yourself .	火傷をしないでください 。
don't climb on this !	これには登らないでください ！
don't count on them .	それらを当てにしないでください 。
don't cut that wire .	そのワイヤーを切らないでください 。
don't do that to me .	私にそんなことしないでください 。
don't drop that cup .	そのカップを落とさないでください 。
don't drop the soap .	石鹸を落とさないでください 。
don't get any ideas .	何もアイデアが浮かばない 。
don't go in my room .	私の部屋に入らないでください 。
don't leave it open .	開いたままにしないでください 。
don't leave me here .	私をここに残さないでください 。
don't listen to her .	彼女の言うことを聞かないでください 。
don't make it worse .	それを悪化させないでください 。
don't make me angry .	私を怒らせないでください 。
don't make me blush .	私を赤面させないでください 。
don't make me do it .	私にやらせないでください 。
don't make me laugh !	私を笑わせないでください ！
don't make me laugh .	笑わせないでください 。
don't make me leave .	私を離れさせないでください 。
don't obey that man .	あの男に従うな 。
don't open the door .	ドアを開けないでください 。
don't open this box .	この箱を開けないでください 。
don't phone her now .	今は彼女に電話しないでください 。
don't read my diary .	私の日記を読まないでください 。
don't rock the boat .	船を揺さぶらないでください 。
don't say that word .	その言葉は言わないでください 。
don't scribble here .	ここに落書きしないでください 。
don't slam the door .	ドアをバタンと閉めないでください 。
don't speak so fast .	そんなに早く話さないでください 。
don't stand near me .	私の近くに立たないでください 。
don't take the bait .	餌を取らないでください 。
don't talk about me .	私のことは話さないでください 。
don't talk nonsense !	ナンセンスなことを言わないでください ！
don't talk nonsense .	ナンセンスなことを言わないでください 。
don't tell your dad .	お父さんには言わないでください 。
don't trust anybody .	誰も信用しないでください 。
don't use that word .	その言葉は使わないでください 。
don't wait too long .	あまり長く待たないでください 。
don't work too hard !	頑張りすぎないでください ！
don't you all agree ?	皆さんもそう思いませんか ？
don't you feel cold ?	寒くないですか ？
don't you like fish ?	魚は好きではないのですか ？
draw a small circle .	小さな円を描きます 。
eat more vegetables .	もっと野菜を食べてください 。
eat your vegetables .	野菜を食べてください 。
enjoy your holidays .	休暇をお楽しみください 。
enjoy your vacation .	休暇をお楽しみください 。
every minute counts .	一分一秒が大切です 。
every seat was full .	どの席も満席でした 。
everybody applauded .	誰もが拍手を送りました 。
everybody does that .	誰もがそうします 。
everybody hates tom .	みんなトムが嫌いだ 。
everybody hates you .	誰もがあなたを嫌っています 。
everybody liked tom .	みんなトムが好きだった 。
everybody likes tom .	みんなトムが好きです 。
everybody likes her .	みんな彼女が好きです 。
everybody likes him .	誰もが彼を好きです 。
everybody likes you .	みんなあなたのことが好きです 。
everybody loved tom .	みんなトムが大好きだった 。
everybody loves her .	誰もが彼女を愛しています 。
everybody loves him .	誰もが彼を愛しています 。
everybody needs one .	誰もがそれを必要とします 。
everybody's so busy .	みんなとても忙しいです 。
everyone has faults .	誰にでも欠点はあります 。
everyone is special .	誰もが特別です 。
everyone kept quiet .	誰もが静かにしていました 。
everyone knows that .	誰もがそれを知っています 。
everyone likes them .	誰もが彼らを好きです 。
everyone wants that .	誰もがそれを望んでいます 。
everyone was asleep .	みんな寝ていました 。
everyone was hungry .	みんなお腹が空いていました 。
everyone was killed .	全員が殺されました 。
everyone's a winner .	誰もが勝者です 。
everyone's laughing .	みんな笑ってる 。
everyone's relieved .	みんな安心しました 。
everyone's standing .	全員が立っています 。
everyone's watching .	みんなが見ています 。
everyone , follow me .	皆さん、フォローしてください 。
everything is great .	すべてが素晴らしいです 。
everything is quiet .	すべてが静かです 。
everything is ready .	すべて準備ができています 。
everything is tough .	すべてが厳しいです 。
everything's ok now .	もう大丈夫です 。
evil sometimes wins .	悪が勝つこともあります 。
excuse me , i'm lost .	すみません、迷っています 。
family is important .	家族は大切です 。
few people think so .	そう思う人は少ないでしょう 。
fish is cheap today .	今日は魚が安いです 。
forget your sorrows .	悲しみを忘れてください 。
freedom is not free .	自由は自由ではない 。
gambling is a curse .	ギャンブルは呪いです 。
gambling is illegal .	ギャンブルは違法です 。
get tom to help you .	トムに手伝ってもらってください 。
get away from there .	そこから離れてください 。
get back in the van .	バンに戻ります 。
get down from there .	そこから降りてください 。
get dressed quickly .	早く服を着なさい 。
get me the evidence .	証拠を入手してください 。
get out of here now !	今すぐここから出て行け ！
get out of my chair .	椅子から立ち上がってください 。
get out of my house .	私の家から出て行け 。
get out of my sight .	私の視界から消えてください 。
get out of this car .	この車から降りてください 。
get your clothes on .	服を着てください 。
give tom some water .	トムに水をあげてください 。
give grandma a kiss .	おばあちゃんにキスをしてください 。
give me a toothpick .	つまようじをください 。
give me back my bag .	私のバッグを返してください 。
give me back my hat .	私の帽子を返してください 。
give me back my pen .	私のペンを返してください 。
give me my pen back .	私のペンを返してください 。
give me that samosa .	そのサモサをください 。
give me two minutes .	2分ほどお願いします 。
give the keys to me .	鍵を私に渡してください 。
give us the details .	詳細を教えてください 。
glass breaks easily .	ガラスは割れやすい 。
go and wake mary up .	行ってメアリーを起こしてください 。
go brush your teeth .	歯を磨きに行ってください 。
go jump in the lake .	湖に飛び込みに行きます 。
go to your room now !	今すぐ部屋に行きましょう ！
good luck with that .	頑張ってください 。
grief drove her mad .	悲しみが彼女を狂わせた 。
hand in your papers .	書類を提出してください 。
has tom calmed down ?	トムは落ち着いた ？
has tom noticed yet ?	トムはもう気づいた ？
has anyone seen tom ?	誰かトムを見た人はいますか ？
has he failed again ?	彼はまた失敗したのか ？
has he gone already ?	彼はもう行ってしまったのですか ？
have i lost my mind ?	私は正気を失ってしまったのか ？
have a beer with me .	一緒にビールを飲みましょう 。
have a good weekend !	良い週末を ！
have a good weekend .	良い週末を 。
have a nice holiday .	良い休日をお過ごしください 。
have a nice weekend !	良い週末を ！
have a nice weekend .	良い週末を 。
have a piece of pie .	パイを持ってください 。
have a safe journey .	安全な旅をお過ごしください 。
have they responded ?	彼らは反応しましたか ？
have you got it yet ?	もう手に入れましたか ？
have you had dinner ?	夕食は食べましたか ？
have you tried this ?	これを試してみましたか ？
he abused our trust .	彼は私たちの信頼を悪用しました 。
he accepted my idea .	彼は私の考えを受け入れました 。
he accepted the job .	彼はその仕事を引き受けました 。
he adopted her idea .	彼は彼女のアイデアを採用しました 。
he asked for a beer .	彼はビールを頼んだ 。
he averted his gaze .	彼は視線をそらした 。
he became a pianist .	彼はピアニストになりました 。
he became irritated .	彼はイライラした 。
he boarded the ship .	彼は船に乗りました 。
he bought a new car .	彼は新しい車を買いました 。
he bought her a dog .	彼は彼女に犬を買ってあげた 。
he bragged about it .	彼はそれを自慢した 。
he burst into tears .	彼は泣き出しました 。
he called me a taxi .	彼は私にタクシーを呼んでくれました 。
he came home at ten .	彼は10時に帰宅した 。
he came to my house .	彼は私の家に来ました 。
he can be relied on .	彼は信頼できる 。
he can hardly speak .	彼はほとんど話すことができません 。
he can help you out .	彼はあなたを助けることができます 。
he can play a flute .	彼はフルートを演奏することができます 。
he can't be trusted .	彼は信用できない 。
he cannot sing well .	彼は上手に歌うことができません 。
he caught a big one .	彼は大きなものを捕まえた 。
he changed his mind .	彼は気が変わりました 。
he chased the thief .	彼は泥棒を追いかけた 。
he comes from genoa .	彼はジェノヴァ出身です 。
he commited suicide .	彼は自殺した 。
he cooked me dinner .	彼は私に夕食を作ってくれました 。
he cured my illness .	彼は私の病気を治してくれました 。
he denied that fact .	彼はその事実を否定した 。
he denied the rumor .	彼はその噂を否定した 。
he did it willingly .	彼は喜んでそれをした 。
he did the opposite .	彼はその逆をした 。
he didn't know that .	彼はそれを知りませんでした 。
he died a sad death .	彼は悲しい死を遂げました 。
he does not like us .	彼は私たちが好きではありません 。
he doesn't know yet .	彼はまだ知りません 。
he drinks to excess .	彼は飲み過ぎます 。
he drives a ferrari .	彼はフェラーリを運転します 。
he drives very fast .	彼はとても速く運転します 。
he dropped in on me .	彼は私に立ち寄りました 。
he entered his room .	彼は自分の部屋に入った 。
he entered the army .	彼は軍隊に入った 。
he entered the room .	彼は部屋に入った 。
he feels very happy .	彼はとても幸せだと感じています 。
he felt ill at ease .	彼は気分が悪くなった 。
he felt very lonely .	彼はとても孤独を感じました 。
he flew into a rage .	彼は激怒した 。
he found his master .	彼は主人を見つけた 。
he found my bicycle .	彼は私の自転車を見つけました 。
he gave a deep sigh .	彼は深いため息をついた 。
he gave me an apple .	彼は私にリンゴをくれました 。
he gave me his word .	彼は私に言葉を与えてくれました 。
he got on the train .	彼は電車に乗りました 。
he greeted the lady .	彼はその女性に挨拶した 。
he grows a mustache .	彼は口ひげを生やしています 。
he had already gone .	彼はもう行ってしまった 。
he had fun with her .	彼は彼女と一緒に楽しんでいた 。
he had his hair cut .	彼は髪を切った 。
he had just arrived .	彼はちょうど到着したところだった 。
he had no objection .	彼は何も反対しなかった 。
he had one daughter .	彼には娘が一人いました 。
he has a funny name .	彼は面白い名前を持っています 。
he has a loud voice .	彼は声が大きい 。
he has a nose bleed .	彼は鼻血を出しています 。
he has a round face .	彼は丸い顔をしています 。
he has a square jaw .	彼は四角い顎を持っています 。
he has acted wisely .	彼は賢明な行動をとった 。
he has big problems .	彼は大きな問題を抱えている 。
he has enough money .	彼は十分なお金を持っています 。
he has gone too far .	彼は行き過ぎた 。
he has his own room .	彼は自分の部屋を持っています 。
he has left already .	彼はもう出発しました 。
he has little money .	彼はお金がほとんどありません 。
he has many talents .	彼は多くの才能を持っています 。
he has mutton chops .	彼はマトンチョップを持っています 。
he hates air travel .	彼は飛行機旅行が嫌いです 。
he held her tightly .	彼は彼女をしっかりと抱きしめた 。
he himself tried it .	彼自身がそれを試してみた 。
he hoped to succeed .	彼は成功することを望んでいた 。
he is a born artist .	彼は生まれながらのアーティストです 。
he is a fast runner .	彼は走るのが速いです 。
he is a good doctor .	彼は良い医者です 。
he is a good doctor .	he is a good doctor .
he is a good singer .	彼は歌が上手です 。
he is a good writer .	彼は良い作家です 。
he is a hard worker .	彼は働き者です 。
he is a jealous man .	彼は嫉妬深い男だ 。
he is a lazy fellow .	彼は怠け者だ 。
he is a learned man .	彼は博学な男だ 。
he is a nice person .	彼はいい人です 。
he is a rude person .	彼は失礼な人です 。
he is about my size .	彼は私と同じくらいの大きさです 。
he is always joking .	彼はいつも冗談を言っています 。
he is an honest man .	彼は正直な人です 。
he is apt to forget .	彼は忘れがちだ 。
he is at his office .	彼はオフィスにいます 。
he is at home today .	彼は今日家にいます 。
he is at the office .	彼はオフィスにいます 。
he is clever indeed .	彼は本当に賢いですね 。
he is far from rich .	彼は金持ちとは程遠い 。
he is good at rugby .	彼はラグビーが上手です 。
he is my old friend .	彼は私の古い友人です 。
he is not available .	彼は不在です 。
he is not religious .	彼は無宗教です 。
he is over 80 kilos .	彼の体重は80キロを超えています 。
he is playing music .	彼は音楽を演奏しています 。
he is playing there .	彼はそこで遊んでいます 。
he is probably dead .	彼はおそらく死んでいるでしょう 。
he is ready to work .	彼は働く準備ができています 。
he is taking a walk .	彼は散歩中です 。
he is tall and lean .	彼は背が高くて痩せています 。
he is telling a lie .	彼は嘘をついています 。
he is too sensitive .	彼は敏感すぎる 。
he is very handsome .	彼はとてもハンサムです 。
he is very sociable .	彼はとても社交的です 。
he is very talented .	彼はとても才能があります 。
he is washing a car .	彼は車を洗っています 。
he is wearing a hat .	彼は帽子をかぶっています 。
he jimmied the lock .	彼は鍵をジミーに開けた 。
he kept his promise .	彼は約束を守りました 。
he kissed her again .	彼は再び彼女にキスをした 。
he knows everything .	彼はすべてを知っています 。
he knows how to bet .	彼は賭け方を知っている 。
he knows the secret .	彼はその秘密を知っています 。
he lacks confidence .	彼は自信がありません 。
he lacks experience .	彼には経験が足りない 。
he lacks motivation .	彼はやる気が足りない 。
he laid on his back .	彼は仰向けに横たわった 。
he lays on his back .	彼は仰向けに横たわります 。
he left a while ago .	彼は少し前に出て行った 。
he left immediately .	彼はすぐに立ち去った 。
he left me the keys .	彼は私に鍵を置いていきました 。
he likes adventures .	彼は冒険が好きです 。
he likes air travel .	彼は空の旅が好きです 。
he lives by begging .	彼は物乞いで生きている 。
he lives by himself .	彼は一人で住んでいます 。
he lives in morocco .	彼はモロッコに住んでいます 。
he lives in his car .	彼は車の中で暮らしています 。
he lives off campus .	彼はキャンパスの外に住んでいます 。
he looked surprised .	彼は驚いた顔をした 。
he looks like a bug .	彼は虫のようだ 。
he looks suspicious .	彼は疑わしいようだ 。
he made a wisecrack .	彼は知恵を絞った 。
he made no response .	彼は何も答えなかった 。
he made up his mind .	彼は決心した 。
he may have said so .	彼はそう言ったのかもしれない 。
he may have seen it .	彼はそれを見たかもしれない 。
he may not be happy .	彼は幸せではないかもしれない 。
he must be homesick .	彼はホームシックに違いない 。
he muttered a curse .	彼は悪態をつきながらつぶやいた 。
he needed the money .	彼はお金が必要だった 。
he never loses hope .	彼は決して希望を失わない 。
he never tells lies .	彼は決して嘘をつきません 。
he often comes late .	彼はよく遅刻します 。
he opened the cages .	彼は檻を開けた 。
he parties too much .	彼はパーティーをしすぎます 。
he pushed me gently .	彼は優しく私を押してくれました 。
he raised his hands .	彼は手を挙げた 。
he ran out of money .	彼はお金がなくなってしまった 。
he reached his goal .	彼は目標を達成した 。
he really got to me .	彼は本当に私に近づきました 。
he refused to do so .	彼はそうすることを拒否した 。
he retired at sixty .	彼は60歳で退職した 。
he runs a shoe shop .	彼は靴屋を経営しています 。
he said he was poor .	彼は自分は貧しいと言いました 。
he saluted the lady .	彼はその女性に敬礼した 。
he sat on the bench .	彼はベンチに座っていた 。
he says it's urgent .	彼は緊急だと言っています 。
he seemed to be ill .	彼は病気のようだった 。
he seems to be rich .	彼は金持ちのようだ 。
he seems to be sick .	彼は病気のようだ 。
he seems to know us .	彼は私たちのことを知っているようです 。
he set off to paris .	彼はパリへ出発した 。
he shined his shoes .	彼は靴を磨きました 。
he should have come .	彼は来るべきだった 。
he signed the check .	彼は小切手に署名した 。
he slept in the car .	彼は車の中で寝ました 。
