go .	行く 。
there is a lot of money .	お金はたくさんあります 。
there is no alternative .	代替手段はありません 。
there is no breeze here .	ここには風がありません 。
there is plenty of food .	食べ物はたくさんあります 。
there must be a mistake .	絶対間違ってます 。
there must be a pattern .	パターンがあるはずです 。
there was a lot of snow .	雪がたくさん降りました 。
there was a lot of wind .	風が多かったです 。
there was a traffic jam .	渋滞がありました 。
there was nothing there .	そこには何もありませんでした 。
there was only one left .	残りは 1 つだけでした 。
there were 30 survivors .	生存者は30名でした 。
there were no railroads .	鉄道はありませんでした 。
there were no survivors .	生存者はいなかった 。
there's a party tonight .	今夜パーティーがあります 。
there's another way out .	別の方法があります 。
there's got to be a way .	方法があるはずだ 。
there's no one with tom .	トムと一緒にいる人は誰もいない 。
there's no other choice .	他に選択肢はありません 。
there's no right answer .	正しい答えはありません 。
there's no stopping now .	もう止まることはできません 。
there's no toilet paper .	トイレットペーパーがない 。
there's no turning back .	もう後戻りはできません 。
there's not enough food .	食べ物が足りない 。
there's not enough time .	時間が足りない 。
there's not much to say .	言うことはあまりありません 。
there's nothing up here .	ここには何もありません 。
there's nowhere to hide .	隠れる場所はありません 。
there's only a day left .	残りは 1 日だけです 。
there's plenty of light .	光がたくさんあります 。
there's plenty of water .	水はたくさんあります 。
these apples are rotten .	これらのリンゴは腐っています 。
these are the originals .	これらはオリジナルです 。
these bottles are empty .	これらのボトルは空です 。
these flowers are dying .	これらの花は枯れつつあります 。
these gifts are for you .	これらの贈り物はあなたのためです 。
these keys are not mine .	これらの鍵は私のものではありません 。
these pants fit me well .	このパンツは私によく合います 。
these ruins are ancient .	これらの遺跡は古代のものです 。
these shoes fit my feet .	この靴は私の足にフィットします 。
they abandoned the plan .	彼らは計画を放棄した 。
they abandoned the ship .	彼らは船を放棄した 。
they adopted the orphan .	彼らは孤児を養子にしました 。
they all deserve to die .	彼らは皆死ぬに値する 。
they all made fun of me .	彼らは皆私をからかいました 。
they all need attention .	それらはすべて注意が必要です 。
they are about to start .	彼らはまもなく始まります 。
they are all very happy .	彼らは皆とても幸せです 。
they are both unmarried .	彼らは二人とも未婚です 。
they are gathering nuts .	彼らは木の実を集めています 。
they are going shopping .	彼らは買い物に行っています 。
they are making a salad .	彼らはサラダを作っています 。
they are sensible girls .	彼らは賢明な女の子です 。
they are short of funds .	彼らは資金が不足しています 。
they are still children .	彼らはまだ子供です 。
they arranged a meeting .	彼らは会議を手配した 。
they ate and drank wine .	彼らはワインを食べたり飲んだりしました 。
they attacked the enemy .	彼らは敵を攻撃した 。
they began a discussion .	彼らは議論を始めた 。
they can't hurt you now .	彼らは今あなたを傷つけることはできません 。
they changed the system .	彼らはシステムを変えました 。
they chased others away .	彼らは他の人を追い払いました 。
they crossed the border .	彼らは国境を越えた 。
they didn't act quickly .	彼らはすぐに行動しませんでした 。
they don't have to know .	彼らは知る必要はありません 。
they don't know my name .	彼らは私の名前を知りません 。
they don't listen to me .	彼らは私の言うことを聞きません 。
they don't miss a thing .	彼らは何も見逃しません 。
they drank way too much .	彼らは飲みすぎた 。
they enjoyed themselves .	彼らは楽しんでいた 。
they formed a swim team .	彼らは水泳チームを結成しました 。
they fought for freedom .	彼らは自由のために戦った 。
they gave us their word .	彼らは私たちに言葉を与えてくれました 。
they go to work on foot .	彼らは徒歩で仕事に行きます 。
they got into the train .	彼らは電車に乗りました 。
they had good chemistry .	彼らは良い相性を持っていました 。
they had nothing to eat .	彼らは食べるものが何もありませんでした 。
they have a large house .	彼らは大きな家を持っています 。
they have already begun .	彼らはすでに始めています 。
they have two daughters .	彼らには2人の娘がいます 。
they kissed in the rain .	彼らは雨の中でキスをした 。
they know what happened .	彼らは何が起こったのか知っています 。
they laughed at my idea .	彼らは私の考えを笑いました 。
they lived a happy life .	彼らは幸せな生活を送りました 。
they may leave tomorrow .	彼らは明日出発するかもしれない 。
they met in high school .	彼らは高校で出会いました 。
they reached their goal .	彼らは目標を達成しました 。
they refused to help us .	彼らは私たちを助けることを拒否しました 。
they rowed up the river .	彼らは川を漕ぎ上がった 。
they say he's very rich .	彼らは彼がとてもお金持ちだと言います 。
they stopped doing that .	彼らはそれをやめました 。
they tried a third time .	彼らは三度目の挑戦を試みた 。
they want you to resign .	彼らはあなたに辞任してほしいと思っています 。
they washed their hands .	彼らは手を洗いました 。
they were afraid of you .	彼らはあなたを恐れていました 。
they were in the shower .	彼らはシャワーを浴びていました 。
they were just gambling .	彼らはただギャンブルをしていたのだ 。
they were not impressed .	彼らは感銘を受けませんでした 。
they were not impressed .	they were not impressed .
they were put in prison .	彼らは刑務所に入れられました 。
they were very confused .	彼らはとても混乱していました 。
they will agree on that .	彼らはそれに同意するでしょう 。
they won't be here long .	彼らは長くここにはいないだろう 。
they won't speak to tom .	彼らはトムとは話そうとしません 。
they won't take it away .	彼らはそれを取り上げません 。
they work in the fields .	彼らは畑で働きます 。
they'll be here tonight .	彼らは今夜ここに来るでしょう 。
they'll know what to do .	彼らは何をすべきか分かるでしょう 。
they're all on vacation .	彼らは皆休暇中です 。
they're all watching tv .	彼らは皆テレビを見ています 。
they're all watching us .	彼らは皆私たちを見ています 。
they're headed this way .	彼らはこちらに向かっている 。
they're looking for tom .	彼らはトムを探しています 。
they're looking for you .	彼らはあなたを探しています 。
they're not coming back .	彼らは戻ってこない 。
they're right behind me .	彼らは私のすぐ後ろにいます 。
they're self sufficient .	彼らは自給自足です 。
they're speaking french .	彼らはフランス語を話しています 。
they're waiting for you .	彼らはあなたを待っています 。
they've missed the boat .	彼らはボートに乗り遅れた 。
they've suffered enough .	彼らは十分に苦しんできた 。
things are changing now .	今は状況が変わりつつあります 。
things are looking good .	状況は良好です 。
things got really weird .	事態は本当におかしくなった 。
think about your future .	自分の将来について考えてみましょう 。
this animal is friendly .	この動物はフレンドリーです 。
this area is off-limits .	このエリアは立ち入り禁止です 。
this book is a whodunit .	この本は推理小説です 。
this book is really old .	この本は本当に古いです 。
this book is very small .	この本はとても小さいです 。
this box is made of tin .	この箱はブリキでできています 。
this can't happen again .	これは二度と起こりません 。
this chair is too small .	この椅子は小さすぎます 。
this changes everything .	これですべてが変わります 。
this could be a mistake .	これは間違いかもしれません 。
this could take a while .	これには時間がかかる場合があります 。
this cow is not branded .	この牛にはブランドがありません 。
this dictionary is mine .	この辞書は私のものです 。
this didn't surprise me .	これには驚きませんでした 。
this does not bode well .	これは良い前兆ではありません 。
this doesn't feel right .	これは正しくありません 。
this doesn't make sense .	これは意味がありません 。
this door will not open .	このドアは開きません 。
this factory makes toys .	この工場はおもちゃを作っています 。
this fish is not edible .	この魚は食用ではありません 。
this food smells rotten .	この食べ物は腐った臭いがします 。
this hat doesn't fit me .	この帽子は私には似合わない 。
this heat is unbearable .	この暑さは耐えられない 。
this house is abandoned .	この家は放棄されています 。
this house is fireproof .	この家は耐火です 。
this house is very good .	この家はとても良いです 。
this is a japanese doll .	これは日本人形です 。
this is a good textbook .	これは良い教科書です 。
this is a great victory .	これは大きな勝利です 。
this is a kind of bread .	これはパンの一種です 。
this is a real surprise .	これは本当に驚きです 。
this is a very good tea .	これはとても良いお茶です 。
this is against the law .	これは法律違反です 。
this is all i have left .	私に残っているのはこれだけです 。
this is all that's left .	残っているのはこれだけです 。
this is all unnecessary .	これはすべて不要です 。
this is almost too easy .	これはほとんど簡単すぎます 。
this is an old building .	これは古い建物です 。
this is by far the best .	これは断然最高です 。
this is getting awkward .	厄介なことになってきた 。
this is getting weirder .	これはますます奇妙になってきています 。
this is going very well .	これは非常にうまくいっている 。
this is how i cook fish .	これが私が魚を調理する方法です 。
this is how it happened .	このようにして起こりました 。
this is important to me .	これは私にとって重要です 。
this is my brother , tom .	これは私の弟のトムです 。
this is my new tricycle .	これは私の新しい三輪車です 。
this is no longer funny .	これはもう面白くありません 。
this is not a good sign .	これは良い兆候ではありません 。
this is not about money .	これはお金の問題ではありません 。
this is not good at all .	これはまったく良くありません 。
this is not our problem .	これは私たちの問題ではありません 。
this is our last chance .	これが最後のチャンスです 。
this is perfectly legal .	これは完全に合法です 。
this is really too much .	これは本当に多すぎます 。
this is simply not true .	これは単純に真実ではありません 。
this is the best method .	これが最良の方法です 。
this is the final straw .	これが最後のわらです 。
this is the zoom button .	これはズームボタンです 。
this is very impressive .	これはとても印象的です 。
this is very surprising .	これはとても驚くべきことです 。
this is what he painted .	これは彼が描いたものです 。
this is yours , isn't it ?	これはあなたのものですよね ？
this isn't a safe place .	ここは安全な場所ではありません 。
this isn't an easy task .	これは簡単な作業ではありません 。
this isn't good for tom .	これはトムにとってよくありません 。
this isn't so difficult .	これはそれほど難しいことではありません 。
this knot will not hold .	この結び目は保持できません 。
this looks kind of cute .	これはちょっとかわいいですね 。
this man is incompetent .	この男は無能だ 。
this mango is delicious .	このマンゴーはおいしいです 。
this message is for tom .	このメッセージはトム宛てです 。
this might interest you .	これはあなたにとって興味深いかもしれません 。
this paragraph is vague .	この段落は曖昧です 。
this place is all right .	この場所は大丈夫です 。
this place isn't so bad .	この場所はそれほど悪くありません 。
this plan is fool-proof .	この計画は絶対確実です 。
this plant isn't edible .	この植物は食用ではありません 。
this probably means war .	これはおそらく戦争を意味します 。
this program is a rerun .	この番組は再放送です 。
this reminds me of home .	これを見ると故郷を思い出します 。
this river is beautiful .	この川は美しいです 。
this river is very deep .	この川はとても深いです 。
this room gets sunshine .	この部屋には日光が当たります 。
this smells like cheese .	これはチーズのような香りがします 。
this sounds about right .	これはほぼ正しいと思われます 。
this sounds interesting .	これは面白そうですね 。
this sounds like french .	これはフランス語のように聞こえます 。
this sounds like a trap .	これは罠のように聞こえます 。
this steak is too tough .	このステーキは硬すぎます 。
this stuff tastes awful .	これはひどい味だ 。
this table is expensive .	このテーブルは高価です 。
this table isn't steady .	このテーブルは安定していません 。
this time , i can't help .	今回は仕方ないですね 。
this trip was your idea .	この旅行はあなたのアイデアでした 。
this used to be my room .	ここは以前は私の部屋でした 。
this watch is expensive .	この時計は高価です 。
this water is delicious .	this water is delicious .
this will keep you warm .	これで暖かくなります 。
this won't happen again .	これは二度と起こらないでしょう 。
this would be a mistake .	これは間違いです 。
those are all important .	それらはすべて重要です 。
those are mine , i think .	それらは私のものだと思います 。
those pants are too big .	そのズボンは大きすぎます 。
three of these are mine .	このうち 3 つは私のものです 。
time travel is possible .	タイムトラベルが可能です 。
today is tom's birthday .	今日はトムの誕生日です 。
today's show is a rerun .	今日の番組は再放送です 。
today's special is fish .	今日のスペシャルは魚です 。
tom abandoned that idea .	トムはその考えを放棄した 。
tom and i are neighbors .	トムと私は隣人です 。
tom and i are separated .	トムと私は離れ離れになっています 。
tom and i keep in touch .	トムと私は連絡を取り合っています 。
tom and i will help you .	トムと私がお手伝いします 。
tom and mary are asleep .	トムとメアリーは眠っています 。
tom and mary are honest .	トムとメアリーは正直です 。
tom and mary held hands .	トムとメアリーは手を繋いだ 。
tom and mary were young .	トムとメアリーは若かったです 。
tom arrived at midnight .	トムは真夜中に到着しました 。
tom asked for my number .	トムは私の番号を尋ねました 。
tom asked me to be here .	トムは私にここに来るように頼んだ 。
tom ate a tuna sandwich .	トムはツナサンドイッチを食べました 。
tom ate more than i did .	トムは私よりもたくさん食べました 。
tom bandaged mary's arm .	トムはメアリーの腕に包帯を巻いた 。
tom beat mary in tennis .	トムはテニスでメアリーに勝つ 。
tom began fixing dinner .	トムは夕食の準備を始めた 。
tom began to feel tired .	トムは疲れを感じ始めた 。
tom bought me this book .	トムは私にこの本を買ってくれました 。
tom brushed mary's hair .	トムはメアリーの髪をとかした 。
tom built his own house .	トムは自分の家を建てました 。
tom burst into laughter .	トムは笑い出した 。
tom buys and sells cars .	トムは車を売り買いします 。
tom called a cab for me .	トムは私のためにタクシーを呼んでくれました 。
tom called in an expert .	トムは専門家を呼んだ 。
tom came home very late .	トムはとても遅く帰ってきました 。
tom came into the house .	トムが家に入ってきた 。
tom can do it , can't he ?	トムならできるでしょう ？
tom can't be that naive .	トムはそんなにナイーブなはずがない 。
tom can't do this alone .	トム一人ではこれを行うことはできません 。
tom certainly fooled me .	トムは確かに私を騙した 。
tom changed the subject .	トムは話題を変えました 。
tom clicked his fingers .	トムは指を鳴らした 。
tom could sell anything .	トムは何でも売ることができました 。
tom couldn't be happier .	トムはこれ以上嬉しいことはありません 。
tom couldn't find a job .	トムは仕事を見つけることができなかった 。
tom declined to comment .	トムはコメントを控えた 。
tom deserves a vacation .	トムは休暇を取るに値する 。
tom deserves punishment .	トムは罰を受けるに値する 。
tom did nothing illegal .	トムは違法なことは何もしていません 。
tom did something wrong .	トムは何か悪いことをしました 。
tom didn't believe mary .	トムはメアリーを信じなかった 。
tom didn't come , did he ?	トムは来ませんでしたね ?
tom didn't even tell me .	トムは私にさえ教えてくれませんでした 。
tom didn't get very far .	トムはあまり遠くに行けなかった 。
tom didn't go after all .	結局トムは行かなかった 。
tom didn't go to boston .	トムはボストンに行きませんでした 。
tom didn't have to hide .	トムは隠す必要はなかった 。
tom didn't kiss anybody .	トムは誰にもキスしませんでした 。
tom didn't make a sound .	トムは音を立てなかった 。
tom didn't miss a thing .	トムは何も見逃していませんでした 。
tom didn't seem serious .	トムは真剣そうには見えなかった 。
tom didn't tell me this .	トムは私にこれを教えてくれませんでした 。
tom didn't want my help .	トムは私の助けを望まなかった 。
tom didn't want to sing .	トムは歌いたくなかった 。
tom died in mary's arms .	トムはメアリーの腕の中で亡くなりました 。
tom died when he was 97 .	トムは97歳で亡くなりました 。
tom does volunteer work .	トムはボランティア活動をしています 。
tom doesn't have a home .	トムには家がありません 。
tom doesn't know french .	トムはフランス語を知りません 。
tom doesn't like cheese .	トムはチーズが好きではありません 。
tom doesn't like snails .	トムはカタツムリが好きではありません 。
tom doesn't like sports .	トムはスポーツが好きではありません 。
tom doesn't mince words .	トムは言葉を切り詰めたりしません 。
tom doesn't smile often .	トムはあまり笑わない 。
tom doesn't want to die .	トムは死にたくない 。
tom dove into the water .	トムは水に飛び込みました 。
tom drank too much wine .	トムはワインを飲みすぎました 。
tom dyed his hair black .	トムは髪を黒く染めた 。
tom filled out the form .	トムはフォームに記入しました 。
tom fired his secretary .	トムは秘書を解雇した 。
tom forgot to buy bread .	トムはパンを買うのを忘れた 。
tom found out the truth .	トムは真実を知った 。
tom fractured his wrist .	トムは手首を骨折した 。
tom gave mary something .	トムはメアリーに何かをあげました 。
tom gave me 300 dollars .	トムは私に300ドルくれました 。
tom gave us lots to eat .	トムは私たちにたくさん食べ物をくれました 。
tom goes to high school .	トムは高校に行きます 。
tom got back in the car .	トムは車に戻りました 。
tom got engaged to mary .	トムはメアリーと婚約した 。
tom got on the airplane .	トムは飛行機に乗りました 。
tom got up to help mary .	トムはメアリーを助けるために立ち上がった 。
tom grabbed mary's hand .	トムはメアリーの手を掴んだ 。
tom greeted me politely .	トムは礼儀正しく私に挨拶してくれました 。
tom had a difficult job .	トムは難しい仕事をしていました 。
tom had to do some work .	トムはいくつかの仕事をしなければなりませんでした 。
tom has a beautiful car .	トムは美しい車を持っています 。
tom has a difficult job .	トムは難しい仕事をしています 。
tom has a muscular body .	トムは筋肉質な体をしています 。
tom has a secret weapon .	トムは秘密兵器を持っています 。
tom has a very easy job .	トムはとても簡単な仕事をしています 。
tom has become a father .	トムは父親になりました 。
tom has been helping me .	トムは私を助けてくれています 。
tom has come to see you .	トムがあなたに会いに来ました 。
tom has decided to stay .	トムは残ることに決めました 。
tom has great potential .	トムには大きな可能性があります 。
tom has his own bedroom .	トムには自分の寝室があります 。
tom has joined the army .	トムは軍隊に入隊しました 。
tom has long blond hair .	トムは長いブロンドの髪を持っています 。
tom has lost his wallet .	トムは財布をなくしました 。
tom has made a decision .	トムは決断を下しました 。
tom has made his choice .	トムは自分の選択をしました 。
tom has moved to boston .	トムはボストンに引っ越しました 。
tom has no common sense .	トムには常識がない 。
tom has no money at all .	トムは全くお金がありません 。
tom has nothing to lose .	トムには失うものは何もありません 。
tom has three daughters .	トムには 3 人の娘がいます 。
tom has to go to school .	トムは学校に行かなければなりません 。
tom has very short hair .	トムはとても髪が短いです 。
tom hates country music .	トムはカントリーミュージックが嫌いです 。
tom hid under the table .	トムはテーブルの下に隠れた 。
tom hopes mary will win .	トムはメアリーが勝つことを望んでいます 。
tom is a french teacher .	トムはフランス語の先生です 。
tom is a cocaine addict .	トムはコカイン中毒者です 。
tom is a father himself .	トム自身も父親です 。
tom is a friend of mine .	トムは私の友達です 。
tom is a little nervous .	トムは少し緊張しています 。
tom is a skilled player .	トムは熟練したプレイヤーです 。
tom is a sound engineer .	トムはサウンドエンジニアです 。
tom is a trumpet player .	トムはトランペット奏者です 。
tom is a very good cook .	トムはとても料理が上手です 。
tom is a window cleaner .	トムは窓拭きの仕事をしています 。
tom is allergic to dust .	トムはほこりに対してアレルギーがあります 。
tom is allergic to eggs .	トムは卵にアレルギーがあります 。
tom is already sleeping .	トムはもう寝ています 。
tom is already thirteen .	トムはもう13歳です 。
tom is an hr consultant .	トムは人事コンサルタントです 。
tom is an active person .	トムは活動的な人です 。
tom is as busy as a bee .	トムはミツバチのように忙しいです 。
tom is biting his nails .	トムは爪を噛んでいます 。
tom is boring , isn't he ?	トムは退屈ですよね ？
tom is dating my sister .	トムは私の妹とデートしています 。
tom is driving too fast .	トムは運転が速すぎます 。
tom is drunk as a skunk .	トムはスカンクのように酔っている 。
tom is famous , isn't he ?	トムは有名ですよね ？
tom is fluent in french .	トムはフランス語が流暢です 。
tom is full of ambition .	トムは野心に満ちています 。
tom is hiding something .	トムは何かを隠しています 。
tom is hiding somewhere .	トムはどこかに隠れています 。
tom is in an angry mood .	トムは怒っている 。
tom is in the ski lodge .	トムはスキーロッジにいます 。
tom is insanely jealous .	トムはめちゃくちゃ嫉妬している 。
tom is learning to swim .	トムは水泳を習っています 。
tom is living in boston .	トムはボストンに住んでいます 。
tom is looking for mary .	トムはメアリーを探しています 。
tom is looking for that .	トムはそれを探しています 。
tom is lying ill in bed .	トムは病気で寝ています 。
tom is making a mistake .	トムは間違いを犯しています 。
tom is moving to boston .	トムはボストンに引っ越します 。
tom is not fond of pets .	トムはペットが好きではありません 。
tom is obviously a jerk .	トムは明らかにバカだ 。
tom is outside , playing .	トムは外で遊んでいます 。
tom is preparing dinner .	トムは夕食の準備をしています 。
tom is proud of his car .	トムは自分の車を誇りに思っています 。
tom is proud of his son .	トムは息子を誇りに思っています 。
tom is really ambitious .	トムは本当に野心家です 。
tom is really motivated .	トムは本当にやる気があります 。
tom is scared of ghosts .	トムは幽霊が怖いです 。
tom is shouting at mary .	トムはメアリーに向かって叫んでいます 。
tom is single , isn't he ?	トムは独身ですよね ？
tom is still just a kid .	トムはまだ子供です 。
tom is strong , isn't he ?	トムは強いですよね ？
tom is taller than mary .	トムはメアリーより背が高いです 。
tom is thirty years old .	トムは30歳です 。
tom isn't a boy anymore .	トムはもう男の子ではありません 。
tom isn't a good singer .	トムは上手な歌手ではありません 。
tom isn't afraid to die .	トムは死ぬことを恐れていません 。
tom isn't going to wait .	トムは待つつもりはない 。
tom isn't his real name .	トムは彼の本名ではありません 。
tom isn't in good shape .	トムは体調が良くありません 。
tom isn't very athletic .	トムはあまり運動神経が良くない 。
tom kept silent all day .	トムは一日中黙っていた 。
tom knows mary is right .	トムはメアリーが正しいことを知っています 。
tom knows mary is wrong .	トムはメアリーが間違っていることを知っている 。
tom knows it's hopeless .	トムはそれが絶望的であることを知っています 。
tom knows where we live .	トムは私たちがどこに住んでいるか知っています 。
tom liked to play chess .	トムはチェスをするのが好きでした 。
tom likes cheeseburgers .	トムはチーズバーガーが好きです 。
tom likes country music .	トムはカントリーミュージックが好きです 。
tom likes the idea , too .	トムもそのアイデアが気に入っています 。
tom likes to drink beer .	トムはビールを飲むのが好きです 。
tom likes to drink wine .	トムはワインを飲むのが好きです 。
tom looked at the floor .	トムは床を見た 。
tom looked really angry .	トムは本当に怒っているようだった 。
tom looked really tired .	トムは本当に疲れているようだった 。
tom looks happier today .	トムは今日はとても幸せそうです 。
tom lost a contact lens .	トムはコンタクトレンズを紛失しました 。
tom lost his house keys .	トムは家の鍵をなくしました 。
tom loves country music .	トムはカントリーミュージックが大好きです 。
tom loves sports events .	トムはスポーツイベントが大好きです 。
tom makes his own bread .	トムは自分でパンを作ります 。
tom makes me feel young .	トムは私に若さを感じさせます 。
tom never makes his bed .	トムは決してベッドメイキングをしない 。
tom never saw her again .	トムは二度と彼女に会いませんでした 。
tom never talks to mary .	トムは決してメアリーと話さない 。
tom never was ambitious .	トムは決して野心的ではなかった 。
tom often wears sandals .	トムはよくサンダルを履きます 。
tom only shook his head .	トムは首を振るだけだった 。
tom opened the curtains .	トムはカーテンを開けた 。
tom plucked the chicken .	トムは鶏のむしりをした 。
tom poisoned mary's dog .	トムはメアリーの犬に毒を盛った 。
tom pounded on the door .	トムはドアを叩きました 。
tom prefers to be alone .	トムは一人でいることを好みます 。
tom promised to help me .	トムは私を助けると約束した 。
tom promised to help us .	トムは私たちを助けると約束した 。
tom pulled out a pencil .	トムは鉛筆を取り出した 。
tom put on his backpack .	トムはバックパックを背負った 。
tom put on his slippers .	トムはスリッパを履きました 。
tom put on some clothes .	トムは服を着ました 。
tom ran a half-marathon .	トムはハーフマラソンを走りました 。
tom ran out of the room .	トムは部屋を飛び出した 。
tom ran to the bathroom .	トムはトイレに走った 。
tom really likes boston .	トムはボストンが本当に好きです 。
tom really likes chopin .	トムは本当にショパンが好きです 。
tom really sounds upset .	トムは本当に動揺しているようだ 。
tom regrets what he did .	トムは自分のしたことを後悔している 。
tom retires next spring .	トムは来春退職します 。
tom rubbed his forehead .	トムは額をこすった 。
tom said mary was happy .	トムはメアリーが幸せだと言った 。
tom said mary was there .	トムはメアリーがそこにいると言った 。
tom said he wanted that .	トムはそれが欲しいと言った 。
tom said he was shocked .	トムはショックを受けたと言いました 。
tom said he wasn't sick .	トムは病気ではないと言った 。
tom said it was raining .	トムは雨が降っていると言った 。
tom sat behind his desk .	トムは机の後ろに座っていました 。
tom sat down and waited .	トムは座って待っていました 。
tom sat in the darkness .	トムは暗闇の中に座っていた 。
tom sat near the window .	トムは窓の近くに座りました 。
tom says he can do that .	トムはそれができると言っています 。
tom says he saw a ghost .	トムは幽霊を見たと言いました 。
tom says he saw nothing .	トムは何も見えなかったと言います 。
tom scared the children .	トムは子供たちを怖がらせた 。
tom sealed the envelope .	トムは封筒に封をした 。
tom seemed disappointed .	トムはがっかりしたようだった 。
tom seemed fairly happy .	トムはかなり幸せそうだった 。
tom seemed very excited .	トムはとても興奮しているようでした 。
tom seems a bit worried .	トムは少し心配しているようだ 。
tom seems to be in love .	トムは恋をしているようだ 。
tom seems to be nervous .	トムは緊張しているようだ 。
tom seems to be seasick .	トムは船酔いしているようです 。
tom seldom eats seafood .	トムはシーフードをめったに食べません 。
tom shaved his mustache .	トムは口ひげを剃った 。
tom should learn french .	トムはフランス語を勉強すべきです 。
tom should listen to me .	トムは私の言うことを聞いてください 。
tom shouldn't have left .	トムは去るべきではなかった 。
tom signed the contract .	トムは契約書にサインしました 。
tom signed the document .	トムは書類に署名しました 。
tom sliced the tomatoes .	トムはトマトをスライスした 。
tom snapped his fingers .	トムは指を鳴らした 。
tom stared in disbelief .	トムは信じられないという表情で見つめた 。
tom stepped on the rake .	トムは熊手を踏みました 。
tom still lives at home .	トムはまだ家に住んでいます 。
tom still loves his job .	トムは今でも自分の仕事が大好きです 。
tom swallowed his pride .	トムはプライドを飲み込んだ 。
tom talked about boston .	トムはボストンについて話しました 。
tom taught mary to read .	トムはメアリーに読み方を教えました 。
tom taught mary to swim .	トムはメアリーに水泳を教えました 。
tom thinks i'm an idiot .	トムは私が馬鹿だと思っている 。
tom thinks you're lying .	トムはあなたが嘘をついていると思っています 。
tom threw mary the ball .	トムはメアリーにボールを投げた 。
tom told me i was wrong .	トムは私が間違っていると言った 。
tom told me he was full .	トムはお腹がいっぱいだと言った 。
tom told me you hit him .	トムはあなたが彼を殴ったと言った 。
tom told us to be quiet .	トムは私たちに静かにするように言いました 。
tom took a quick shower .	トムは急いでシャワーを浴びた 。
tom took three pictures .	トムは写真を3枚撮りました 。
tom tried to stay quiet .	トムは黙っていようとした 。
tom turned on the light .	トムは電気をつけました 。
tom understands you now .	トムはあなたのことを理解しました 。
tom unfolded his napkin .	トムはナプキンを広げた 。
tom used to play soccer .	トムはサッカーをしていました 。
tom wanted to be famous .	トムは有名になりたかった 。
tom wanted to call mary .	トムはメアリーに電話したかった 。
tom wanted to help mary .	トムはメアリーを助けたかった 。
tom wants to marry mary .	トムはメアリーと結婚したいと思っています 。
tom was a brave soldier .	トムは勇敢な兵士でした 。
tom was a piano teacher .	トムはピアノの先生でした 。
tom was also having fun .	トムも楽しかったです 。
tom was bitten by a dog .	トムは犬に噛まれました 。
tom was caught speeding .	トムはスピード違反で捕まりました 。
tom was dying of thirst .	トムはのどが渇いて死にそうだった 。
tom was easy to talk to .	トムは話しやすかった 。
tom was in high spirits .	トムは元気だった 。
tom was late for dinner .	トムは夕食に遅れました 。
tom was looking for you .	トムはあなたを探していました 。
tom was lost in thought .	トムは物思いにふけっていた 。
tom was obviously angry .	トムは明らかに怒っていた 。
tom was on tv yesterday .	トムは昨日テレビに出ました 。
tom was right after all .	結局トムは正しかった 。
tom was scared to death .	トムは死ぬほど怖かった 。
tom was shot in the leg .	トムは足を撃たれました 。
tom was sure of himself .	トムは自分に自信を持っていた 。
tom was talking to mary .	トムはメアリーと話していました 。
tom watches too much tv .	トムはテレビを見すぎます 。
tom wears thick glasses .	トムは分厚い眼鏡をかけています 。
tom went home with mary .	トムはメアリーと一緒に家に帰りました 。
tom will do a great job .	トムは素晴らしい仕事をするでしょう 。
tom wishes he could fly .	トムは飛べたらいいのにと思っています 。
tom woke up around noon .	トムは正午頃に起きました 。
tom won't be successful .	トムは成功しないでしょう 。
tom works at a pizzeria .	トムはピッツェリアで働いています 。
tom wouldn't be pleased .	トムは喜ばないだろう 。
tom wouldn't understand .	トムには理解できないだろう 。
tom wrote a short story .	トムは短編小説を書きました 。
tom wrung out the towel .	トムはタオルを絞りました 。
tom's french is perfect .	トムのフレンチは完璧です 。
tom's brother is strong .	トムの兄は強いです 。
tom's dog attacked mary .	トムの犬がメアリーを襲った 。
tom's father is in jail .	トムの父親は刑務所にいる 。
tom's house burned down .	トムの家が全焼した 。
tom's house is very big .	トムの家はとても大きいです 。
tom's nose was bleeding .	トムは鼻血を出していました 。
tom's room wasn't clean .	トムの部屋はきれいではありませんでした 。
tom , have you eaten yet ?	トム、もう食べましたか ？
tomorrow is another day .	明日は別の日です 。
tomorrow is my birthday .	明日は私の誕生日です 。
tonight would be better .	今夜はもっと良いでしょう 。
toss your gun over here .	銃をここに投げてください 。
try not to eat too much .	食べ過ぎないようにしてください 。
try to control yourself .	自分自身をコントロールするように努めてください 。
try to enjoy yourselves .	楽しんでみてください 。
try to have fun tonight .	今夜は楽しんでみてください 。
try to hold it together .	それをまとめてみてください 。
turn the flame down low .	火を弱火にします 。
turn the lights out now .	今すぐ明かりを消してください 。
use the manual override .	手動オーバーライドを使用してください 。
vacation's already over .	休暇はもう終わった 。
wait until you see this .	これが表示されるまでお待ちください 。
waiter , i need a napkin .	ウェイター、ナプキンが必要です 。
was anyone else injured ?	他に怪我をした人はいませんか ？
was that you in the car ?	あなたは車に乗っていましたか ？
was there an earthquake ?	地震がありましたか ？
watch what you're doing .	あなたが何をしているのか見てください 。
water expands with heat .	水は熱によって膨張します 。
we all deserve a chance .	私たちは皆、チャンスを得るに値します 。
we all had a great time .	みんなで楽しい時間を過ごしました 。
we all have our secrets .	私たちは皆、秘密を持っています 。
we all stood up at once .	私たちは全員同時に立ち上がりました 。
we all wished for peace .	私たちは皆平和を願っていました 。
