go .	行く 。
who hired you ?	誰があなたを雇ったのですか ？
who is absent ?	誰が欠席していますか ？
who is hungry ?	誰がお腹が空いていますか ？
who said that ?	誰がそんなこと言ったの ？
who says that ?	誰がそんなこと言うの ？
who wants tea ?	誰がお茶が欲しいですか ？
who washed it ?	誰が洗ったんですか ？
who won today ?	今日は誰が勝ちましたか ？
who's at home ?	誰が家にいるの ？
who's dieting ?	誰がダイエットしてるの ？
who's driving ?	誰が運転していますか ？
who's talking ?	誰が話しているのですか ？
who's winning ?	誰が勝ってますか ？
who's with me ?	誰が私と一緒にいるの ？
whose is this ?	これは誰ですか ？
will she come ?	彼女は来ますか ？
you all right ?	大丈夫ですか ？
you are crazy .	あなたは狂っている 。
you are drunk !	あなたは酔っています ！
you are early .	早いですね 。
you are lying .	あなたは嘘をついています 。
you are wrong .	あなたは間違っている 。
you can do it .	できますよ 。
you have mail .	メールがあります 。
you look busy .	忙しそうですね 。
you look fine .	元気そうだね 。
you look pale .	あなたは青白く見えます 。
you look sick .	あなたは病気のようです 。
you must come .	必ず来てください 。
you must rest .	休まなければなりません 。
you must stay .	あなたは留まらなければなりません 。
you need this .	これが必要です 。
you needed me .	あなたには私が必要でした 。
you seem busy .	忙しそうですね 。
you should go .	行くべきです 。
you stay here .	あなたはここにいてください 。
you want this ?	これが欲しいですか ？
you were mine .	あなたは私のものでした 。
you work hard .	頑張ってね 。
you'd love it .	気に入っていただけると思います 。
you'll go far .	あなたは遠くへ行くでしょう 。
you're a doll !	あなたは人形ですよ ！
you're a liar .	あなたは嘘つきです 。
you're a nerd .	あなたはオタクです 。
you're a slob .	あなたはだらしない人です 。
you're a snob .	あなたは俗物です 。
you're a star .	あなたはスターです 。
you're biased .	あなたは偏見を持っています 。
you're boring .	あなたは退屈です 。
you're bright .	あなたは明るいですね 。
you're clever .	あなたは賢いですね 。
you're crafty .	あなたはずるいです 。
you're creepy .	あなたは不気味だ 。
you're famous .	あなたは有名です 。
you're greedy .	あなたは貪欲ですね 。
you're grumpy .	あなたは不機嫌です 。
you're insane .	あなたは正気じゃない 。
you're joking !	冗談だよ ！
you're loaded .	ロードされました 。
you're losing .	あなたは負けています 。
you're no fun .	あなたは面白くないよ 。
you're pretty .	あなたはきれいですね 。
you're single .	あなたは独身です 。
you're skinny .	あなたは痩せていますね 。
you're sleepy .	眠いですよ 。
you're sneaky .	あなたは卑劣です 。
you're stupid .	あなたは愚かです 。
you're unfair .	あなたは不公平です 。
you've failed .	あなたは失敗しました 。
a beer , please .	ビールをください 。
a coke , please .	コーラをください 。
act like a man .	男らしく行動する 。
ain't she cute ?	彼女はかわいくないですか ？
allow me to go .	行かせてください 。
am i intruding ?	私は侵入していますか ？
am i not right ?	私は間違っていますか ？
am i qualified ?	私には資格がありますか ？
apples are red .	リンゴは赤いです 。
are there kids ?	子供はいますか ？
are we friends ?	私たちは友達ですか ？
are we leaving ?	私たちは出発しますか ？
are we sinking ?	私たちは沈んでいますか ？
are you afraid ?	怖いですか ？
are you coming ?	来ますか ？
are you crying ?	泣いていますか ？
are you famous ?	あなたは有名ですか ？
are you hiring ?	雇用していますか ？
are you honest ?	あなたは正直ですか ？
are you hungry ?	お腹がすきましたか ？
are you insane ?	あなたは正気ですか ？
are you joking ?	冗談ですか ？
are you lonely ?	寂しいですか ？
are you single ?	あなたは独身ですか ？
are you sleepy ?	眠いですか ？
aren't you hot ?	暑くないですか ？
autumn is here .	秋がやって来ました 。
be a good girl .	良い子になってね 。
be nice to her .	彼女に優しくしてください 。
blow your nose .	鼻をかむ 。
boats can sink .	ボートは沈む可能性があります 。
both are alive .	両方とも生きています 。
bring a camera .	カメラを持ってきてください 。
bring a shovel .	シャベルを持ってきてください 。
bring it to me .	それを私に持ってきてください 。
bring the kids .	子供たちを連れてきてください 。
buy him a beer .	彼にビールを買ってください 。
buy me a drink .	飲み物を買ってください 。
call a plumber .	配管工に電話してください 。
can i eat that ?	それを食べてもいいですか ？
can i eat this ?	これを食べてもいいですか ？
can i go first ?	先に行ってもいいですか ？
can i have one ?	一つもらえますか ？
can i help you ?	いかがなさいましたか ？
can i join you ?	参加してもいいですか ？
can i kiss you ?	キスしてもいいですか ？
can i see that ?	それが見えますか ？
can i see this ?	これを見てもいいですか ？
can i see , too ?	私も見てもいいですか ？
can i sit down ?	座ってもいいですか ？
can i sit here ?	ここに座ってもいいですか ？
can i touch it ?	触ってもいいですか ？
can tom see us ?	トムには私たちが見えますか ？
can we come in ?	入ってもいいですか ？
can you cancel ?	キャンセルできますか ？
can you juggle ?	ジャグリングできますか ？
can you see it ?	見えますか ？
cash is better .	現金の方が良いです 。
catch the ball .	ボールをキャッチします 。
cats are smart .	猫は賢い 。
change is good .	変化は良いです 。
check that out .	それをチェックしてください 。
check this out .	これをチェックしてください 。
close the door .	ドアを閉める 。
close the gate .	ゲートを閉めてください 。
coffee , please .	コーヒーをください 。
come back here .	ここに戻ってください 。
come back home .	家に帰ってください 。
come back soon .	すぐに戻ってきてください 。
come down here .	ここに来てください 。
contact my son .	息子に連絡してください 。
cows eat grass .	牛は草を食べます 。
cows give milk .	牛はミルクを与えます 。
cut it in half .	それを半分に切ります 。
did i break it ?	私が壊したの ？
did i hurt you ?	私はあなたを傷つけましたか ？
did i say that ?	私がそれを言いましたか ？
did i wake you ?	私があなたを起こしましたか ？
did tom buy it ?	トムはそれを買いましたか ?
did she say it ?	彼女はそれを言いましたか ？
did you forget ?	忘れましたか ？
did you get it ?	分かりましたか ？
did you go out ?	出かけましたか ？
did you say 30 ?	30って言いましたか ？
did you see it ?	見ましたか ？
dinner's ready .	夕食の準備ができました 。
do i annoy you ?	私はあなたを困らせていますか ？
do i need this ?	これは必要ですか ？
do as you like .	好きなようにしてください 。
do as you want .	好きなようにしてください 。
do it this way .	このようにしてください 。
do it tomorrow .	明日やろう 。
do it yourself .	自分でやってください 。
do not do that .	そんなことはしないでください 。
do tigers purr ?	トラは喉を鳴らしますか ？
do we know you ?	私たちはあなたを知っていますか ？
do you deny it ?	あなたはそれを否定しますか ？
do you hate me ?	私が嫌いですか ？
do you hear me ?	聞こえますか ？
do you know me ?	あなたは私を知っていますか ？
do you know us ?	私たちを知っていますか ？
do you like it ?	あなたはそれが好きですか ？
do you love me ?	あなたは私を愛していますか ？
do you mean us ?	私たちのことですか ？
do you miss it ?	懐かしいですか ？
do you promise ?	約束しますか ？
do you read me ?	私のことを読んでいますか ？
do you recycle ?	リサイクルしますか ？
does tom drink ?	トムは飲みますか ？
does tom smoke ?	トムはタバコを吸いますか ？
does it matter ?	関係ありますか ？
does this hurt ?	これは痛いですか ？
dogs are smart .	犬は賢いです 。
don't be angry .	怒らないでください 。
don't be crazy .	おかしくないでください 。
don't be crude .	粗暴なことはしないでください 。
don't be naive .	ナイーブにならないでください 。
don't be silly .	ふざけるなよ 。
don't be sorry .	ごめんなさい 。
don't be upset .	動揺しないでください 。
don't blame me .	私を責めないでください 。
don't buy that .	それは買わないでください 。
don't complain .	文句を言わないでください 。
don't fall off !	落ちないでください ！
don't force it .	無理強いしないでください 。
don't judge me .	勝手に決めつけないで 。
don't leave me .	置いていかないでください 。
don't leave us .	私たちを置いて行かないでください 。
don't mind her .	彼女は気にしないでください 。
don't obey him .	彼に従わないでください 。
don't run here .	ここで走らないでください 。
don't say that .	そんなことは言わないでください 。
don't show off .	見せびらかさないでください 。
don't stand up .	立ち上がらないでください 。
don't stop him .	彼を止めないでください 。
don't tease me .	私をからかわないでください 。
don't tempt me .	私を誘惑しないでください 。
don't touch it .	触らないでください 。
don't touch me !	触らないでください ！
don't touch me .	触らないでください 。
don't you care ?	気にしませんか ？
drink some tea .	お茶を飲みましょう 。
drop me a line .	連絡してください 。
eat everything .	全部食べる 。
eat more fruit .	もっと果物を食べてください 。
empty your bag .	バッグを空にしてください 。
enjoy the game .	ゲームをお楽しみください 。
enjoy the show .	ショーをお楽しみください 。
enjoy your day .	一日をお楽しみください 。
enter the room .	部屋に入ります 。
everybody knew .	誰もが知っていました 。
everybody left .	全員が去りました 。
everybody lies .	誰もが嘘をつきます 。
everybody paid .	誰もが支払いました 。
everyone gasps .	誰もが息を呑む 。
everyone's out .	みんな外出中 。
fight like men .	男らしく戦う 。
fishing is fun .	釣りは楽しいです 。
form two lines .	2列を形成します 。
get in the car .	車に乗ります 。
get in the van .	バンに乗ります 。
get off my car .	私の車から降りてください 。
get on a horse .	馬に乗ります 。
get on the bus .	バスに乗ります 。
get on with it .	それをやってください 。
get out of bed !	ベッドから出てください ！
get out of bed .	ベッドから出てください 。
get rid of her .	彼女を追い出しなさい 。
get some sleep .	少し寝てください 。
get the camera .	カメラを手に入れてください 。
give him a hug .	彼を抱きしめてください 。
give it a shot .	試してみてください 。
give it to her .	それを彼女にあげてください 。
give it to him .	それを彼にあげてください 。
give me a beer .	ビールをください 。
give me a hand .	手を貸してください 。
give me a hint .	ヒントをください 。
give me a kiss .	キスをしてください 。
give me a week .	一週間ください 。
go back to bed .	ベッドに戻ってください 。
go get changed .	着替えに行ってください 。
go look for it .	探しに行ってください 。
go right ahead .	すぐに行ってください 。
go take a walk .	散歩に行ってください 。
go to the park .	公園に行きます 。
good afternoon .	こんにちは 。
grab your gear .	ギアを手に取りましょう 。
guess who i am .	私が誰なのか推測してください 。
hand me my mug .	私のマグカップを渡してください 。
happy new year !	あけましておめでとう ！
happy birthday !	お誕生日おめでとう ！
happy holidays .	楽しい休暇を過ごしてください 。
have you eaten ?	食べましたか ？
have you slept ?	寝ましたか ？
he almost died .	彼は危うく死にそうになった 。
he also saw it .	彼もそれを見ました 。
he asked me to .	彼は私にこう頼んだ 。
he became rich .	彼は金持ちになった 。
he bit his lip .	彼は唇を噛んだ 。
he came by bus .	彼はバスで来ました 。
he came by car .	彼は車で来ました 。
he can't count .	彼は数えられない 。
he can't do it .	彼にはそれができない 。
he can't drive .	彼は運転できません 。
he cannot swim .	彼は泳げません 。
he could do it .	彼ならそれができるだろう 。
he counts fast .	彼は数を数えるのが速い 。
he deserved it .	彼はそれに値する 。
he dislikes me .	彼は私が嫌いです 。
he doesn't lie .	彼は嘘をつきません 。
he doesn't tan .	彼は日焼けしません 。
he felt uneasy .	彼は不安を感じた 。
he flew a kite .	彼は凧を揚げた 。
he gazed at me .	彼は私を見つめた 。
he got the job .	彼はその仕事に就いた 。
he has a beard .	彼はひげを生やしています 。
he has a lunch .	彼は昼食を食べています 。
he has a point .	彼の言うことは一理ある 。
he has a video .	彼はビデオを持っています 。
he has changed .	彼は変わってしまった 。
he has left us .	彼は私たちのもとを去りました 。
he has no fear .	彼には恐れがありません 。
he has to come .	彼は来なければなりません 。
he hated lying .	彼は嘘が大嫌いだった 。
he is american .	彼はアメリカ人です 。
he is canadian .	彼はカナダ人です 。
he is japanese .	彼は日本人です 。
he is a doctor .	彼は医者です 。
he is a genius .	彼は天才です 。
he is a writer .	彼は作家です 。
he is an actor .	彼は俳優です 。
he is bankrupt .	彼は破産しました 。
he is in tokyo .	彼は東京にいます 。
he is my uncle .	彼は私の叔父です 。
he is outgoing .	彼は社交的です 。
he is powerful .	彼は力強いです 。
he is well off .	彼は裕福です 。
he keeps a cat .	彼は猫を飼っています 。
he lay face up .	彼は仰向けに横たわった 。
he likes jelly .	彼はゼリーが好きです 。
he likes money .	彼はお金が好きです 。
he lives alone .	彼は一人で住んでいます 。
he looked back .	彼は振り返った 。
he looked well .	彼はよく見えた 。
he looks tired .	彼は疲れているようだ 。
he looks young .	彼は若く見えます 。
he lost a book .	彼は本をなくしました 。
he loves music .	彼は音楽が大好きです 。
he makes sense .	彼の言うことは理にかなっている 。
he needs money .	彼はお金が必要です 。
he owes me one .	彼は私に借りがあります 。
he passed away .	彼は亡くなりました 。
he respects me .	彼は私を尊敬しています 。
he sang a song .	彼は歌を歌いました 。
he saw it also .	彼もそれを見ました 。
he saw it , too .	彼もそれを見ました 。
he scolded her .	彼は彼女を叱った 。
he seems angry .	彼は怒っているようだ 。
he seems happy .	彼は幸せそうだ 。
he seems tired .	彼は疲れているようだ 。
he sells fruit .	彼は果物を売っています 。
he should come .	彼は来るはずだ 。
he slapped her .	彼は彼女を平手打ちした 。
he sold us out .	彼は私たちを売り飛ばした 。
he surrendered .	彼は降伏した 。
he talks a lot .	彼はよく話します 。
he trusted you .	彼はあなたを信頼していました 。
he walked away .	彼は立ち去った 。
he wants to go .	彼は行きたいと思っています 。
he was english .	彼はイギリス人でした 。
he was in pain .	彼は苦しんでいた 。
he was invited .	彼は招待されました 。
he was panting .	彼は喘いでいた 。
he was patient .	彼は我慢強かった 。
he was perfect .	彼は完璧でした 。
he was stunned .	彼は驚いた 。
he went skiing .	彼はスキーに行きました 。
he went to bed .	彼は寝ました 。
he will not go .	彼は行かないでしょう 。
he worked hard .	彼は一生懸命働きました 。
he works a lot .	彼はよく働きます 。
he's a big boy .	彼は大きな男の子だ 。
he's a bit shy .	彼は少し恥ずかしがり屋です 。
he's a gambler .	彼はギャンブラーです 。
he's a man now .	彼は今では男です 。
he's a slacker .	彼は怠け者だ 。
he's all right .	彼は大丈夫です 。
he's an author .	彼は作家です 。
he's an ex-con .	彼は前科者です 。
he's an outlaw .	彼は無法者だ 。
he's depressed .	彼は落ち込んでいます 。
he's henpecked .	彼は困っています 。
he's in danger .	彼は危険にさらされている 。
he's in prison .	彼は刑務所にいる 。
he's not going .	彼は行かないよ 。
he's not ready .	彼は準備ができていない 。
he's so stupid .	彼はとても愚かだ 。
he's too drunk .	彼は酔っぱらっている 。
he's very open .	彼はとてもオープンです 。
hello everyone !	こんにちは、みんな ！
here comes tom .	トムが来ました 。
here is a book .	ここに本があります 。
here is my key .	ここに私の鍵があります 。
here she comes .	彼女が来ました 。
here's my room .	ここが私の部屋です 。
hey , what's up ?	やぁ、何やってんの ？
hi ! what's new ?	こんにちは ！新着情報 ？
hide the money .	お金を隠してください 。
his head ached .	彼の頭は痛かった 。
his name's tom .	彼の名前はトムです 。
how can i help ?	どうすれば助けられますか ？
how can i lose ?	どうやって負けるの ？
how deep is it ?	深さはどれくらいですか ？
how did i look ?	私はどう見えましたか ？
how did it end ?	どうやって終わりましたか ？
how did you do ?	どうしましたか ？
how good is he ?	彼はどれくらい上手ですか ？
how high is it ?	どのくらい高いですか ？
how long is it ?	どれくらいですか ？
how much is it ?	いくらですか ？
how old is tom ?	トムは何歳ですか ？
how tall is he ?	彼の身長はどれくらいですか ?
how was boston ?	ボストンはどうでしたか ？
how wide is it ?	どのくらい広いですか ？
how's it going ?	調子はどう ？
how's your job ?	仕事はどうですか ？
hurry up , guys .	急いでください 。
i already know .	私はすでに知っています 。
i am hungarian .	私はハンガリー人です 。
i am a shy boy .	私は内気な男の子です 。
i am a student .	私は学生です 。
i am a teacher .	私は教師です 。
i am a tourist .	私は観光客です 。
i am an artist .	私は芸術家です 。
i am exhausted .	私は疲れ果てています 。
i am in london .	私はロンドンにいます 。
i am in a spot .	私は現場にいる 。
i am not happy .	私は幸せではありません 。
i am off today .	今日は休みです 。
i am too short .	私は短すぎます 。
i am very tall .	私はとても背が高いです 。
i ate a banana .	バナナを食べました 。
i ate too much .	食べすぎました 。
i believe that .	私はそれを信じています 。
i believed you .	私はあなたを信じていました 。
i bike to work .	私は自転車で通勤しています 。
i borrow money .	お金を借ります 。
i bought a hat .	帽子を買いました 。
i broke a nail .	爪を折ってしまいました 。
i broke my arm .	腕を骨折してしまいました 。
i broke my leg .	足を骨折してしまいました 。
i brought mine .	私は私のものを持ってきました 。
i brought wine .	ワインを持ってきました 。
i called ahead .	先に電話しました 。
i came for you .	私はあなたのために来ました 。
i can hear tom .	トムの声が聞こえる 。
i can hear you .	聞こえますよ 。
i can help tom .	トムを手伝うことができます 。
i can help you .	お手伝いしましょう 。
i can prove it .	私はそれを証明できます 。
i can't get in .	入れません 。
i can't go out .	外出できない 。
i can't see it .	見えない 。
i can't use it .	使えません 。
i changed that .	私はそれを変更しました 。
i corrected it .	修正しました 。
i cut the rope .	私はロープを切りました 。
i decorated it .	飾りました 。
i deserve that .	私はそれに値する 。
i deserve this .	私はこれに値する 。
i did have fun .	楽しかったです 。
i did warn you .	私はあなたに警告しました 。
i didn't argue .	私は議論しませんでした 。
i didn't cheat .	私は騙しませんでした 。
i didn't do it .	私はしませんでした 。
i didn't drive .	私は運転しませんでした 。
i didn't flunk .	私は失敗しませんでした 。
i didn't laugh .	笑わなかった 。
i didn't sleep .	寝ませんでした 。
i didn't speak .	私は話さなかった 。
i dislike eggs .	私は卵が嫌いです 。
i do apologize .	お詫び申し上げます 。
i do know that .	それは知っています 。
i don't belong .	私は属していません 。
i don't follow .	フォローしません 。
i don't gamble .	私はギャンブルはしません 。
i don't get it .	理解できません 。
i don't gossip .	私は噂話をしません 。
i drank a beer .	ビールを飲みました 。
i enjoy movies .	私は映画が好きです 。
i fed the pigs .	私は豚に餌をあげました 。
i feel ashamed .	恥ずかしいです 。
i feel blessed .	恵まれていると感じます 。
i feel for you .	私はあなたのことを思っています 。
i feel honored .	光栄に思います 。
i feel nothing .	何も感じません 。
i feel so cold .	とても寒く感じます 。
i feel strange .	変な気がする 。
i feel trapped .	閉じ込められているように感じます 。
i feel useless .	無駄だと感じます 。
i fell in love .	私は恋に落ちた 。
i felt cheated .	だまされたと感じました 。
i felt excited .	興奮しました 。
i followed him .	私は彼を追った 。
i followed you .	あなたをフォローしました 。
i gave it away .	私はそれをあげました 。
i gave it back .	返しました 。
i gave my word .	私は言葉を尽くしました 。
i gave up hope .	私は希望を捨てました 。
i get off here .	ここで降ります 。
i get the idea .	分かりました 。
i get up early .	私は早起きします 。
i give my word .	私は言葉を尽くします 。
i go to school .	私は学校に行きます 。
i got a suntan .	日焼けしてしまいました 。
i got arrested .	私は逮捕されました 。
i got confused .	混乱してしまいました 。
i got divorced .	私は離婚しました 。
i got expelled .	私は追放されました 。
i got nauseous .	吐き気がした 。
i grew up here .	私はここで育ちました 。
i guarantee it .	私が保証します 。
i had a mishap .	事故を起こしてしまいました 。
i had a stroke .	脳卒中を患いました 。
i had a vision .	私にはビジョンがありました 。
i had fun here .	ここは楽しかったです 。
i had some fun .	楽しかったです 。
i had to do it .	やらなければならなかった 。
i hate mondays .	私は月曜日が嫌いです 。
i hate sundays .	私は日曜日が嫌いです 。
i hate dancing .	私はダンスが嫌いです 。
i hate dieting .	私はダイエットが嫌いです 。
i hate driving .	私は運転が嫌いです 。
i hate her now .	今では彼女が大嫌いです 。
i hate insects .	私は虫が嫌いです 。
i hate ironing .	私はアイロンがけが嫌いです 。
i hate it here .	ここは嫌いだ 。
i hate karaoke .	私はカラオケが嫌いです 。
i hate lawyers .	私は弁護士が嫌いです 。
i hate my boss .	私は上司が嫌いです 。
i hate my life .	私は自分の人生が嫌いです 。
i hate parties .	私はパーティーが嫌いです 。
i hate secrets .	私は秘密が嫌いです 。
i hate spiders .	私はクモが嫌いです 。
i hate spinach .	私はほうれん草が嫌いです 。
i hate to iron .	私はアイロンをかけるのが嫌いです 。
i hate to lose .	私は負けるのが嫌いです 。
i hate to wait .	私は待つのが嫌いです 。
i hate working .	私は働くのが嫌いです 。
i hate zealots .	私は狂信者が嫌いです 。
i hated school .	学校が嫌いでした 。
i have a dream .	私には夢があります 。
i have a horse .	私は馬を飼っています 。
i have a ranch .	私は牧場を持っています 。
i have a table .	私はテーブルを持っています 。
i have a truck .	私はトラックを持っています 。
i have amnesia .	私は健忘症です 。
i have an idea .	アイデアがある 。
i have hiccups .	しゃっくりがある 。
i have no clue .	見当もつきません 。
i have no food .	食べ物がない 。
i have no idea .	わからない 。
i have no kids .	私には子供がいません 。
i have no time .	時間がありません 。
i have nothing .	私には何もない 。
i have sisters .	私には姉妹がいます 。
i have the flu .	インフルエンザにかかっています 。
i have the key .	私は鍵を持っています 。
i have to stop .	やめなければなりません 。
i have to wait .	待たなければなりません 。
i heard a thud .	ドスンという音が聞こえました 。
i heard voices .	声が聞こえました 。
i hiccup a lot .	しゃっくりをよくします 。
i hurried home .	私は急いで家に帰りました 。
i hurt my foot .	足を痛めました 。
i just gave up .	私はただあきらめました 。
i just guessed .	私はただ推測しました 。
i just met him .	彼に会ったばかりです 。
i keep a diary .	私は日記をつけています 。
i keep my word .	私は約束を守ります 。
i kept my word .	私は約束を守りました 。
i kept singing .	私は歌い続けました 。
i know the boy .	私はその少年を知っています 。
i left my wife .	私は妻と別れました 。
i left on time .	私は時間通りに出発しました 。
i let you down .	私はあなたを失望させました 。
i like english .	私は英語が好きです 。
i like castles .	私はお城が好きです 。
i like cookies .	私はクッキーが好きです 。
i like cooking .	私は料理が好きです 。
i like fishing .	私は釣りが好きです 。
i like flowers .	私は花が好きです 。
i like history .	私は歴史が好きです 。
i like jogging .	私はジョギングが好きです 。
i like lobster .	ロブスターが好きです 。
i like mahjong .	私は麻雀が好きです 。
i like my life .	私は自分の人生が好きです 。
i like oysters .	私は牡蠣が好きです 。
i like picnics .	私はピクニックが好きです 。
i like puzzles .	私はパズルが好きです 。
i like reading .	私は読書が好きです 。
i like running .	私は走るのが好きです 。
i like sashimi .	私は刺身が好きです 。
i like seafood .	私はシーフードが好きです 。
i like singing .	私は歌うのが好きです 。
i like stories .	私は物語が好きです 。
i like talking .	私は話すのが好きです 。
i like to sing .	私は歌うのが好きです 。
i like to swim .	私は泳ぐのが好きです 。
i like to talk .	私は話すのが好きです 。
i like turtles .	私はカメが好きです 。
i like walking .	私は歩くのが好きです 。
i like working .	私は働くのが好きです 。
i lit the fire .	私は火をつけました 。
i lit the oven .	オーブンに火をつけました 。
i live in kobe .	私は神戸に住んでいます 。
i live in town .	私は町に住んでいます 。
i live upstate .	私は北部に住んでいます 。
i lost control .	コントロールを失った 。
i lost my keys .	カギをなくした 。
i lost the bet .	賭けに負けました 。
i love animals .	私は動物が大好きです 。
i love bananas .	私はバナナが大好きです 。
i love cookies .	私はクッキーが大好きです 。
i love cooking .	私は料理が大好きです 。
i love flowers .	私は花が大好きです 。
i love it here .	ここが大好きです 。
i love lasagna .	私はラザニアが大好きです 。
i love my home .	私は自分の家が大好きです 。
i love my kids .	私は子供たちを愛しています 。
i love my life .	私は自分の人生を愛しています 。
i love my work .	私は自分の仕事が大好きです 。
i love parties .	私はパーティーが大好きです 。
i love puzzles .	私はパズルが大好きです 。
i love reading .	私は読書が大好きです 。
i love secrets .	私は秘密が大好きです 。
i love sunsets .	私は夕日が大好きです 。
i love the sun .	私は太陽が大好きです 。
i love to cook .	私は料理するのが大好きです 。
i love to read .	私は読書が大好きです 。
i love to swim .	私は泳ぐのが大好きです 。
i love winning .	私は勝つことが大好きです 。
i love you all .	私はみんなを愛しています 。
i made cookies .	クッキーを作りました 。
i made her cry .	彼女を泣かせてしまった 。
i made him cry .	私は彼を泣かせてしまった 。
i made muffins .	マフィンを作りました 。
i may be wrong .	私は間違っているかもしれません 。
i mean no harm .	つまり害はありません 。
i met a friend .	友達に会った 。
i met him once .	一度彼に会ったことがあります 。
i miss college .	大学が恋しいです 。
i missed a lot .	たくさん見逃した 。
i must buy one .	買わなければなりません 。
i must decline .	断らなければなりません 。
i must protest .	抗議しなければなりません 。
i must see you .	会わなければなりません 。
i need a break .	休憩が必要です 。
i need a drink .	飲み物が必要です 。
i need a favor .	お願いがあります 。
i need a knife .	ナイフが必要です 。
i need a raise .	昇給が必要です 。
i need a snack .	おやつが必要です 。
i need a stamp .	切手が要ります 。
i need answers .	答えが必要です 。
i need friends .	友達が必要です 。
i need it asap .	できるだけ早く必要です 。
i need support .	サポートが必要です 。
i need surgery .	手術が必要です 。
i need to know .	知る必要があります 。
i need to stop .	やめなければなりません 。
i need you now .	私は今あなたを必要とする 。
i needed money .	お金が必要だった 。
i never go out .	私は決して外出しません 。
i noticed that .	私はそれに気づきました 。
i often hiccup .	私はよくしゃっくりをします 。
i often travel .	私はよく旅行します 。
i owe him $100 .	私は彼に100ドル借りています 。
i own this car .	私はこの車を所有しています 。
i paid in cash .	私は現金で支払いました 。
i paid nothing .	私は何も支払いませんでした 。
i painted that .	私はそれを描きました 。
i plead guilty .	私は有罪を認めます 。
i predicted it .	私はそれを予測しました 。
i promised tom .	トムと約束したよ 。
i quit smoking .	私は喫煙をやめました 。
i raise cattle .	私は牛を育てています 。
i ran upstairs .	私は二階に駆け上がりました 。
i realize that .	私はそれを認識しています 。
i really tried .	本当に試してみました 。
i remember her .	彼女のことを覚えています 。
i remember now .	今思い出しました 。
i remember you .	私はあなたのことを覚えています 。
i said get out .	私は出て行けと言った 。
i said not now .	私は今はダメだと言いました 。
i said nothing .	私は何も言いませんでした 。
i said shut up !	私は黙って言った ！
i saw her home .	彼女の家を見ました 。
i saw her swim .	彼女が泳ぐのを見ました 。
i saw him jump .	彼がジャンプするのを見た 。
i saw him once .	一度彼に会ったことがあります 。
i saw it first .	初めて見ました 。
i saw it on tv .	テレビで見ました 。
i saw somebody .	誰かを見ました 。
i saw the cook .	私は料理人を見ました 。
i saw the file .	ファイルを見ました 。
i saw the game .	試合を見ました 。
i sell flowers .	花を売っています 。
i serve no one .	私は誰にも奉仕しません 。
i should do it .	やるべきだ 。
i smell coffee .	コーヒーの匂いがする 。
i sneeze a lot .	くしゃみがたくさん出ます 。
i speak french .	私はフランス語を話します 。
i started that .	私はそれを始めました 。
i study french .	私はフランス語を勉強しています 。
i study korean .	私は韓国語を勉強しています 。
i sure am cold .	確かに寒いです 。
i sure hope so .	確かにそう願っています 。
i take it back .	私はそれを取り戻します 。
i teach french .	私はフランス語を教えています 。
i think we can .	できると思います 。
i thought hard .	一生懸命考えました 。
i took her arm .	私は彼女の腕を取りました 。
i took the job .	私はその仕事を引き受けました 。
i travel light .	私は軽く旅行します 。
i trusted them .	私は彼らを信頼していました 。
i turned right .	右に曲がりました 。
i urge caution .	注意してください 。
i usually walk .	私は普段歩いています 。
i walked alone .	私は一人で歩きました 。
i want a chair .	椅子が欲しいです 。
i want a donut .	ドーナツが欲しいです 。
i want a drink .	飲み物が欲しいです 。
i want a puppy .	子犬が欲しいです 。
i want a raise .	昇給が欲しいです 。
i want answers .	答えが欲しいです 。
i want details .	詳細が欲しいです 。
i want justice .	私は正義が欲しいです 。
i want revenge .	復讐したい 。
i want the fan .	ファンが欲しいです 。
i want to come .	行きたいです 。
i want to help .	助けたいです 。
i want to live .	生きたい 。
i want to play .	遊びたいです 。
i want to quit .	辞めたいです 。
i want to stay .	泊まりたいです 。
i want to talk .	話したいです 。
i want to walk .	歩きたいです 。
i want to work .	働きたいです 。
i wanted to go .	行きたかったです 。
i was a doctor .	私は医者でした 。
i was a member .	私は会員でした 。
i was attacked .	攻撃されました 。
i was barefoot .	私は裸足でした 。
i was bluffing .	私はハッタリをしていた 。
i was captured .	私は捕らえられました 。
i was careless .	私は不注意でした 。
i was cleaning .	掃除をしていました 。
i was detained .	私は拘留されました 。
i was grateful .	ありがたかったです 。
i was hammered .	ハンマーで叩かれました 。
i was impolite .	私は失礼でした 。
i was offended .	私は腹を立てました 。
i was outdoors .	私は屋外にいました 。
i was pardoned .	私は許されました 。
i was so happy .	とても嬉しかったです 。
i was speaking .	私は話していました 。
i was starving .	私は飢えていました 。
i was studying .	勉強していました 。
i was thinking .	と思っていました 。
i was too fast .	速すぎた 。
i was unharmed .	私は無傷でした 。
i was upstairs .	私は上の階にいました 。
i was watching .	私は見ていました 。
i wasn't drunk .	酔っていなかった 。
i wasn't hired .	私は雇われませんでした 。
i wear glasses .	私はメガネをかけています 。
i went fishing .	釣りに行きました 。
i will sue you .	私はあなたを訴えます 。
i will survive .	死にはしません 。
i will take it .	承ります 。
i will testify .	私は証言します 。
i wish i could .	私もそう出来ればいいけど 。
i won't forget .	忘れません 。
i won't return .	戻りません 。
i work for tom .	私はトムの下で働いています 。
i wrote a memo .	メモを書きました 。
