go .	行く 。
i never should've left you .	私はあなたを離れるべきではなかった 。
i never stopped loving you .	私はあなたを愛することをやめませんでした 。
i never suspected anything .	私は何も疑ったことはありません 。
i never thought about that .	そんなこと考えたこともなかった 。
i never wanted to harm you .	私はあなたに危害を加えたくありませんでした 。
i never wanted to hurt you .	あなたを傷つけたくなかったのです 。
i no longer live in boston .	私はもうボストンには住んでいません 。
i now know this isn't true .	私は今、これが真実ではないことを知っています 。
i often sing in the shower .	私はよくシャワーの中で歌います 。
i often visit my relatives .	私はよく親戚を訪ねます 。
i only have one suggestion .	私からの提案は 1 つだけです 。
i own some very old stamps .	私は非常に古い切手をいくつか持っています 。
i paid five dollars to him .	私は彼に5ドルを支払いました 。
i passed on the job to him .	私は彼にその仕事を譲りました 。
i plan to go to the movies .	映画に行くつもりです 。
i play bass in a jazz band .	私はジャズバンドでベースを弾いています 。
i play golf every so often .	私は時々ゴルフをします 。
i pointed my camera at her .	私は彼女にカメラを向けました 。
i prefer doing it this way .	私はこの方法でやるのが好きです 。
i prefer red wine to white .	私は白ワインより赤ワインの方が好きです 。
i prefer riding to walking .	私は歩くよりも乗るほうが好きです 。
i promised not to tell him .	私は彼には言わないと約束しました 。
i put a knife on the table .	私はテーブルの上にナイフを置きました 。
i put my coat on the table .	私はコートをテーブルの上に置きました 。
i rarely talk on the phone .	電話で話すことはめったにありません 。
i read a book while eating .	私は食事をしながら本を読みます 。
i really am very busy , tom .	私は本当にとても忙しいです、トム 。
i really can't accept this .	本当にこれは受け入れられません 。
i really do like christmas .	私はクリスマスが本当に好きです 。
i really do need your help .	本当にあなたの助けが必要です 。
i really have to get going .	本当に行かなければなりません 。
i really hope you can come .	ぜひ来てほしいです 。
i really hope you're right .	あなたが正しいことを本当に願っています 。
i really like my coworkers .	私は同僚が本当に好きです 。
i really regret doing that .	本当に後悔しています 。
i really shouldn't do this .	本当にこれをすべきではありません 。
i really trust his ability .	私は彼の能力を本当に信頼しています 。
i really want a motorcycle .	私は本当にバイクが欲しいです 。
i really want to thank you .	本当に感謝したいです 。
i really , really want this .	本当に、本当にこれが欲しいです 。
i remember seeing him once .	一度彼に会ったことを覚えています 。
i rent a room by the month .	私は月単位で部屋を借りています 。
i returned his book to him .	私は彼の本を彼に返しました 。
i said nothing of the kind .	私はそのようなことは何も言いませんでした 。
i said nothing of the sort .	私はそのようなことは何も言いませんでした 。
i said that i was confused .	私は混乱していると言いました 。
i said there's no one here .	ここには誰もいないと言いました 。
i saw a fly on the ceiling .	天井にハエがいるのを見ました 。
i saw a little boy running .	私は小さな男の子が走っているのを見ました 。
i saw a man enter the room .	男が部屋に入ってくるのを見ました 。
i saw her a week ago today .	1週間前の今日、彼女に会った 。
i saw him cross the street .	私は彼が通りを横切るのを見た 。
i saw him playing baseball .	彼が野球をしているのを見ました 。
i saw him with my own eyes .	私は彼をこの目で見ました 。
i saw his mother scold him .	私は彼の母親が彼を叱っているのを見ました 。
i saw land in the distance .	遠くに陸地が見えました 。
i saw my friends yesterday .	昨日友達に会った 。
i saw myself in the mirror .	私は鏡に自分の姿を見ました 。
i saw people wearing jeans .	ジーンズを履いている人を見ました 。
i saw that tom was smiling .	トムが笑っているのが見えた 。
i see life differently now .	今では人生の見方が変わりました 。
i see you've made a friend .	友達ができたようですね 。
i should get back upstairs .	上の階に戻らなければなりません 。
i should have come earlier .	もっと早く来るべきだった 。
i should have left earlier .	もっと早く出発すべきだった 。
i should have studied more .	もっと勉強しておけばよかった 。
i should have told someone .	誰かに言うべきだった 。
i should've paid attention .	注意するべきだった 。
i shouldn't have done that .	そんなことすべきではなかった 。
i shouldn't have done this .	こんなことをすべきではなかった 。
i slept in front of the tv .	テレビの前で寝ました 。
i slept with my clothes on .	服を着たまま寝ました 。
i slept with the light off .	電気を消して寝ました 。
i smiled and waved at them .	私は彼らに微笑みながら手を振りました 。
i sometimes drive too fast .	私は時々車の運転が速すぎることがあります 。
i speak french and english .	私はフランス語と英語を話します 。
i started reading the book .	私は本を​​読み始めました 。
i still have a few options .	まだいくつかの選択肢があります 。
i study chinese in beijing .	私は北京で中国語を勉強しています 。
i suggest we all calm down .	みんな落ち着くことをお勧めします 。
i suggest you get a lawyer .	弁護士を雇うことをお勧めします 。
i suppose i'd better leave .	辞めたほうがいいと思います 。
i suppose he's got a point .	彼の言うことも一理あると思います 。
i suppose that's all right .	それでいいと思います 。
i suppose we could do that .	それはできると思います 。
i swear it's the last time .	これが最後だと誓います 。
i thanked tom for his help .	私はトムの助けに感謝した 。
i then began to understand .	それから私は理解し始めました 。
i think i can arrange that .	それを手配できると思います 。
i think i caught your cold .	i think i caught your cold .
i think i'll take this tie .	このネクタイを取ろうと思います 。
i think i'm a good surgeon .	私は良い外科医だと思います 。
i think i'm going to faint .	気を失いそうだ 。
i think i'm losing my mind .	私は正気を失っていると思います 。
i think i'm ready to leave .	出発する準備はできたと思います 。
i think i've broken my arm .	腕を骨折したと思う 。
i think i've persuaded tom .	トムを説得できたと思います 。
i think tom is a nice name .	トムはいい名前だと思います 。
i think tom is almost deaf .	トムはほとんど耳が聞こえないと思います 。
i think tom is incompetent .	トムは無能だと思う 。
i think tom is still alive .	トムはまだ生きていると思います 。
i think tom needs stitches .	トムには縫合が必要だと思う 。
i think tom wanted my help .	トムは私の助けが欲しかったのだと思います 。
i think tom wants our help .	i think tom wants our help .
i think tom will eat later .	トムは後で食べると思います 。
i think about it every day .	毎日それについて考えています 。
i think everybody's hungry .	みんなお腹空いてると思うよ 。
i think he'll never return .	彼は二度と戻らないと思います 。
i think he's an honest man .	彼は正直な人だと思います 。
i think it just might work .	それはうまくいくかもしれないと思います 。
i think it was an accident .	事故だったと思います 。
i think it's a dumb theory .	それはばかげた理論だと思います 。
i think it's a possibility .	可能性はあると思います 。
i think it's all right now .	今は大丈夫だと思います 。
i think it's going to rain .	雨が降ると思います 。
i think it's time to begin .	始める時期が来たと思います 。
i think it's time to leave .	もう出発する時間だと思う 。
i think it's very romantic .	とてもロマンチックだと思います 。
i think love doesn't exist .	愛は存在しないと思います 。
i think maybe tom needs me .	たぶんトムには私が必要だと思う 。
i think maybe we should go .	たぶん行ったほうがいいと思います 。
i think of you as a friend .	私はあなたのことを友達だと思っています 。
i think she's 40 years old .	彼女は40歳だと思います 。
i think something is wrong .	何かが間違っていると思います 。
i think that i smell smoke .	煙の匂いがするような気がします 。
i think that might be wise .	それが賢明かもしれないと思います 。
i think that would be best .	それが一番良いと思います 。
i think that would be nice .	それはいいことだと思います 。
i think that would be wise .	それが賢明だと思います 。
i think that's a good idea .	それは良い考えだと思います 。
i think that's a good plan .	それは良い計画だと思います 。
i think that's a good sign .	それは良い兆候だと思います 。
i think that's the problem .	それが問題だと思います 。
i think they went this way .	彼らはこちらに向かったと思います 。
i think this is a bad idea .	これは悪い考えだと思います 。
i think this isn't correct .	これは正しくないと思います 。
i think those are the best .	それらが最高だと思います 。
i think we can handle that .	私たちはそれを扱うことができると思います 。
i think we can handle this .	これはなんとかできると思います 。
i think we need more water .	もっと水が必要だと思います 。
i think we should break up .	別れるべきだと思います 。
i think we should call tom .	トムに電話したほうがいいと思います 。
i think we should hire tom .	トムを雇うべきだと思います 。
i think we should sit down .	座ったほうがいいと思います 。
i think we should stop now .	今すぐやめるべきだと思います 。
i think we'll be safe here .	ここなら安全だと思います 。
i think we're going to win .	私たちは勝つと思います 。
i think we're pretty lucky .	私たちはかなり幸運だと思います 。
i think you did a good job .	よく頑張ったと思います 。
i think you knew my father .	あなたは私の父を知っていたと思います 。
i think you need some rest .	休息が必要だと思います 。
i think you really mean it .	本当にそう思っていると思います 。
i think you should ask tom .	トムに聞いてみるといいと思います 。
i think you'd better leave .	離れたほうがいいと思います 。
i think you're interesting .	あなたは面白いと思います 。
i think you've done enough .	あなたは十分にやったと思います 。
i thought i had everything .	すべてを持っていると思っていました 。
i thought i had until 2:30 .	2時半までだと思ってた 。
i thought i recognized tom .	トムを認識したと思った 。
i thought i recognized you .	あなたを認識していると思いました 。
i thought i was alone here .	私はここで一人だと思っていました 。
i thought i'd be safe here .	ここなら安全だと思った 。
i thought i'd surprise you .	あなたを驚かせようと思いました 。
i thought tom didn't drink .	トムはお酒を飲まないと思った 。
i thought tom was canadian .	トムはカナダ人だと思っていました 。
i thought tom was a doctor .	トムは医者だと思った 。
i thought tom was a farmer .	トムは農家だと思ってた 。
i thought tom was bluffing .	トムははったりをしているのだと思った 。
i thought tom was mistaken .	トムは間違っていると思った 。
i thought tom was sleeping .	トムは寝ていると思った 。
i thought tom was with you .	トムはあなたと一緒だと思っていました 。
i thought tom wouldn't win .	トムは勝てないと思った 。
i thought he wouldn't come .	彼は来ないと思った 。
i thought it was hilarious .	面白いと思いました 。
i thought it was lunchtime .	昼休みだと思った 。
i thought it'd be worth it .	それだけの価値があると思いました 。
i thought that he was rich .	彼は金持ちだと思った 。
i thought that was obvious .	それは当然だと思いました 。
i thought we had more time .	もっと時間があると思った 。
i thought you had homework .	宿題があると思った 。
i thought you needed money .	お金が必要だと思った 。
i thought you were at work .	仕事中だと思ってた 。
i thought you were injured .	怪我をしたのかと思いました 。
i thought you were kidding .	冗談だと思った 。
i thought you were serious .	あなたは真剣だと思いました 。
i thought you were working .	仕事してると思ってた 。
i thought you'd be pleased .	きっと喜んでくれると思いました 。
i thought you'd enjoy this .	きっと楽しんでいただけると思いました 。
i thought you'd never call .	あなたは決して電話しないだろうと思っていました 。
i thought you'd understand .	あなたなら理解してくれるだろうと思った 。
i told tom we were friends .	私はトムに私たちは友達だと言いました 。
i took tom to the hospital .	私はトムを病院に連れて行きました 。
i took a day off last week .	先週休みました 。
i took another sip of wine .	私はワインをもう一口飲みました 。
i took her for an american .	私は彼女をアメリカ人だと思った 。
i took him a cup of coffee .	私は彼にコーヒーを一杯飲みました 。
i took part in the contest .	コンテストに参加しました 。
i tore my jacket on a nail .	ジャケットが爪に当たって破れてしまいました 。
i treat everybody the same .	私は誰に対しても同じように扱います 。
i tried but didn't succeed .	試してみましたが成功しませんでした 。
i tried for almost an hour .	ほぼ1時間試してみました 。
i tried in vain to open it .	開けようとしましたが無駄でした 。
i tried to fulfill my duty .	私は自分の義務を果たそうとしました 。
i try not to bother anyone .	私は誰にも迷惑をかけないように努めています 。
i try to do it once a week .	週に一度はやるようにしています 。
i turned to him for advice .	私は彼にアドバイスを求めました 。
i understand the situation .	状況は分かりました 。
i understand what you mean .	あなたの言いたいことはわかります 。
i understand your feelings .	あなたの気持ちはわかります 。
i understand your language .	私はあなたの言語を理解しています 。
i used to collect coasters .	コースターを集めていました 。
i used to do that as a kid .	私も子供の頃そうしていました 。
i used to live near a park .	私は公園の近くに住んでいました 。
i usually don't wear a tie .	私は普段ネクタイをしません 。
i usually go to bed at ten .	私はいつも10時に寝ます 。
i waited for a bus to come .	私はバスが来るのを待っていました 。
i walk to school every day .	私は毎日歩いて学校に行きます 。
i walked across the street .	私は通りを渡って歩きました 。
i want a dozen cream puffs .	シュークリームが12個欲しいです 。
i want a kitchen like this .	こんなキッチンが欲しい 。
i want a personal computer .	パソコンが欲しいです 。
i want a third alternative .	第三の選択肢が欲しいです 。
i want more days like this .	こんな日がもっと欲しい 。
i want somebody to talk to .	誰かに話してほしい 。
i want those kids to leave .	あの子たちには去ってほしい 。
i want to be here with you .	私はあなたと一緒にここにいたいです 。
i want to buy a dozen eggs .	卵を12個買いたいです 。
i want to buy a new camera .	新しいカメラを買いたいです 。
i want to buy my bike back .	自転車を買い戻したいです 。
i want to change the world .	世界を変えたい 。
i want to date other women .	他の女性とデートしたいです 。
i want to do that with tom .	トムとそれをやりたいです 。
i want to drink some water .	水を飲みたいです 。
i want to file a complaint .	苦情を申し立てたいです 。
i want to go over it again .	もう一度見直してみたいと思います 。
i want to have my own room .	自分の部屋が欲しいです 。
i want to know where it is .	どこにあるのか知りたいです 。
i want to know who that is .	それが誰なのか知りたいです 。
i want to learn how to ski .	スキーの仕方を学びたいです 。
i want to live in a castle .	お城に住みたいです 。
i want to live in the city .	都会に住みたいです 。
i want to make a complaint .	苦情を言いたいです 。
i want to make a statement .	声明を出したい 。
i want to make new friends .	新しい友達を作りたいです 。
i want to meet the teacher .	先生に会いたいです 。
i want to see tom tomorrow .	明日トムに会いたいです 。
i want to see what happens .	何が起こるか見てみたい 。
i want to serve my country .	私は祖国に奉仕したい 。
i want to stay here longer .	もっとここにいたいです 。
i want to talk to you , tom .	トム、あなたと話したいです 。
i want to think for myself .	自分で考えたい 。
i want what's best for you .	私はあなたにとって最善のものを望んでいます 。
i want you all out of here .	みんなここから出て行ってほしい 。
i want you gone by sunrise .	日の出までに去ってほしい 。
i want you out of here now .	今すぐここから出て行ってほしい 。
i want you to analyze this .	これを分析してほしい 。
i want you to be my friend .	あなたに友達になってほしいです 。
i want you to come with me .	一緒に来てほしい 。
i want you to go somewhere .	どこかに行ってほしい 。
i want you to go to boston .	ボストンに行ってほしい 。
i want you to meet someone .	誰かに会ってほしいです 。
i want you to stay with me .	私と一緒にいてほしい 。
i want you to wash the car .	車を洗ってほしい 。
i wanted to know the truth .	真実を知りたかった 。
i wanted to show it to you .	それをあなたに見せたかったのです 。
i warned him of the danger .	私は彼に危険について警告した 。
i was arrested on the spot .	私はその場で逮捕されました 。
i was asked to wear a wire .	ワイヤーを装着するように言われました 。
i was blinded by the light .	光で目が見えなくなりました 。
i was born and raised here .	私はここで生まれ育ちました 。
i was born in 1988 in york .	私は1988年にニューヨークで生まれました 。
i was born on june 4 , 1974 .	私は1974年6月4日に生まれました 。
i was feeling blue all day .	一日中気分が憂鬱だった 。
i was ignorant of his plan .	私は彼の計画を知りませんでした 。
i was in boston in october .	私は10月にボストンにいました 。
i was in london last month .	私は先月ロンドンにいました 。
i was just taking a shower .	ちょうどシャワーを浴びていたところだった 。
i was kind of a chubby kid .	私はぽっちゃりした感じの子供でした 。
i was looking for my diary .	私は自分の日記を探していました 。
i was married at that time .	私はその時結婚していました 。
i was off duty at the time .	その時私は非番でした 。
i was on my way to see you .	あなたに会いに行く途中でした 。
i was pleasantly surprised .	嬉しい驚きでした 。
i was reading a novel then .	その時私は小説を読んでいました 。
i was really mad at myself .	私は本当に自分自身に腹を立てていました 。
i was really proud of that .	それを本当に誇りに思いました 。
i was really uncomfortable .	本当に不快でした 。
i was shocked by the price .	価格に衝撃を受けました 。
i was taking a shower then .	その時私はシャワーを浴びていました 。
i was tired of watching tv .	テレビを見るのに疲れました 。
i was unable to go outside .	外に出ることができなかった 。
i was young and crazy once .	かつて私は若くて狂っていました 。
i wasn't feeling very well .	あまり気分が良くなかった 。
i wasn't making fun of you .	私はあなたをからかっていませんでした 。
i wasn't prepared for this .	私はこれに対する準備ができていませんでした 。
i wasn't talking about tom .	私はトムのことを話していませんでした 。
i wasn't talking about you .	私はあなたのことを話していませんでした 。
i wasn't too sure about it .	それについてはあまり自信がありませんでした 。
i watched a movie on video .	ビデオで映画を見ました 。
i wear shorts all the time .	私はいつもショートパンツを履いています 。
i went by there last night .	昨夜そこの前を通りました 。
i went fishing last monday .	先週の月曜日に釣りに行きました 。
i went not once , but twice .	一度ではなく二度行きました 。
i went out with my friends .	友達と出かけました 。
i went swimming in the sea .	私は海に泳ぎに行きました 。
i went to bed after eating .	食べてから寝ました 。
i went to school yesterday .	私は昨日学校に行きました 。
i went to see a show today .	今日はショーを見に行きました 。
i will always remember you .	私はいつもあなたのことを覚えています 。
i will bring it right away .	すぐに持って行きます 。
i will call you in an hour .	1時間以内に電話します 。
i will come if i have time .	時間があれば行きます 。
i will do anything for him .	私は彼のために何でもします 。
i will do anything for you .	私はあなたのために何でもします 。
i will do whatever you ask .	あなたが求めることは何でもやります 。
i will go abroad next year .	私は来年海外に行きます 。
i will go even if it rains .	たとえ雨が降っても行きます 。
i will stop him from going .	私は彼が行くのを止めます 。
i will write you back soon .	すぐに返事させていただきます 。
i wish i could believe you .	あなたを信じられたらいいのに 。
i wish i could change that .	それを変えられたらいいのに 。
i wish i could do the same .	私も同じことができたらいいのにと思います 。
i wish i could play guitar .	ギターを弾けたらいいのに 。
i wish i could stay longer .	もっと長く滞在できたらいいのに 。
i wish i earned more money .	もっとお金を稼げたらいいのに 。
i wish i had brought a map .	地図を持っていけばよかった 。
i wish i had seen the film .	映画を見ればよかった 。
i wish i knew where he was !	彼がどこにいるのか知りたい ！
i wish i were in paris now .	今、パリにいたらよかったのに 。
i wish i'd been born a boy .	男の子に生まれたかったです 。
i wish tom would stop that .	トムがそれをやめてくれればいいのに 。
i wish he were on our team .	彼が私たちのチームにいればよかったのに 。
i wish the rain would stop .	雨が止むといいのですが 。
i wish to make a complaint .	苦情を言いたいのですが 。
i wish we had won the game .	私たちが試合に勝てればよかったのに 。
i wish you hadn't found me .	あなたが私を見つけなければよかったのに 。
i won't ask you to do that .	私はあなたにそんなことは頼みません 。
i won't be at home tonight .	今夜は家にいません 。
i won't mention that again .	それについてはもう言いません 。
i won't stay here for long .	ここに長くは滞在しません 。
i wonder if she is married .	彼女は結婚しているのだろうか 。
i wonder if you understand .	わかるかな 。
i wonder what tom would do .	トムはどうするだろうか 。
i wonder what raccoons eat .	アライグマは何を食べるのだろうか 。
i wonder what's for dinner .	夕食は何にしようかな 。
i wonder what's in the box .	箱の中に何が入っているんだろう 。
i wonder where he has gone .	彼はどこへ行ったのだろうか 。
i wonder who that lady was .	あの女性は誰だったのだろうか 。
i wonder whose car this is .	これは誰の車だろうか 。
i wonder why i'm so sleepy .	なんでこんなに眠いんだろう 。
i wonder why birds migrate .	なぜ鳥は渡りをするのだろうか 。
i wonder why he was absent .	なぜ彼は欠席したのだろうか 。
i work for a travel agency .	私は旅行代理店で働いています 。
i worked all day yesterday .	昨日は一日中働きました 。
i would appreciate a reply .	ご返信いただければ幸いです 。
i would like a little wine .	ワインを少しお願いします 。
i would like to rent a car .	レンタカーを借りたいのですが 。
i would never hurt a child .	私は子供を決して傷つけません 。
i would never let you down .	私は決してあなたを失望させません 。
i wouldn't mind doing that .	そんなことしても構わないよ 。
i write every chance i get .	私は機会があるたびに書きます 。
i wrote a book about china .	私は中国についての本を書きました 。
i wrote a letter in french .	私はフランス語で手紙を書きました 。
i wrote a letter yesterday .	昨日手紙を書きました 。
i'd be happy if you'd come .	来てくれたら嬉しいです 。
i'd be happy to discuss it .	喜んで議論させていただきます 。
i'd better get to bed soon .	すぐに寝たほうがいいです 。
i'd like a map of the city .	市内の地図が欲しいです 。
i'd like a receipt , please .	領収書が欲しいのですがお願いします 。
i'd like a shot of tequila .	テキーラを一杯お願いします 。
i'd like a shrimp cocktail .	シュリンプのカクテルをお願いします 。
i'd like this fight to end .	この戦いを終わらせたいです 。
i'd like to ask a question .	質問したいのですが 。
i'd like to be a guitarist .	私はギタリストになりたいです 。
i'd like to be your friend .	あなたの友達になりたいです 。
i'd like to brush my teeth .	歯を磨きたいです 。
i'd like to buy you a beer .	ビールを買ってあげたいのですが 。
i'd like to call my family .	家族に電話したいのですが 。
i'd like to change clothes .	服を着替えたいです 。
i'd like to change my room .	部屋を変えて下さい 。
i'd like to dance with you .	あなたと一緒に踊りたいです 。
i'd like to die of old age .	老衰で死にたいです 。
i'd like to do what you do .	あなたがやっていることを私もやりたいです 。
i'd like to finish the job .	仕事を終わらせたいのですが 。
i'd like to get some sleep .	少し寝たいです 。
i'd like to give it to tom .	トムにあげたいのですが 。
i'd like to go to the mall .	ショッピングモールに行きたいです 。
i'd like to know the truth .	真実を知りたいです 。
i'd like to order the same .	同じものを注文したいです 。
i'd like to own a business .	私はビジネスを所有したいと思っています 。
i'd like to reserve a seat .	席を予約したいのですが 。
i'd like to see the budget .	予算を確認したいのですが 。
i'd like to see you try it .	ぜひ試してみてほしいです 。
i'd like to speak with you .	あなたと話したいのですが 。
i'd like to study in paris .	パリで勉強したいです 。
i'd like to talk about tom .	トムについて話したいと思います 。
i'd like to thank you both .	お二人に感謝したいと思います 。
i'd like to think about it .	考えてみたいと思います 。
i'd like you to understand .	ご理解いただきたいと思います 。
i'd love to dance with you .	あなたと一緒に踊りたいです 。
i'd prefer not to eat that .	それは食べない方がいいです 。
i'd really rather not know .	本当は知りたくないのですが 。
i'll be busy all next week .	来週はずっと忙しいでしょう 。
i'll be there monday night .	月曜日の夜に行きます 。
i'll buy this desk for him .	彼にこの机を買ってあげます 。
i'll call back a bit later .	しばらくしてから折り返し電話します 。
i'll come as soon as i can .	できるだけ早く行きます 。
i'll complain if i want to .	言いたければ文句を言います 。
i'll do everything for you .	私はあなたのために何でもします 。
i'll end up by going crazy .	結局気が狂ってしまうよ 。
i'll examine it for myself .	自分で調べてみます 。
i'll finish it in one hour .	1時間以内に終わらせます 。
i'll give you five dollars .	5ドルあげます 。
i'll give you this pendant .	このペンダントをあげます 。
i'll go see if tom is here .	トムがここにいるかどうか見に行きます 。
i'll go to boston tomorrow .	明日ボストンに行きます 。
i'll have to call you back .	折り返し電話しなければなりません 。
i'll have what he's having .	彼が持っているものを私がもらいます 。
i'll help you look for tom .	トムを探すのを手伝います 。
i'll leave the rest to you .	残りはあなたに任せます 。
i'll look after that child .	私がその子の面倒をみます 。
i'll never forget that day .	あの日のことは決して忘れません 。
i'll play a sonata for you .	あなたのためにソナタを弾いてあげます 。
i'll put in a word for you .	あなたに一言言います 。
i'll reconsider the matter .	その件は再検討します 。
i'll show you how it works .	それがどのように機能するかを説明します 。
i'll show you how to do it .	その方法を紹介します 。
i'll stay at home tomorrow .	明日は家にいます 。
i'll take attendance first .	まず出席を取ります 。
i'll take care of it later .	後で処理します 。
i'll take care of the bill .	請求書は私が処理します 。
i'll take care of this dog .	私がこの犬の世話をします 。
i'll take good care of tom .	トムの世話をするよ 。
i'll take your word for it .	あなたの言葉を信じます 。
i'll teach you how to sing .	歌い方を教えます 。
i'll tell you what's wrong .	何が問題なのか教えてあげる 。
i'm a black belt in karate .	私は空手の黒帯です 。
i'm a citizen of the world .	私は世界市民です 。
i'm a freelance journalist .	私はフリーのジャーナリストです 。
i'm a good-for-nothing bum .	私は何の役にも立たないポンコツです 。
i'm a stranger here myself .	私自身、ここでは見知らぬ人です 。
i'm a very , very happy man .	私はとても、とても幸せな男です 。
i'm afraid i caught a cold .	風邪を引いてしまったようです 。
i'm afraid of wild animals .	私は野生動物が怖いです 。
i'm also taking this train .	私もこの電車に乗ります 。
i'm asking you as a friend .	友人としてあなたにお願いしています 。
i'm beginning to feel cold .	寒さを感じ始めています 。
i'm beginning to regret it .	後悔し始めています 。
i'm blind in the right eye .	私は右目が見えません 。
i'm breast-feeding my baby .	私は赤ちゃんに母乳を与えています 。
i'm content with my salary .	私は自分の給料に満足しています 。
i'm correcting my mistakes .	自分の間違いを正しています 。
i'm declaring an emergency .	緊急事態宣言中です 。
i'm definitely going crazy .	私は間違いなく気が狂いそうになる 。
i'm delighted to hear that .	それを聞いてうれしいです 。
i'm departing this evening .	今晩出発します 。
i'm depending on your help .	私はあなたの助けに依存しています 。
i'm disappointed and angry .	私は失望し、怒っています 。
i'm doing everything i can .	私はできる限りのことをやっています 。
i'm dying for a cold drink .	冷たい飲み物が飲みたくてたまりません 。
i'm excited about the move .	その動きに興奮しています 。
i'm feeling kind of sleepy .	なんだか眠いです 。
i'm feeling very confident .	私はとても自信を持っています 。
i'm getting a bit confused .	少し混乱してきました 。
i'm glad that you can come .	来てくれると嬉しいです 。
i'm glad we didn't do that .	そうしなくて良かったです 。
i'm glad you could be here .	あなたがここにいてくれて嬉しいです 。
i'm glad you could join us .	ご参加いただけると嬉しいです 。
i'm glad you could make it .	できてよかったです 。
i'm glad you're still here .	あなたがまだここにいてくれて嬉しいです 。
i'm going fishing with him .	彼と一緒に釣りに行きます 。
i'm going to buy a new car .	新しい車を買うつもりです 。
i'm going to go take a nap .	昼寝をしに行きます 。
i'm going to go to my room .	私は自分の部屋に行きます 。
i'm going to join the army .	私は軍隊に参加するつもりです 。
i'm going to lock the door .	ドアに鍵をかけます 。
i'm going to miss you , too .	私もあなたがいなくて寂しいです 。
i'm going to open the wine .	ワインを開けてみます 。
i'm going to reconsider it .	再検討してみます 。
i'm going to see tom today .	今日はトムに会いに行きます 。
i'm going to take a shower .	シャワーを浴びるつもりです 。
i'm going to tell tom that .	トムにそれを伝えるつもりです 。
i'm happy the game is over .	ゲームが終わって嬉しいです 。
i'm happy to see you again .	またお会いできて嬉しいです 。
i'm here to talk about tom .	トムについて話すためにここに来ました 。
i'm just stating the facts .	私は事実を述べているだけです 。
i'm just thinking out loud .	私はただ大声で考えているだけです 。
i'm just trying to survive .	私はただ生き残ろうとしているだけです 。
i'm living in a small town .	私は小さな町に住んでいます 。
i'm living with my mom now .	私は今母と一緒に住んでいます 。
i'm living with my parents .	私は両親と住んでいます 。
i'm looking for an old man .	私は老人を探しています 。
i'm no longer angry at you .	私はもうあなたに対して怒っていません 。
i'm not a very good artist .	私はあまり優れたアーティストではありません 。
i'm not a very good singer .	私はあまり上手な歌手ではありません 。
i'm not as rich as you are .	私はあなたほど裕福ではありません 。
i'm not being unreasonable .	無理をしているわけではありません 。
i'm not doing this anymore .	もうやってないよ 。
i'm not from a rich family .	私は裕福な家庭の出身ではありません 。
i'm not going to back down .	後退するつもりはありません 。
i'm not going to disappear .	私は消えるつもりはありません 。
i'm not going to sign this .	私はこれに署名するつもりはありません 。
i'm not good at pretending .	私はふりをするのが苦手です 。
i'm not interested in that .	私はそんなことには興味がない 。
i'm not invited to parties .	私はパーティーに招待されません 。
i'm not keeping this thing .	私はこれを保管していません 。
i'm not quite finished yet .	まだ完全には終わっていません 。
i'm not really in the mood .	あまり気分が良くない 。
i'm not selling you my car .	私の車はあなたに売りません 。
i'm not sure i believe you .	信じられるかわかりません 。
i'm not sure what happened .	何が起こったのか分かりません 。
i'm not taking any chances .	私は何のチャンスも賭けていない 。
i'm not talking about that .	それについては話していません 。
i'm not that desperate yet .	私はまだそこまで絶望的ではない 。
i'm not very good at chess .	私はチェスがあまり得意ではありません 。
i'm not very happy , either .	私もあまり幸せではありません 。
i'm not who you think i am .	私はあなたが思っているような人間ではありません 。
i'm not worried about them .	私は彼らについて心配していません 。
i'm off to turkey tomorrow .	明日はトルコに行きます 。
i'm one of tom's teammates .	私はトムのチームメイトの一人です 。
i'm only telling the truth .	私は真実を言っているだけです 。
i'm painting an easter egg .	イースターエッグを描いています 。
i'm playing the guitar now .	私は今ギターを弾いています 。
i'm quite unhappy about it .	私はそれについて非常に不満です 。
i'm really angry right now .	私は今本当に怒っています 。
i'm reluctant to visit him .	彼を訪ねるのは気が進まない 。
i'm satisfied with my work .	私は自分の仕事に満足しています 。
i'm saving money for a car .	私は車のためにお金を貯めています 。
i'm so sorry for your loss .	ごめんなさい 。
i'm sorry i lost my temper .	ごめんなさい、カッとなってしまいました 。
i'm sorry about last night .	昨夜はごめんなさい 。
i'm sorry about my mistake .	私の間違いをお詫びします 。
i'm sorry my father is out .	申し訳ありませんが、父は外出中です 。
i'm sorry to interrupt you .	邪魔してごめんなさい 。
i'm sorry , i can't do this .	申し訳ありませんが、これはできません 。
i'm stuck in a traffic jam .	渋滞にはまってしまいました 。
i'm sure he'll leave early .	彼はきっと早く出発するでしょう 。
i'm sure that is the truth .	それが真実だと確信しています 。
i'm taking my book with me .	私は本を​​持って行きます 。
i'm telling the truth , tom .	私は本当のことを言います、トム 。
i'm thankful for my family .	家族に感謝しています 。
i'm thankful for vacations .	休暇に感謝しています 。
i'm the one who built this .	これを作ったのは私です 。
i'm the one who killed tom .	トムを殺したのは私だ 。
i'm the owner of this land .	私はこの土地の所有者です 。
i'm thin , but not too thin .	私は痩せていますが、痩せすぎではありません 。
i'm tired of being careful .	注意するのは疲れた 。
i'm tired of playing games .	ゲームをするのは飽きた 。
i'm tougher than you think .	私はあなたが思っているよりもタフです 。
